model_a,model_b,align_mode,n_tokens,n_bootstrap,n_pairs,hidden_dim_a,hidden_dim_b,vocab_size_a,vocab_size_b,actual_tied_a,actual_tied_b,gcorr_E_cos_mean,gcorr_E_cos_std,gcorr_E_cos_se,gcorr_E_cos_ci95_low,gcorr_E_cos_ci95_high,gcorr_E_cos_median,gcorr_E_euc_mean,gcorr_E_euc_std,gcorr_E_euc_se,gcorr_E_euc_ci95_low,gcorr_E_euc_ci95_high,gcorr_E_euc_median,gcorr_E_euc2_mean,gcorr_E_euc2_std,gcorr_E_euc2_se,gcorr_E_euc2_ci95_low,gcorr_E_euc2_ci95_high,gcorr_E_euc2_median,gcorr_U_cos_mean,gcorr_U_cos_std,gcorr_U_cos_se,gcorr_U_cos_ci95_low,gcorr_U_cos_ci95_high,gcorr_U_cos_median,gcorr_U_euc_mean,gcorr_U_euc_std,gcorr_U_euc_se,gcorr_U_euc_ci95_low,gcorr_U_euc_ci95_high,gcorr_U_euc_median,gcorr_U_euc2_mean,gcorr_U_euc2_std,gcorr_U_euc2_se,gcorr_U_euc2_ci95_low,gcorr_U_euc2_ci95_high,gcorr_U_euc2_median
Qwen2.5-1.5B-Instruct,Qwen2.5-32B-Instruct,string,20000,100,5000000,1536,5120,151936,152064,True,False,0.1656494029610676,0.002521152369173351,0.0002521152369173351,0.16062840772131856,0.17028911032089933,0.1658790714972157,0.575241853584592,0.00598676753414358,0.0005986767534143579,0.5637181969637421,0.5862304480654282,0.5748759104742875,0.5234477845745338,0.005826289091779178,0.0005826289091779178,0.5124898590881548,0.5344316138966126,0.5228418025850312,0.7692110736950145,0.0033837802189365185,0.00033837802189365184,0.7613954961911895,0.774723384218162,0.7691210526383023,0.8519761307788266,0.0026841592885824906,0.00026841592885824904,0.8467737581843742,0.8573923576744263,0.8520076289328131,0.8302134949489738,0.0026846363813238347,0.00026846363813238345,0.8248671686094055,0.8358508878974982,0.8302346117610742
Qwen2.5-1.5B-Instruct,Qwen2.5-72B-Instruct,string,20000,100,5000000,1536,8192,151936,152064,True,False,0.1430735585824221,0.0023779231384626074,0.00023779231384626074,0.1384815877241619,0.14727048715519422,0.1432236178946253,0.5140391172124404,0.006622273540751256,0.0006622273540751256,0.49973202732708927,0.525924008430212,0.5136986445350791,0.45697491482009867,0.006534413440961642,0.0006534413440961643,0.4431322428886681,0.4684719296407315,0.45644661591600244,0.7806109310279655,0.0037070407616099526,0.0003707040761609953,0.7724053505901336,0.7874636215412086,0.7805114956328908,0.7598886808237453,0.0039618586180008245,0.00039618586180008243,0.7533199185964476,0.7675165171938351,0.7594200136021192,0.722922529237768,0.004273936386343587,0.0004273936386343587,0.7156986506622793,0.7316238900734849,0.7222201876402805
Qwen2.5-3B-Instruct,Qwen2.5-7B-Instruct,string,20000,100,5000000,2048,3584,151936,152064,True,False,0.09186711326379605,0.0030443183536171554,0.00030443183536171554,0.08622752480431575,0.0982957968867885,0.09185789486422956,0.6645743449786832,0.005428702565173493,0.0005428702565173492,0.6532253879823267,0.6753185904714613,0.6643481803742852,0.6201179785613029,0.005471796430292879,0.0005471796430292879,0.609100815946283,0.6306771017087541,0.6194169058617114,0.821736341983875,0.0030768947247263026,0.00030768947247263023,0.8149058230158456,0.8271624437452508,0.8218882798192141,0.7867166915477414,0.0042067426559227955,0.00042067426559227956,0.7792879058328077,0.7950888097696017,0.7865781567089276,0.7469553568889412,0.00465212478951364,0.000465212478951364,0.7395403359301516,0.7565380259716826,0.7466964330722411
Qwen2.5-3B-Instruct,Qwen2.5-14B-Instruct,string,20000,100,5000000,2048,5120,151936,152064,True,False,0.16516060277337136,0.0028338871135310797,0.00028338871135310796,0.15789949692428593,0.16932193923946856,0.16560650986465342,0.653436457955755,0.005189841245113263,0.0005189841245113263,0.6434038240877298,0.6634621404354616,0.6531325915818073,0.6059930541752094,0.005193320882335115,0.0005193320882335115,0.5958209377836087,0.6157984589832587,0.6053463459566342,0.7862107869318572,0.003430553810912199,0.00034305538109121993,0.7788315719980664,0.7919642185645076,0.7859144403386072,0.9145276704464419,0.0017523958201811603,0.00017523958201811604,0.9114322997886986,0.9181099400400645,0.9142988134058601,0.9025301601715752,0.001819322614586943,0.0001819322614586943,0.8991567408894295,0.9063990119390664,0.9022910203879553
Qwen2.5-3B-Instruct,Qwen2.5-32B-Instruct,string,20000,100,5000000,2048,5120,151936,152064,True,False,0.17070359634530552,0.0027687511825089063,0.00027687511825089063,0.1653135291091515,0.17590201641022704,0.17101349608090752,0.6231265756401139,0.00524774867492519,0.000524774867492519,0.6129598070272089,0.6332662070127988,0.622622582920459,0.5734451679216221,0.005244604010653326,0.0005244604010653327,0.5637422838781542,0.5831946990454628,0.5725990797324183,0.8139938257318335,0.0033621332459153287,0.0003362133245915329,0.806678707593833,0.819513894606598,0.8140051332902443,0.892429231487189,0.0019643522730909647,0.00019643522730909647,0.8887493445236879,0.8965685205193255,0.8923758967095092,0.876593112063101,0.0019992878383340183,0.00019992878383340182,0.8729474176000696,0.88079764292582,0.8765672446581129
Qwen2.5-3B-Instruct,Qwen2.5-72B-Instruct,string,20000,100,5000000,2048,8192,151936,152064,True,False,0.14381992031151206,0.0025524017487628787,0.0002552401748762879,0.13900353980126962,0.1485571418688873,0.1440246458199715,0.5558712210847767,0.006053162945966364,0.0006053162945966364,0.542527309412446,0.5676145945174593,0.5554017264712866,0.5001644017255382,0.0061060505955204,0.00061060505955204,0.4880199324188707,0.5115902293226298,0.5001852036572969,0.8083209123759674,0.003515255752058,0.00035152557520580003,0.8000387488940431,0.814292182557216,0.8084584072457902,0.7809118372004903,0.0037999388581422657,0.00037999388581422657,0.7749618935070206,0.7893504017983612,0.7803158620264872,0.7438884925188328,0.004255809938317471,0.0004255809938317471,0.7366593239420702,0.7536299326342845,0.7431195780791591
Qwen3-0.6B,Qwen3-8B,id,20000,100,5000000,1024,4096,151936,151936,True,False,0.14696333228190922,0.005667209064305008,0.0005667209064305008,0.13722703232281638,0.15859635215749454,0.1466605690663595,0.5724804836053426,0.006378397228482679,0.0006378397228482679,0.5620059913592372,0.5846852109234563,0.5730296188809423,0.5206881235826949,0.006451215574295752,0.0006451215574295752,0.5102552660622307,0.5328381792138474,0.5210888395318654,0.8461588085523369,0.0036155690764605717,0.0003615569076460572,0.8392740926695232,0.8526352237642759,0.8462092478992167,0.8177673314543695,0.0036118424607793167,0.00036118424607793165,0.8103304470585063,0.8248126330021147,0.8175288560460223,0.7894312055601249,0.0035734677095073946,0.0003573467709507395,0.7818320529515507,0.7963521279727783,0.7891914777064388
Qwen3-0.6B,Qwen3-14B,id,20000,100,5000000,1024,5120,151936,151936,True,False,0.09848165177830809,0.0059109337300763546,0.0005910933730076354,0.08908429754874195,0.10986558048838936,0.09815859705752637,0.5266720497342234,0.006324455602745,0.0006324455602745,0.5158382309142795,0.5384402968262787,0.5269229915776281,0.47559900330233035,0.0063703043855184134,0.0006370304385518413,0.465042543813211,0.48778348135143956,0.47552488250237834,0.7330731963251661,0.004594524884000135,0.0004594524884000135,0.7246390461292141,0.7414338326947539,0.7334904343450701,0.7639559831280712,0.004194803170941105,0.0004194803170941105,0.7557441497364111,0.7725875552286201,0.7639455827053183,0.7285431258794679,0.004094411398463141,0.0004094411398463141,0.7203637213043935,0.7364872784340887,0.7285369513519995
Qwen3-0.6B,Qwen3-32B,id,20000,100,5000000,1024,5120,151936,151936,True,False,0.12133131442154647,0.0059341725748091635,0.0005934172574809163,0.11088516336402487,0.1326190082187375,0.12139996483847341,0.5139661978010132,0.00628197922469826,0.000628197922469826,0.5030827070894255,0.5253124279496921,0.5140459035639908,0.46277029907108713,0.006308165136939977,0.0006308165136939977,0.45224331981694166,0.4744510796401452,0.46269600026885305,0.740656302516104,0.005073766269616089,0.000507376626961609,0.7315651276259343,0.7497728901763194,0.7410318674868639,0.7177093003069897,0.004752376009175994,0.0004752376009175994,0.7082620275405116,0.7274930722072144,0.7178745261601981,0.6785028726618525,0.004522959581048998,0.0004522959581048998,0.669576726135432,0.687215294883854,0.6783270144991553
Qwen3-0.6B,Qwen3-30B-A3B,id,20000,100,5000000,1024,2048,151936,151936,True,False,0.15871489894726346,0.0032602710181437833,0.0003260271018143783,0.15272904497636217,0.16587402580868335,0.1585315455728285,0.5944627590614137,0.0063494721477787164,0.0006349472147778717,0.5843836437435729,0.606767574740062,0.5948841740487538,0.5424608512823847,0.00651149031702822,0.000651149031702822,0.5320223434527914,0.5546187894694694,0.5430063366442184,0.8280469390565312,0.0034797982599050485,0.00034797982599050483,0.8215899136776658,0.8341286457439865,0.8280577307511805,0.8230019361685663,0.003516781954102996,0.0003516781954102996,0.8160575196623499,0.8291539425835112,0.8230970320581895,0.7978157306144794,0.003471229579242265,0.0003471229579242265,0.7905863680500972,0.8038273454015593,0.797840867084948
Qwen3-0.6B,Qwen3-235B-A22B,id,20000,100,5000000,1024,4096,151936,151936,True,False,0.14874358108921115,0.002596609918646835,0.0002596609918646835,0.14426481343461744,0.15462620961260762,0.14888963741046957,0.5222621691366885,0.006214309316517758,0.0006214309316517758,0.5111725711258439,0.5339912425474055,0.5228462295996736,0.478370004927369,0.006331476773079569,0.0006331476773079569,0.4667798556607335,0.49057835563255453,0.4794109832646105,0.6826123458938974,0.005567124456025712,0.0005567124456025711,0.6725512384044862,0.6921205478750291,0.6831667552394409,0.7445953289245233,0.004801482348425297,0.00048014823484252966,0.7354551776898683,0.7533602274208179,0.7447292623083075,0.7027211565577296,0.004658791283647112,0.00046587912836471116,0.6935563346762891,0.7112911490271345,0.7029887323946118
Qwen3-1.7B,Qwen3-8B,id,20000,100,5000000,2048,4096,151936,151936,True,False,0.13992055042194557,0.00617104395634791,0.000617104395634791,0.1291932185527466,0.1525391658932852,0.13989364868650062,0.6591873132257313,0.005119025063063376,0.0005119025063063376,0.650678612869721,0.669379936336734,0.6599455015220408,0.6120841698868903,0.005342854439621315,0.0005342854439621315,0.6027227559926627,0.6227513614969131,0.6123560387228255,0.8836474975697877,0.0036370168315263667,0.0003637016831526367,0.8767892223470333,0.8903829363074406,0.8838826063459191,0.9431136603285049,0.0010974415644847337,0.00010974415644847337,0.9409268327610147,0.9452074536692453,0.9430126908766339,0.9335901560600068,0.0011112434571913007,0.00011112434571913007,0.9313203693731886,0.9356891582875467,0.9334517002250724
Qwen3-1.7B,Qwen3-14B,id,20000,100,5000000,2048,5120,151936,151936,True,False,0.09903029348256952,0.0062730501186052294,0.000627305011860523,0.08898891789098023,0.11126567222021709,0.09894042454172534,0.6116563337062645,0.005248551224101242,0.0005248551224101242,0.6025610282832788,0.6217645002688527,0.6119380531583403,0.5625202171402007,0.00545489781183278,0.000545489781183278,0.5525253315278251,0.5731452980524615,0.5627934090575362,0.7750926021621639,0.005625082136494144,0.0005625082136494144,0.7642661803217153,0.7853802806819861,0.7753943996922182,0.896472290622005,0.0017878485206958572,0.0001787848520695857,0.8929854496104418,0.9002366491297353,0.8963655650333584,0.8803910297314664,0.0017793157847683337,0.00017793157847683337,0.8768953896984826,0.8840945549846274,0.8802496580119402
Qwen3-1.7B,Qwen3-32B,id,20000,100,5000000,2048,5120,151936,151936,True,False,0.1196241849094762,0.006448949434383941,0.000644894943438394,0.1080079119478039,0.1318553124354365,0.11960414854356582,0.5973455137762954,0.0052633898290275405,0.0005263389829027541,0.5876495799040562,0.6072419538758506,0.5974404067588702,0.5468706014514709,0.005455913590035832,0.0005455913590035833,0.5367687043171679,0.5571414694703174,0.546971706392689,0.75975025125658,0.006213789400823425,0.0006213789400823425,0.7478281817169277,0.7708211290592761,0.760420339617248,0.8450331320674214,0.002539370662622826,0.0002539370662622826,0.840370489323213,0.8503615309671448,0.8450985422182921,0.8241276087827762,0.0024967505374597233,0.00024967505374597234,0.8193583312071051,0.8293454972301005,0.8243040231267063
Qwen3-1.7B,Qwen3-30B-A3B,id,20000,100,5000000,2048,2048,151936,151936,True,False,0.15796263266464045,0.0038391649761645454,0.00038391649761645454,0.1508809253471625,0.16654536773075576,0.15783865995571575,0.7201263977803233,0.004373905106408515,0.0004373905106408515,0.7116925542169982,0.7280151414842843,0.7205542804910291,0.6821648589134051,0.004577559718490148,0.0004577559718490148,0.6730482118082903,0.6902812840024911,0.6827124998526832,0.8488492576951995,0.002937762731503662,0.0002937762731503662,0.8433093311791184,0.854042105162806,0.8491730896148135,0.9146572457047039,0.0016448541360973273,0.00016448541360973272,0.911508533401602,0.9177216660585711,0.9148145646208785,0.9031443498908613,0.0016487460142062137,0.00016487460142062136,0.8999149479565998,0.9061206789015415,0.9032182313735239
Qwen3-1.7B,Qwen3-235B-A22B,id,20000,100,5000000,2048,4096,151936,151936,True,False,0.15082887909424625,0.0031961060403999948,0.00031961060403999945,0.14510601904788747,0.15800132800228495,0.15097104674263842,0.625540849630486,0.004769288984144909,0.00047692889841449086,0.6155643010529096,0.6340212894258188,0.625905941437538,0.5886744796172626,0.004923057993958622,0.0004923057993958622,0.5782315146236737,0.5968613394985679,0.5894276729118904,0.7658865229898698,0.006106019086671222,0.0006106019086671222,0.7549702747420605,0.7760977363101292,0.7666780730040987,0.8769683209870592,0.0022594018406184666,0.00022594018406184665,0.8728083988041712,0.880948079726964,0.8772033385579014,0.855539198558551,0.002275285685430022,0.00022752856854300218,0.851210100922392,0.8597267338646677,0.8559977689643226
Qwen3-4B,Qwen3-8B,id,20000,100,5000000,2560,4096,151936,151936,True,False,0.1295914249833091,0.0061601427249188,0.00061601427249188,0.11842485888117105,0.14193466964593535,0.12925412034623862,0.6967346930838613,0.004571308416061695,0.0004571308416061695,0.6872583647954154,0.7055618778388585,0.6972377586432918,0.658409082433069,0.004793701437589816,0.0004793701437589816,0.6478593817973051,0.6677465014399648,0.6590247069764961,0.9186862211437302,0.002297952525284352,0.00022979525252843518,0.9145561240343398,0.9230190315481268,0.9186322048524059,0.9655176498150599,0.0007164204939638883,7.164204939638882e-05,0.9641228302574347,0.9668568156641014,0.9654933770871881,0.9609797600212718,0.000721175874119654,7.211758741196541e-05,0.9595300792113293,0.9621979024106377,0.9610032932394528
Qwen3-4B,Qwen3-14B,id,20000,100,5000000,2560,5120,151936,151936,True,False,0.07344813912659254,0.006206176252109482,0.0006206176252109482,0.06365082619661494,0.08593206119149796,0.07327893415996378,0.6524649605366887,0.004738351365936337,0.0004738351365936337,0.6423502052160485,0.6611199756706387,0.6524585853350042,0.6120912852314233,0.004966410294128067,0.0004966410294128066,0.6009094566856497,0.6214427776961744,0.6119316330972108,0.8110286379047754,0.003625822124938175,0.00036258221249381754,0.8042624128209893,0.8179336545868572,0.8112655127756263,0.9234382071095123,0.0013476143778888528,0.00013476143778888528,0.9209444691901371,0.9263659742295015,0.9234276752970507,0.9130494007317737,0.0013360619846726444,0.00013360619846726444,0.9104477268902057,0.9158763916948471,0.9129766022943966
Qwen3-4B,Qwen3-32B,id,20000,100,5000000,2560,5120,151936,151936,True,False,0.09581503607552014,0.006337955180684501,0.0006337955180684502,0.08462106781887203,0.10752373018265364,0.09598186377965516,0.6314831072964653,0.004853145540170905,0.0004853145540170905,0.6210666365761881,0.6403073864407715,0.6314305113308742,0.5882947894548267,0.0050789348390509435,0.0005078934839050943,0.5769640171441361,0.597830997581785,0.5882369658504972,0.81898212506229,0.0038936208599055304,0.00038936208599055303,0.8116389831319158,0.8258407334099743,0.818955348883109,0.87848474969237,0.0019804782710529873,0.00019804782710529872,0.8746090747430499,0.8828721342055056,0.8785310251333271,0.8643047889403577,0.001936077240142275,0.0001936077240142275,0.8606603513070262,0.8685872023266463,0.8645531907219359
