model_a,model_b,hidden_dim,vocab,rank_frac,rank_affine,rank_delta_param_matched,rank_delta_no_overbudget,affine_params_with_bias,delta_params_with_bias,delta_no_overbudget_params_with_bias,delta_over_affine_params,delta_no_overbudget_over_affine_params,full_hh_params,affine_params_over_full_hh,identity_R2,full_affine_R2,reported_full_affine_R2,rank_affine_R2,param_matched_delta_R2,no_overbudget_delta_R2,rank_affine_update_gain,param_matched_delta_update_gain,no_overbudget_delta_update_gain,rank_affine_gain_over_delta_gain,rank_affine_gain_over_no_overbudget_delta_gain,rank_affine_fraction_of_full_affine_gain,A_I_energy_at_rank_affine,pred_energy_at_rank_affine,delta_energy_at_param_matched_rank,delta_energy_at_no_overbudget_rank,delta_energy_at_same_rank_not_param_matched,full_affine_update_gain,centered_delta_over_Yc_energy
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,0.1,90,1,1,162176,153728,153728,0.9479084451460142,0.9479084451460142,802816,0.20200892857142858,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9893946787899405,0.9884695022240937,0.9884695022240937,0.19074152234292882,0.12014422836083208,0.12014422836083208,1.5876045395212008,1.5876045395212008,0.7426891584249403,0.7262959095237014,0.7426891584249403,0.12014422836083208,0.12014422836083208,0.3060626797668927,0.25682551061798764,0.013104986234760993
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.001,6,1,0,66560,162176,5120,2.4365384615384613,0.07692307692307693,26214400,0.0025390625,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9951922532081542,0.9952196238147502,0.995181645320977,0.002201557976498548,0.007882046113899848,0.0,0.27931300384250984,inf,0.027925511671271934,0.030023432420509446,0.027925511671271934,0.007882046113899848,0.0,0.030328938859627227,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.002,11,1,0,117760,162176,5120,1.3771739130434784,0.043478260869565216,26214400,0.0044921875,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9951975737788973,0.9952196238147502,0.995181645320977,0.003305787759806297,0.007882046113899848,0.0,0.419407310238467,inf,0.041932038880957236,0.046951465372677186,0.041932038880957236,0.007882046113899848,0.0,0.0460390523428596,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.005,26,2,1,271360,319232,162176,1.1764150943396225,0.5976415094339622,26214400,0.0103515625,0.995181645320977,0.9955615089847863,0.9955615155647812,0.995210198677222,0.9952534101112304,0.9952196238147502,0.005925955673074425,0.014894044758861427,0.007882046113899848,0.3978741684355885,0.7518296121896709,0.07516737968221712,0.09071218705823532,0.07516737968221712,0.014894044758861427,0.007882046113899848,0.0857153577798436,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.01,52,3,3,537600,476288,476288,0.8859523809523809,0.8859523809523809,26214400,0.0205078125,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9952282725217417,0.9952743518006288,0.9952743518006288,0.009676996375504015,0.019240277195744903,0.019240277195744903,0.5029551433720579,0.5029551433720579,0.12274719907980212,0.15335523641249546,0.12274719907980212,0.019240277195744903,0.019240277195744903,0.1425585041874363,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.02,103,7,6,1059840,1104512,947456,1.0421497584541062,0.8939613526570048,26214400,0.0404296875,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9952568070043505,0.995343726277527,0.995327780905441,0.015599035019302154,0.03363823698069333,0.030328938859627227,0.46372926822101956,0.5143284139118701,0.19786489347190228,0.2516665813085843,0.19786489347190228,0.03363823698069333,0.030328938859627227,0.2286820890003882,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.05,256,17,16,2626560,2675072,2518016,1.0184697855750486,0.9586744639376218,26214400,0.1001953125,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9953190257634005,0.9954838159203377,0.9954708149559949,0.02851189909733761,0.0627124027785465,0.06001418622767771,0.45464529876203913,0.4750859903218736,0.36165723524535776,0.4538693794875222,0.36165723524535776,0.0627124027785465,0.06001418622767771,0.40797486069804034,0.07883679992740748,0.0048183546790230795
Qwen3-14B-Base,Qwen3-14B,5120,151936,0.1,512,33,33,5248000,5187968,5187968,0.9885609756097561,0.9885609756097561,26214400,0.2001953125,0.995181645320977,0.9955615089847863,0.9955615155647812,0.9953866644539509,0.9956742773266709,0.9956742773266709,0.04254961426281128,0.10224071047293952,0.10224071047293952,0.4161709564222274,0.4161709564222274,0.5397176737512271,0.6460215075035611,0.5397176737512271,0.10224071047293952,0.10224071047293952,0.6030012752638351,0.07883679992740748,0.0048183546790230795
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.001,5,1,0,45056,160128,4096,3.553977272727273,0.09090909090909091,16777216,0.002685546875,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.9953410594864303,0.9953650368634938,0.9953341716367314,0.0014762329778421992,0.0066151654881384655,0.0,0.22315888854015914,inf,0.020173151743306292,0.01974502927341934,0.020173151743306292,0.0066151654881384655,0.0,0.022227665633143923,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.002,9,1,0,77824,160128,4096,2.057565789473684,0.05263157894736842,16777216,0.004638671875,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.9953443602346734,0.9953650368634938,0.9953341716367314,0.0021836632530660744,0.0066151654881384655,0.0,0.3300995654578199,inf,0.029840391605919406,0.030620071749740643,0.029840391605919406,0.0066151654881384655,0.0,0.03265136515608475,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.005,21,1,1,176128,160128,160128,0.909156976744186,0.909156976744186,16777216,0.010498046875,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.9953518784098159,0.9953650368634938,0.9953650368634938,0.003794990236628695,0.0066151654881384655,0.0066151654881384655,0.5736803173606804,0.5736803173606804,0.05185964211406474,0.05941334287906732,0.05185964211406474,0.0066151654881384655,0.0066151654881384655,0.05771088715042479,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.01,41,2,2,339968,316160,316160,0.9299698795180723,0.9299698795180723,16777216,0.020263671875,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.9953624974269368,0.9953918127913131,0.9953918127913131,0.006070902742246558,0.012353895191548695,0.012353895191548695,0.49141607955356986,0.49141607955356986,0.08296064650798321,0.10180943564178846,0.08296064650798321,0.012353895191548695,0.012353895191548695,0.09277783177644341,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.02,82,4,4,675840,628224,628224,0.9295454545454546,0.9295454545454546,16777216,0.040283203125,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.995380906268535,0.9954235102511445,0.9954235102511445,0.010016363261786175,0.019147428378728244,0.019147428378728244,0.523117938538097,0.523117938538097,0.13687650867374818,0.17578243609678593,0.13687650867374818,0.019147428378728244,0.019147428378728244,0.15186416161095614,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.05,205,11,10,1683456,1720448,1564416,1.0219738442822384,0.9292883211678832,16777216,0.100341796875,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.995424007850867,0.9955078172947224,0.9954972747617912,0.019254076048508106,0.03721646928933792,0.034956949197645255,0.5173536452052472,0.5507939477111202,0.26311253280051883,0.34274292050491545,0.26311253280051883,0.03721646928933792,0.034956949197645255,0.28342428544385995,0.0731781030860501,0.004665828363268554
Qwen3-8B-Base,Qwen3-8B,4096,151936,0.1,410,22,21,3362816,3436800,3280768,1.0220006090133984,0.975601400730816,16777216,0.200439453125,0.9953341716367314,0.9956756081056806,0.9956756144661487,0.995477063612409,0.995612339427937,0.9956034407308673,0.030625210477619857,0.05961809341198898,0.05771088715042479,0.5136898670339102,0.5306660838152517,0.418502382353471,0.5236907044929746,0.418502382353471,0.05961809341198898,0.05771088715042479,0.44634191654329486,0.0731781030860501,0.004665828363268554
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.001,2,1,0,7680,155008,1536,20.183333333333334,0.2,2359296,0.0032552083333333335,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996136291345645,0.9996848375282185,0.9992619361598801,0.47650752626942233,0.5729875186266705,0.0,0.8316193822363003,inf,0.8385557029909398,0.7583715617930603,0.8385557029909398,0.5729875186266705,0.0,0.6016871606553689,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.002,4,1,0,13824,155008,1536,11.212962962962964,0.1111111111111111,2359296,0.005859375,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996225258671441,0.9996848375282185,0.9992619361598801,0.4885616767316045,0.5729875186266705,0.0,0.8526567522842088,inf,0.8597685402653263,0.8097476239683512,0.8597685402653263,0.5729875186266705,0.0,0.6256942009171013,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.005,8,1,0,26112,155008,1536,5.936274509803922,0.058823529411764705,2359296,0.011067708333333334,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996334435436197,0.9996848375282185,0.9992619361598801,0.5033539966938431,0.5729875186266705,0.0,0.8784728817484119,inf,0.8857999953441458,0.8594486809855333,0.8857999953441458,0.5729875186266705,0.0,0.6541285139153316,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.01,16,1,0,50688,155008,1536,3.058080808080808,0.030303030303030304,2359296,0.021484375,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996434473924491,0.9996848375282185,0.9992619361598801,0.5169081749175382,0.5729875186266705,0.0,0.9021281583174051,inf,0.9096525744163361,0.8949923802880357,0.9096525744163361,0.5729875186266705,0.0,0.6834786669080879,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.02,31,1,0,96768,155008,1536,1.6018518518518519,0.015873015873015872,2359296,0.041015625,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996513984927672,0.9996848375282185,0.9992619361598801,0.5276810916841729,0.5729875186266705,0.0,0.9209294697184897,inf,0.9286107026608845,0.9200925060527944,0.9286107026608845,0.5729875186266705,0.0,0.712748072314465,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.05,77,2,1,238080,308480,155008,1.2956989247311828,0.6510752688172043,2359296,0.10091145833333333,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996609791449456,0.9997060196962243,0.9996848375282185,0.54066188231177,0.6016871606553689,0.5729875186266705,0.8985763992751167,0.9435840480567915,0.9514542369389736,0.9448009836020854,0.9514542369389736,0.6016871606553689,0.5729875186266705,0.7568309631186486,0.5682479107468079,0.0007380638401198979
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,1536,151936,0.1,154,3,3,474624,461952,461952,0.9733009708737864,0.9733009708737864,2359296,0.201171875,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996671101867003,0.9997166035981084,0.9997166035981084,0.5489688083816285,0.6160272506432626,0.6160272506432626,0.8911437080232881,0.8911437080232881,0.9660727263566314,0.9595746081190472,0.9660727263566314,0.6160272506432626,0.6160272506432626,0.7959315683776216,0.5682479107468079,0.0007380638401198979
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.001,5,1,0,45056,256512,4096,5.693181818181818,0.09090909090909091,16777216,0.002685546875,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985487183621743,0.9985549353767423,0.9985479709321446,0.0005147486687453902,0.0047963534283812755,0.0,0.10732083788894453,inf,0.01759406680110313,0.012988911096710382,0.01759406680110313,0.0047963534283812755,0.0,0.01599255448186051,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.002,9,1,0,77824,256512,4096,3.2960526315789473,0.05263157894736842,16777216,0.004638671875,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985490798353368,0.9985549353767423,0.9985479709321446,0.0007636921440852177,0.0047963534283812755,0.0,0.15922349249040987,inf,0.026102934139221753,0.0195062356886723,0.026102934139221753,0.0047963534283812755,0.0,0.023713481883556906,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.005,21,1,0,176128,256512,4096,1.4563953488372092,0.023255813953488372,16777216,0.010498046875,0.9985479709321446,0.9985904528687036,0.99859045379887,0.99854989299056,0.9985549353767423,0.9985479709321446,0.0013237051914788182,0.0047963534283812755,0.0,0.27598157876484014,inf,0.04524413364799771,0.0357714458565517,0.04524413364799771,0.0047963534283812755,0.0,0.041784266526068314,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.01,41,1,1,339968,256512,256512,0.7545180722891566,0.7545180722891566,16777216,0.020263671875,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985510139358278,0.9985549353767423,0.9985549353767423,0.0020956906101622648,0.0047963534283812755,0.0047963534283812755,0.4369341503821458,0.4369341503821458,0.0716305312250886,0.059242578280260375,0.0716305312250886,0.0047963534283812755,0.0047963534283812755,0.06596345163186282,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.02,82,3,2,675840,761344,508928,1.1265151515151515,0.753030303030303,16777216,0.040283203125,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985529180972014,0.9985642201282353,0.9985602103215148,0.00340707026208051,0.011190682370177016,0.00842916277716314,0.30445598841767646,0.4042003164669184,0.11645337895326663,0.10119027815748452,0.11645337895326663,0.011190682370177016,0.00842916277716314,0.1049041309408565,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.05,205,7,6,1683456,1771008,1518592,1.052007299270073,0.9020681265206812,16777216,0.100341796875,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985574351037768,0.9985771179512051,0.9985742383051324,0.006517894057126723,0.02007330273590559,0.018090115114898817,0.32470461602056205,0.3603014140998284,0.22278107823591656,0.20588587228963726,0.22278107823591656,0.02007330273590559,0.018090115114898817,0.18637705711519845,0.029256946365186928,0.0014520290678553445
Qwen3.5-9B-Base,Qwen3.5-9B-Instruct,4096,248320,0.1,410,13,13,3362816,3285504,3285504,0.9770097442143727,0.9770097442143727,16777216,0.200439453125,0.9985479709321446,0.9985904528687036,0.99859045379887,0.9985633318069239,0.998592043054475,0.998592043054475,0.010578903080774905,0.030352093705342736,0.030352093705342736,0.3485394840789105,0.3485394840789105,0.3615860298176171,0.3462080436110665,0.3615860298176171,0.030352093705342736,0.030352093705342736,0.2879318789471258,0.029256946365186928,0.0014520290678553445
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.001,3,1,0,14336,156032,2048,10.883928571428571,0.14285714285714285,4194304,0.00341796875,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.9996746657639103,0.9997104209513826,0.9993997007337432,0.4580465871325808,0.5176088579567579,0.0,0.8849280302904842,inf,0.8270864039686747,0.8025600604344052,0.8270864039686747,0.5176088579567579,0.0,0.563875763074613,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.002,5,1,0,22528,156032,2048,6.926136363636363,0.09090909090909091,4194304,0.00537109375,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.9996809478585578,0.9997104209513826,0.9993997007337432,0.4685115252070297,0.5176088579567579,0.0,0.9051458799535654,inf,0.8459827525997924,0.8370776984296151,0.8459827525997924,0.5176088579567579,0.0,0.5821217216191702,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.005,11,1,0,47104,156032,2048,3.3125,0.043478260869565216,4194304,0.01123046875,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.999692024417663,0.9997104209513826,0.9993997007337432,0.48696325374955357,0.5176088579567579,0.0,0.9407938953591777,inf,0.8793007037339308,0.8794700921109613,0.8793007037339308,0.5176088579567579,0.0,0.6153495324500144,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.01,21,1,0,88064,156032,2048,1.7718023255813953,0.023255813953488372,4194304,0.02099609375,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.9996993831877647,0.9997104209513826,0.9993997007337432,0.49922175632538696,0.5176088579567579,0.0,0.9644768412504504,inf,0.901435659212929,0.9045774568782948,0.901435659212929,0.5176088579567579,0.0,0.6425349134401911,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.02,41,1,1,169984,156032,156032,0.9179216867469879,0.9179216867469879,4194304,0.04052734375,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.9997062541057317,0.9997104209513826,0.9997104209513826,0.5106675773569964,0.5176088579567579,0.5176088579567579,0.9865897182919899,0.9865897182919899,0.9221031703863346,0.9253894090385307,0.9221031703863346,0.5176088579567579,0.5176088579567579,0.6740056102420311,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.05,103,3,2,423936,464000,310016,1.0945048309178744,0.731280193236715,4194304,0.10107421875,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.9997144849017358,0.9997381949405768,0.999729433111763,0.5243787318873205,0.563875763074613,0.5492799950862676,0.9299543733322936,0.9546656287836659,0.9468611531184756,0.9469068371717619,0.9468611531184756,0.563875763074613,0.5492799950862676,0.7225378861290225,0.5538074195570127,0.0006002992662567704
Qwen2.5-3B,Qwen2.5-3B-Instruct,2048,151936,0.1,205,5,5,841728,771968,771968,0.9171228710462287,0.9171228710462287,4194304,0.20068359375,0.9993997007337432,0.9997321509213508,0.9997321531880566,0.999719894209785,0.9997491479761033,0.9997491479761033,0.5333897508129425,0.5821217216191702,0.5821217216191702,0.916285599735602,0.916285599735602,0.9631321863466505,0.9607060385272986,0.9631321863466505,0.5821217216191702,0.5821217216191702,0.7672418933851263,0.5538074195570127,0.0006002992662567704
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.001,6,1,0,66560,162304,5120,2.4384615384615387,0.07692307692307693,26214400,0.0025390625,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998312180594928,0.9998329919211254,0.9998309539329064,0.0015624533055953297,0.012055815636816831,0.0,0.12960162569372816,inf,0.033048874677714155,0.03612967331889439,0.033048874677714155,0.012055815636816831,0.0,0.033362231673896924,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.002,11,1,0,117760,162304,5120,1.3782608695652174,0.043478260869565216,26214400,0.0044921875,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.999831340561875,0.9998329919211254,0.9998309539329064,0.0022871219375988627,0.012055815636816831,0.0,0.18971109102019623,inf,0.048377001743137096,0.054167298370462046,0.048377001743137096,0.012055815636816831,0.0,0.04835129835315102,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.005,26,2,1,271360,319488,162304,1.1773584905660377,0.5981132075471698,26214400,0.0103515625,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998316511412091,0.9998340769205433,0.9998329919211254,0.0041243686681548195,0.01847418097628235,0.012055815636816831,0.2232504203271471,0.34210614962952446,0.08723828273805848,0.10026552831064356,0.08723828273805848,0.01847418097628235,0.012055815636816831,0.08603035515900122,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.01,52,3,3,537600,476672,476672,0.8866666666666667,0.8866666666666667,26214400,0.0205078125,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998320942328193,0.999834754432954,0.999834754432954,0.006745498031763297,0.02248203766521546,0.02248203766521546,0.3000394418073603,0.3000394418073603,0.14268018013221262,0.16643399339933992,0.14268018013221262,0.02248203766521546,0.02248203766521546,0.13942405179665235,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.02,103,7,6,1059840,1105408,948224,1.0429951690821255,0.8946859903381642,26214400,0.0404296875,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998327841439201,0.9998371340946421,0.9998365936869604,0.010826699757552245,0.036559038858014585,0.033362231673896924,0.2961428991500629,0.32451965034530966,0.22900539950808235,0.2694466274752475,0.22900539950808235,0.036559038858014585,0.033362231673896924,0.22107397674460566,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.05,256,17,16,2626560,2677248,2520064,1.0192982456140351,0.9594541910331384,26214400,0.1001953125,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998342543412982,0.9998418308106762,0.9998414005586008,0.01952372183829828,0.0643426845519947,0.06179750806369157,0.3034334357392463,0.315930568238709,0.4129640444074718,0.48302758869636964,0.4129640444074718,0.0643426845519947,0.06179750806369157,0.3897266281826235,0.04727705015169363,0.00016904606709352654
Qwen2.5-14B,Qwen2.5-14B-Instruct,5120,152064,0.1,512,33,33,5248000,5192192,5192192,0.9893658536585366,0.9893658536585366,26214400,0.2001953125,0.9998309539329064,0.9998389459322984,0.9998389456857062,0.9998358234572784,0.999848115260867,0.999848115260867,0.028805901584728046,0.10151864669603448,0.10151864669603448,0.28374985800370467,0.28374985800370467,0.6092998927027201,0.6913924298679868,0.6092998927027201,0.10151864669603448,0.10151864669603448,0.5848647688422739,0.04727705015169363,0.00016904606709352654
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.001,3,1,0,14336,132352,2048,9.232142857142858,0.14285714285714285,4194304,0.00341796875,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9616173125268099,0.9611345469407145,0.9582858963221983,0.07986306574734081,0.06828986763132078,0.0,1.1694716729940189,inf,0.19569763100720527,0.1380702511606285,0.19569763100720527,0.06828986763132078,0.0,0.10402025599496399,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.002,5,1,0,22528,132352,2048,5.875,0.09090909090909091,4194304,0.00537109375,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.962505261000083,0.9611345469407145,0.9582858963221983,0.10114959464249622,0.06828986763132078,0.0,1.4811801245329184,inf,0.24785845451387165,0.18177810454466659,0.24785845451387165,0.06828986763132078,0.0,0.12934218439306047,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.005,11,1,0,47104,132352,2048,2.8097826086956523,0.043478260869565216,4194304,0.01123046875,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9642106213994776,0.9611345469407145,0.9582858963221983,0.14203170043018506,0.06828986763132078,0.0,2.0798356382381242,inf,0.34803656786789167,0.2728146073307981,0.34803656786789167,0.06828986763132078,0.0,0.18060278507536628,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.01,21,1,0,88064,132352,2048,1.502906976744186,0.023255813953488372,4194304,0.02099609375,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.965911033005063,0.9611345469407145,0.9582858963221983,0.18279517023213476,0.06828986763132078,0.0,2.676753910536162,inf,0.4479239738574486,0.37366051080791995,0.4479239738574486,0.06828986763132078,0.0,0.23575068299201013,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.02,41,1,1,169984,132352,132352,0.7786144578313253,0.7786144578313253,4194304,0.04052734375,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9676656020310869,0.9611345469407145,0.9611345469407145,0.22485694002529974,0.06828986763132078,0.06828986763132078,3.2926837878679724,3.2926837878679724,0.5509927532420779,0.4798659852010436,0.5509927532420779,0.06828986763132078,0.06828986763132078,0.3016502146209474,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.05,103,3,3,423936,392960,392960,0.9269323671497585,0.9269323671497585,4194304,0.10107421875,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9698126503168122,0.9626250080653637,0.9626250080653637,0.2763275002537773,0.10402025599496399,0.10402025599496399,2.6564777947398563,2.6564777947398563,0.677116971102599,0.607408352260779,0.677116971102599,0.10402025599496399,0.10402025599496399,0.40168273560284523,0.4080941876317367,0.04171410367780169
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,0.1,205,6,6,841728,783872,783872,0.931265206812652,0.931265206812652,4194304,0.20068359375,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.97128328127348,0.964133731304713,0.964133731304713,0.3115825058036259,0.14018843668997952,0.14018843668997952,2.222597763128472,2.222597763128472,0.7635063552652145,0.6975191601206722,0.7635063552652145,0.14018843668997952,0.14018843668997952,0.49096507389227784,0.4080941876317367,0.04171410367780169
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.001,5,1,0,45056,136448,4096,3.028409090909091,0.09090909090909091,16777216,0.002685546875,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983630149345567,0.9983735325495434,0.9983613904442429,0.0009913834006929757,0.007410005182688876,0.0,0.13378983904208708,inf,0.02052695228459157,0.015340398332939473,0.02052695228459157,0.007410005182688876,0.0,0.016973124729803835,0.048296668056131815,0.00163860955575709
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.002,9,1,0,77824,136448,4096,1.7532894736842106,0.05263157894736842,16777216,0.004638671875,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983636577571642,0.9983735325495434,0.9983613904442429,0.0013836810076455239,0.007410005182688876,0.0,0.18673144937577846,inf,0.028649616284861908,0.02128333531693696,0.028649616284861908,0.007410005182688876,0.0,0.022995202375920922,0.048296668056131815,0.00163860955575709
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.005,21,1,1,176128,136448,136448,0.7747093023255814,0.7747093023255814,16777216,0.010498046875,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983650060901681,0.9983735325495434,0.9983735325495434,0.002206532918405916,0.007410005182688876,0.007410005182688876,0.2977775135111619,0.2977775135111619,0.04568706304628341,0.03612993559804893,0.04568706304628341,0.007410005182688876,0.007410005182688876,0.03625211986119534,0.048296668056131815,0.00163860955575709
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.01,41,3,2,339968,401152,268800,1.1799698795180722,0.7906626506024096,16777216,0.020263671875,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983668192613534,0.9983832805164732,0.9983796680836861,0.003313063256247032,0.013358931145876754,0.011154359120484682,0.24800361795933143,0.29701959749195095,0.06859817435845661,0.05776185324716118,0.06859817435845661,0.013358931145876754,0.011154359120484682,0.05399478483116709,0.048296668056131815,0.00163860955575709
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.02,82,5,5,675840,665856,665856,0.9852272727272727,0.9852272727272727,16777216,0.040283203125,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983699481778694,0.9983892027686162,0.9983892027686162,0.005222558111216369,0.016973124729803835,0.016973124729803835,0.3076957363098768,0.3076957363098768,0.1081349567458061,0.09756710913080327,0.1081349567458061,0.016973124729803835,0.016973124729803835,0.08173197777468291,0.048296668056131815,0.00163860955575709
