model_a,model_b,hidden_dim,vocab,rank_frac,rank_affine,rank_delta_param_matched,rank_delta_no_overbudget,affine_params_with_bias,delta_params_with_bias,delta_no_overbudget_params_with_bias,delta_over_affine_params,delta_no_overbudget_over_affine_params,full_hh_params,affine_params_over_full_hh,identity_R2,full_affine_R2,reported_full_affine_R2,rank_affine_R2,param_matched_delta_R2,no_overbudget_delta_R2,rank_affine_update_gain,param_matched_delta_update_gain,no_overbudget_delta_update_gain,rank_affine_gain_over_delta_gain,rank_affine_gain_over_no_overbudget_delta_gain,rank_affine_fraction_of_full_affine_gain,A_I_energy_at_rank_affine,pred_energy_at_rank_affine,delta_energy_at_param_matched_rank,delta_energy_at_no_overbudget_rank,delta_energy_at_same_rank_not_param_matched,full_affine_update_gain,centered_delta_over_Yc_energy
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.05,205,13,12,1683456,1724672,1592320,1.0244829683698298,0.9458637469586375,16777216,0.100341796875,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.998377811293836,0.9984069614691146,0.9984050617139576,0.010021209467149787,0.027810789160592188,0.02665141891874466,0.36033531480472386,0.376010354184242,0.20749277062970145,0.20075527291280773,0.20749277062970145,0.027810789160592188,0.02665141891874466,0.14311370112572466,0.048296668056131815,0.00163860955575709
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.1,410,25,25,3362816,3312896,3312896,0.9851552984165651,0.9851552984165651,16777216,0.200439453125,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983886456981292,0.9984270891249467,0.9984270891249467,0.016633159370120956,0.04009416427056465,0.04009416427056465,0.41485237746512355,0.41485237746512355,0.3443955875131884,0.34293989913896483,0.3443955875131884,0.04009416427056465,0.04009416427056465,0.2246284792642476,0.048296668056131815,0.00163860955575709
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.001,4,1,0,27648,134400,3072,4.861111111111111,0.1111111111111111,9437184,0.0029296875,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.968400099958241,0.9675712784366403,0.9657056778564524,0.07856758592603985,0.05439969253157625,0.0,1.4442652572059185,inf,0.1952317454883026,0.12532084758552006,0.1952317454883026,0.05439969253157625,0.0,0.10068328797285953,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.002,7,1,0,46080,134400,3072,2.9166666666666665,0.06666666666666667,9437184,0.0048828125,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9691706703883658,0.9675712784366403,0.9657056778564524,0.10103691559815049,0.05439969253157625,0.0,1.8573067400979097,inf,0.25106554005044873,0.16892531198449706,0.25106554005044873,0.05439969253157625,0.0,0.12760601258998214,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.005,16,1,0,101376,134400,3072,1.3257575757575757,0.030303030303030304,9437184,0.0107421875,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9705353034576959,0.9675712784366403,0.9657056778564524,0.14082872322210832,0.05439969253157625,0.0,2.5887779262789845,inf,0.34994377293739376,0.2647795586128351,0.34994377293739376,0.05439969253157625,0.0,0.1797963527477904,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.01,31,1,1,193536,134400,134400,0.6944444444444444,0.6944444444444444,9437184,0.0205078125,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9718631573977177,0.9675712784366403,0.9675712784366403,0.1795480754945831,0.05439969253157625,0.05439969253157625,3.3005347482499943,3.3005347482499943,0.4461570731073605,0.36246466428644747,0.4461570731073605,0.05439969253157625,0.05439969253157625,0.2337775947723125,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.02,62,3,2,384000,397056,265728,1.034,0.692,9437184,0.040690104166666664,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9732067171259849,0.9687718081268101,0.9682913619572484,0.2187253982783206,0.08940635296780358,0.07539685694829952,2.446418973795817,2.9009882789716697,0.5435083792532288,0.4626176900877917,0.5435083792532288,0.08940635296780358,0.07539685694829952,0.2992396856294795,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.05,154,7,7,949248,922368,922368,0.9716828478964401,0.9716828478964401,9437184,0.1005859375,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9748937031180888,0.9700818395596669,0.9700818395596669,0.26791680626249015,0.12760601258998214,0.12760601258998214,2.0995625584144557,2.0995625584144557,0.6657435775297442,0.5818513076704444,0.6657435775297442,0.12760601258998214,0.12760601258998214,0.3988926148327224,0.40243243090170117,0.03429432214354759
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,0.1,308,14,14,1895424,1841664,1841664,0.9716369529983793,0.9716369529983793,9437184,0.20084635416666666,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9761021299417366,0.9715526195344467,0.9715526195344467,0.30315374194501243,0.17049299454062336,0.17049299454062336,1.7781008701373944,1.7781008701373944,0.7533034583364909,0.6756083770198636,0.7533034583364909,0.17049299454062336,0.17049299454062336,0.4910280911089841,0.40243243090170117,0.03429432214354759
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.001,4,1,0,32256,159232,3584,4.936507936507937,0.1111111111111111,12845056,0.0025111607142857145,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997144476452532,0.9997194343051213,0.9997140644190229,0.0013402537348400753,0.01878005556396454,0.0,0.07136580242136104,inf,0.042151955177091395,0.043522686019611255,0.042151955177091395,0.01878005556396454,0.0,0.04225842027550488,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.002,8,1,0,60928,159232,3584,2.6134453781512605,0.058823529411764705,12845056,0.004743303571428571,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997146164291536,0.9997194343051213,0.9997140644190229,0.001930540189688507,0.01878005556396454,0.0,0.10279736303831057,inf,0.06071689369553116,0.0637673612702423,0.06071689369553116,0.01878005556396454,0.0,0.059852212538675974,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.005,18,1,0,132608,159232,3584,1.2007722007722008,0.02702702702702703,12845056,0.010323660714285714,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997149468666933,0.9997194343051213,0.9997140644190229,0.0030861764995406653,0.01878005556396454,0.0,0.16433266073304217,inf,0.09706249652253618,0.10499550868141053,0.09706249652253618,0.01878005556396454,0.0,0.09405562622350157,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.01,36,2,1,261632,314880,159232,1.203522504892368,0.6086105675146771,12845056,0.020368303571428572,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997154484987785,0.999722150630938,0.9997194343051213,0.004840529992374771,0.02827983802304339,0.01878005556396454,0.17116540725694893,0.2577484382774061,0.15223819040227823,0.16758054260054106,0.15223819040227823,0.02827983802304339,0.01878005556396454,0.14479521053828287,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.02,72,3,3,519680,470528,470528,0.9054187192118227,0.9054187192118227,12845056,0.04045758928571429,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997162700055593,0.9997242839858418,0.9997242839858418,0.00771357845297043,0.03574080142101929,0.03574080142101929,0.21581996335521583,0.21581996335521583,0.242597655020439,0.2700198142051398,0.242597655020439,0.03574080142101929,0.03574080142101929,0.22606956844372925,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.05,180,8,8,1293824,1248768,1248768,0.9651760981400871,0.9651760981400871,12845056,0.10072544642857142,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997180606523968,0.9997311782961879,0.9997311782961879,0.013975991935770012,0.059852212538675974,0.059852212538675974,0.23350835905588033,0.23350835905588033,0.4395551158096672,0.4852722988042501,0.4395551158096672,0.059852212538675974,0.059852212538675974,0.40727009266817993,0.03179576674935525,0.00028593558097710867
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,0.1,359,17,16,2576896,2649600,2493952,1.0282137889926486,0.9678124379097953,12845056,0.20061383928571427,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997199392929029,0.999740050806195,0.9997391319699689,0.020546144904446114,0.09088196398388788,0.08766852610776767,0.22607505388075308,0.23436170101901224,0.6461912073519267,0.6953112522668382,0.6461912073519267,0.09088196398388788,0.08766852610776767,0.611631582157711,0.03179576674935525,0.00028593558097710867
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.001,9,1,1,155648,144640,144640,0.9292763157894737,0.9292763157894737,67108864,0.0023193359375,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984326193038635,0.998436472645655,0.998436472645655,0.0015630239326990573,0.004017640692747562,0.004017640692747562,0.3890402483030769,0.3890402483030769,0.01895877397269181,0.016299086723099918,0.01895877397269181,0.004017640692747562,0.004017640692747562,0.016819790498159355,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.002,17,2,2,286720,281088,281088,0.9803571428571428,0.9803571428571428,67108864,0.0042724609375,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984339201030706,0.9984405427079031,0.9984405427079031,0.002391645868647176,0.006610310522942054,0.006610310522942054,0.361805373642678,0.361805373642678,0.029009583601260314,0.025413965124889335,0.029009583601260314,0.006610310522942054,0.006610310522942054,0.025516131678407227,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.005,41,5,4,679936,690432,553984,1.0154367469879517,0.8147590361445783,67108864,0.0101318359375,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984369659520366,0.9984482422005158,0.9984458478405948,0.0043318817274986396,0.011514963323917562,0.009989732417938341,0.37619587710722024,0.43363340941144485,0.052543767776007,0.04727539508410391,0.052543767776007,0.011514963323917562,0.009989732417938341,0.04524743624323159,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.01,82,10,9,1351680,1372672,1236224,1.0155303030303031,0.9145833333333333,67108864,0.0201416015625,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984410554564097,0.9984584832482203,0.9984565699006196,0.006936936383311402,0.018038611807669996,0.016819790498159355,0.3845604338778345,0.41242703849792506,0.0841419035260959,0.07778018951262812,0.0841419035260959,0.018038611807669996,0.016819790498159355,0.0703451747090064,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.02,164,20,19,2695168,2737152,2600704,1.0155775075987843,0.9649506079027356,67108864,0.0401611328125,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984475714091375,0.9984746436804623,0.9984731998061348,0.011087662594148303,0.028332966675958297,0.027413204475895552,0.39133433222708186,0.40446430127852045,0.1344883367492241,0.12863043827839604,0.1344883367492241,0.028332966675958297,0.027413204475895552,0.10834995576130062,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.05,410,49,49,6725632,6694144,6694144,0.995318209500609,0.995318209500609,67108864,0.1002197265625,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984626245551232,0.9985099158642435,0.9985099158642435,0.020676665186400663,0.05080169593906796,0.05080169593906796,0.40700738044651996,0.40700738044651996,0.25079860492032,0.25083096653569376,0.25079860492032,0.05080169593906796,0.05080169593906796,0.1910755477360394,0.08244330223834276,0.0015698343848503684
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.1,820,98,98,13443072,13380096,13380096,0.9953153564899452,0.9953153564899452,67108864,0.2003173828125,0.9984301656151496,0.998559587945804,0.998559589191473,0.998481722150326,0.9985536192313895,0.9985536192313895,0.03284202185527174,0.07864117223525056,0.07864117223525056,0.4176186712607324,0.4176186712607324,0.3983588837856808,0.4067059418784715,0.3983588837856808,0.07864117223525056,0.07864117223525056,0.2929553821117659,0.08244330223834276,0.0015698343848503684
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.001,3,1,0,17920,267328,2560,14.917857142857143,0.14285714285714285,6553600,0.002734375,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9546966459952222,0.9540187906147337,0.9531679034284962,0.03264305206562387,0.01816888946960361,0.0,1.7966454207471187,inf,0.32324963842622484,0.19637429090763822,0.32324963842622484,0.01816888946960361,0.0,0.03986620929498122,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.002,6,1,0,33280,267328,2560,8.032692307692308,0.07692307692307693,6553600,0.005078125,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.955279655804717,0.9540187906147337,0.9531679034284962,0.045091988845652554,0.01816888946960361,0.0,2.481824159979125,inf,0.44652592720110207,0.2798407038990093,0.44652592720110207,0.01816888946960361,0.0,0.05632629984435909,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.005,13,1,0,69120,267328,2560,3.8675925925925925,0.037037037037037035,6553600,0.010546875,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9559586992212308,0.9540187906147337,0.9531679034284962,0.059591519428850895,0.01816888946960361,0.0,3.279865812852622,inf,0.5901083351495506,0.40209774821561733,0.5901083351495506,0.01816888946960361,0.0,0.07853893215275504,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.01,26,1,0,135680,267328,2560,1.9702830188679246,0.018867924528301886,6553600,0.020703125,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9564610247113688,0.9540187906147337,0.9531679034284962,0.07031761385793717,0.01816888946960361,0.0,3.870220795584557,inf,0.6963240817334605,0.5154351097262171,0.6963240817334605,0.01816888946960361,0.0,0.10036589982592597,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.02,52,1,1,268800,267328,267328,0.9945238095238095,0.9945238095238095,6553600,0.041015625,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9568488491277304,0.9540187906147337,0.9540187906147337,0.07859878093678879,0.01816888946960361,0.01816888946960361,4.326009086481805,4.326009086481805,0.7783287992642991,0.6099127783104293,0.7783287992642991,0.01816888946960361,0.01816888946960361,0.12585080762979037,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.05,128,2,2,657920,532096,532096,0.8087548638132296,0.8087548638132296,6553600,0.100390625,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9571824859512958,0.954608223215663,0.954608223215663,0.08572288700912951,0.030754971325438477,0.030754971325438477,2.7872855448974265,2.7872855448974265,0.8488756558316524,0.7054888409502503,0.8488756558316524,0.030754971325438477,0.030754971325438477,0.17493823832598238,0.1009840327263784,0.04683209657150381
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.1,256,5,4,1313280,1326400,1061632,1.009990253411306,0.8083820662768031,6553600,0.200390625,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9573784109133228,0.9555910216816245,0.9553403889266843,0.08990644863395912,0.051740546132258265,0.0463888157317724,1.7376401169817932,1.938106140795072,0.8903036074778813,0.7747218227335677,0.8903036074778813,0.051740546132258265,0.0463888157317724,0.2416889111099329,0.1009840327263784,0.04683209657150381
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.001,4,1,0,32256,263168,3584,8.158730158730158,0.1111111111111111,12845056,0.0025111607142857145,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9896694542197704,0.988880582994913,0.9878627279082711,0.14885769206167046,0.08386193198514968,0.0,1.775032944483443,inf,0.5540690085978865,0.4229765460202781,0.5540690085978865,0.08386193198514968,0.0,0.16089174167983056,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.002,8,1,0,60928,263168,3584,4.319327731092437,0.058823529411764705,12845056,0.004743303571428571,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9900046785293638,0.988880582994913,0.9878627279082711,0.17647710333134042,0.08386193198514968,0.0,2.104376791159439,inf,0.6568722941271516,0.5196009119585527,0.6568722941271516,0.08386193198514968,0.0,0.1952930189107146,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.005,18,1,0,132608,263168,3584,1.9845559845559846,0.02702702702702703,12845056,0.010323660714285714,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9903051045287735,0.988880582994913,0.9878627279082711,0.20122945271753365,0.08386193198514968,0.0,2.399532755257385,inf,0.7490039770447854,0.6324299027828171,0.7490039770447854,0.08386193198514968,0.0,0.2303927458597778,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.01,36,1,0,261632,263168,3584,1.00587084148728,0.0136986301369863,12845056,0.020368303571428572,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9905094358089368,0.988880582994913,0.9878627279082711,0.21806447780546617,0.08386193198514968,0.0,2.6002796816567635,inf,0.8116662790797176,0.7178940115660944,0.8116662790797176,0.08386193198514968,0.0,0.2596939269528227,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.02,72,2,1,519680,522752,263168,1.005911330049261,0.5064039408866995,12845056,0.04045758928571429,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9906708597874104,0.9894028519661221,0.988880582994913,0.23136433441687307,0.1268921093810327,0.08386193198514968,1.8233153782803804,2.758871980886908,0.8611701929528639,0.7809842124424028,0.8611701929528639,0.1268921093810327,0.08386193198514968,0.2900161415283144,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.05,180,5,4,1293824,1301504,1041920,1.0059358923624853,0.8053027305104867,12845056,0.10072544642857142,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9908189714210499,0.9899744120463286,0.9898155147543514,0.24356737580212345,0.1739834224773216,0.16089174167983056,1.399945881820275,1.5138587801903145,0.9065916081888565,0.8434570179502535,0.9065916081888565,0.1739834224773216,0.16089174167983056,0.33963531586804463,0.26866272928414836,0.01213727209172885
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.1,359,10,9,2576896,2599424,2339840,1.0087423008146235,0.9080071527915756,12845056,0.20061383928571427,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9909092435795102,0.9903462075526679,0.9902904185610328,0.2510049744468626,0.20461596523729303,0.20001946355112812,1.2267125595784878,1.2549027479153385,0.9342753835474877,0.8865465695277536,0.9342753835474877,0.20461596523729303,0.20001946355112812,0.39895979371949036,0.26866272928414836,0.01213727209172885
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.001,6,1,0,66560,162304,5120,2.4384615384615387,0.07692307692307693,26214400,0.0025390625,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.9998699343538683,0.9998712082865113,0.9998697145588493,0.001687026708227889,0.011465038984852509,0.0,0.14714530935802062,inf,0.03435585476951225,0.03972311849431792,0.03435585476951225,0.011465038984852509,0.0,0.03608594737960902,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.002,11,1,0,117760,162304,5120,1.3782608695652174,0.043478260869565216,26214400,0.0044921875,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.999870048742571,0.9998712082865113,0.9998697145588493,0.0025650120127886397,0.011465038984852509,0.0,0.22372466558356296,inf,0.052235794349686636,0.060284202089048194,0.052235794349686636,0.011465038984852509,0.0,0.05422489798793738,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.005,26,2,1,271360,319488,162304,1.1773584905660377,0.5981132075471698,26214400,0.0103515625,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.9998703282336978,0.9998721190085007,0.9998712082865113,0.0047102334922240275,0.018455244347401138,0.011465038984852509,0.2552246615411148,0.4108344941911789,0.09592266500589479,0.1117301072595864,0.09592266500589479,0.018455244347401138,0.011465038984852509,0.09835522175400153,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.01,52,3,3,537600,476672,476672,0.8866666666666667,0.8866666666666667,26214400,0.0205078125,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.999870723694064,0.9998727732046094,0.9998727732046094,0.0077455716143953884,0.023476496937421272,0.023476496937421272,0.3299287638629354,0.3299287638629354,0.15773652675039812,0.18379604143464132,0.15773652675039812,0.023476496937421272,0.023476496937421272,0.16059111636641482,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.02,103,7,6,1059840,1105408,948224,1.0429951690821255,0.8946859903381642,26214400,0.0404296875,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.9998713246351761,0.9998749255644006,0.999874416032423,0.012358067889624992,0.0399968369856353,0.03608594737960902,0.3089761296390347,0.34246206035893434,0.25166879906348016,0.2921853881323372,0.25166879906348016,0.0399968369856353,0.03608594737960902,0.25295475359215963,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.05,256,17,16,2626560,2677248,2520064,1.0192982456140351,0.9594541910331384,26214400,0.1001953125,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.9998725340423509,0.9998792224792346,0.999878832123482,0.021640817858281192,0.07297761209011053,0.0699814541996259,0.2965405038405446,0.30923646994458825,0.44070955830542957,0.5051649930344977,0.44070955830542957,0.07297761209011053,0.0699814541996259,0.43316525707827996,0.049104489454442984,0.00013028544115068803
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,0.1,512,33,33,5248000,5192192,5192192,0.9893658536585366,0.9893658536585366,26214400,0.2001953125,0.9998697145588493,0.9998761121589204,0.9998761118536126,0.9998737469767053,0.9998848967032417,0.9998848967032417,0.03095064053427078,0.11652986134340144,0.11652986134340144,0.26560265478272943,0.26560265478272943,0.6303016461047913,0.7030194554300458,0.6303016461047913,0.11652986134340144,0.11652986134340144,0.6190513284598752,0.049104489454442984,0.00013028544115068803
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.001,3,1,0,16128,260608,2304,16.158730158730158,0.14285714285714285,5308416,0.0030381944444444445,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9991441690003536,0.9991904387679855,0.9989458769818493,0.18811088942176313,0.2320049765778352,0.0,0.8108054068342535,inf,0.5104082617552482,0.724863966037816,0.5104082617552482,0.2320049765778352,0.0,0.3144933606953881,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.002,5,1,0,25344,260608,2304,10.282828282828282,0.09090909090909091,5308416,0.004774305555555556,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.999172819473074,0.9991904387679855,0.9989458769818493,0.21529032884870697,0.2320049765778352,0.0,0.9279556500223578,inf,0.5841552440593121,0.7999244798899324,0.5841552440593121,0.2320049765778352,0.0,0.360721993085933,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.005,12,1,0,57600,260608,2304,4.524444444444445,0.04,5308416,0.010850694444444444,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.999212073012808,0.9991904387679855,0.9989458769818493,0.2525284301501329,0.2320049765778352,0.0,1.0884612643876295,inf,0.6851947671552446,0.9026410803748842,0.6851947671552446,0.2320049765778352,0.0,0.42812394626608336,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.01,24,1,0,112896,260608,2304,2.308390022675737,0.02040816326530612,5308416,0.021267361111111112,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9992372201540017,0.9991904387679855,0.9989458769818493,0.27638441352278015,0.2320049765778352,0.0,1.1912865732432085,inf,0.7499240927308339,0.9434405815609129,0.7499240927308339,0.2320049765778352,0.0,0.4821621627594592,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.02,47,1,0,218880,260608,2304,1.1906432748538012,0.010526315789473684,5308416,0.04123263888888889,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9992581852405058,0.9991904387679855,0.9989458769818493,0.29627306612121623,0.2320049765778352,0.0,1.2770116852291735,inf,0.8038887123901536,0.96302598204351,0.8038887123901536,0.2320049765778352,0.0,0.5369212214392687,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.05,116,2,2,536832,518912,518912,0.966618979494516,0.966618979494516,5308416,0.10112847222222222,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9992839042339645,0.9992360117355702,0.9992360117355702,0.3206715405078799,0.2752380402714525,0.2752380402714525,1.165069843512978,1.165069843512978,0.8700899989794465,0.9777855521815858,0.8700899989794465,0.2752380402714525,0.2752380402714525,0.6201389902395392,0.3685498521808143,0.0010541230181506573
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.1,231,4,4,1066752,1035520,1035520,0.970722342212623,0.970722342212623,5308416,0.2009548611111111,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9993004400582267,0.9993036034233691,0.9993036034233691,0.33635834743411885,0.3393592923787078,0.3393592923787078,0.9911570273395076,0.9911570273395076,0.9126535947410936,0.9855473879930454,0.9126535947410936,0.3393592923787078,0.3393592923787078,0.6904005546757587,0.3685498521808143,0.0010541230181506573
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.001,9,1,0,155648,168448,8192,1.082236842105263,0.05263157894736842,67108864,0.0023193359375,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.999662964311027,0.9996640146668829,0.9996624244489689,0.0015992332869999614,0.004710702268324178,0.0,0.33948935761734844,inf,0.021774859836855395,0.02209797580279836,0.021774859836855395,0.004710702268324178,0.0,0.02287518664871423,0.07344402209621359,0.000337575551031072
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.002,17,2,1,286720,328704,168448,1.1464285714285714,0.5875,67108864,0.0042724609375,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996632948943663,0.9996651952529984,0.9996640146668829,0.0025785202595891813,0.00820795232641551,0.004710702268324178,0.3141490297514003,0.5473749162471446,0.03510864718453535,0.035851726492512156,0.03510864718453535,0.00820795232641551,0.004710702268324178,0.036584742601631366,0.07344402209621359,0.000337575551031072
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.005,41,4,4,679936,649216,649216,0.9548192771084337,0.9548192771084337,67108864,0.0101318359375,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996641301713398,0.9996668507275341,0.9996668507275341,0.005052861102202368,0.013111964274832516,0.013111964274832516,0.38536263494104966,0.38536263494104966,0.06879880700954787,0.07057988428953069,0.06879880700954787,0.013111964274832516,0.013111964274832516,0.07037227819443284,0.07344402209621359,0.000337575551031072
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,0.01,82,8,8,1351680,1290240,1290240,0.9545454545454546,0.9545454545454546,67108864,0.0201416015625,0.9996624244489689,0.9996872173551979,0.9996872170493445,0.9996653067029502,0.999669522000444,0.999669522000444,0.008538100500692458,0.021025075581988694,0.021025075581988694,0.40609131070171717,0.40609131070171717,0.11625317155843294,0.11977440304737158,0.11625317155843294,0.021025075581988694,0.021025075581988694,0.11650406365207445,0.07344402209621359,0.000337575551031072
