model,subset,model_group,role,matrix,mean_row_norm,mean_vec_norm,mu_over_row_norm,sigma1,sigma1_centered,sigma1_over_mean_row,sigma1_c_over_mean_row,sigma1_over_mean_sqrt_n,sigma1_c_over_mean_sqrt_n,cos_v1_mu,cos_v1_v1_centered,rank1_energy_frac,rank5_energy_frac,rank10_energy_frac,participation_ratio,effective_rank,isotropy_pr_over_d,sigma_ratio,rank1_centered_energy_frac,rank5_centered_energy_frac,participation_ratio_centered,effective_rank_centered,isotropy_pr_over_d_centered,sigma_ratio_centered,tied,vocab_size,hidden_dim
Gemma-3-12B,base_instruct,gemma3,base,E,0.9645566344261169,0.12159864604473114,0.126066880579883,81.34658813476562,78.96621704101562,84.3357302530654,81.86789061691356,0.16469811962653427,0.1598787086082812,0.4735181927680969,0.9570009708404541,0.02711757831275463,0.06314380466938019,0.0768384262919426,673.7057495117188,2720.892333984375,0.1754442056020101,33.011124476883474,0.025967780500650406,0.05018439143896103,837.6815185546875,2858.177978515625,0.2181462287902832,32.061376633677334,True,262208,3840
Gemma-3-12B-Instruct,base_instruct,gemma3,instruct,E,0.9502406120300293,0.12568947672843933,0.13227121124609156,81.51685333251953,78.43932342529297,85.78548664466412,82.54680175973593,0.16752932949329388,0.1612045450987085,0.5321645140647888,0.9390351176261902,0.028054339811205864,0.06333637237548828,0.07663910835981369,651.8692626953125,2741.568603515625,0.16975762049357096,29.26636908378371,0.02643989957869053,0.04885301738977432,845.317138671875,2899.130126953125,0.2201346715291341,28.216709520818,True,262208,3840
Gemma-3-1B,base_instruct,gemma3,base,E,1.046724796295166,0.2568020224571228,0.2453386251725971,143.8625946044922,81.3187484741211,137.44070563121002,77.68875712311875,0.2684388781859571,0.1517358537560913,0.985007643699646,0.7327244281768799,0.07205624133348465,0.10358638316392899,0.11932981014251709,157.97837829589844,800.1858520507812,0.13713400893741184,26.072778325957927,0.02449853904545307,0.048570044338703156,592.8047485351562,985.6022338867188,0.5145874553256564,15.206124044497273,True,262144,1152
Gemma-3-1B-Instruct,base_instruct,gemma3,instruct,E,0.9475315809249878,0.2861486077308655,0.3019937419410601,155.64996337890625,78.4717788696289,164.2688924700109,82.81705902934036,0.32083768060549006,0.16175206841668038,0.9915790557861328,0.6675198078155518,0.10284710675477982,0.13660839200019836,0.15016841888427734,85.30886840820312,694.9102172851562,0.07405283715989855,55.521696633307414,0.02876339666545391,0.052521634846925735,534.2814331054688,983.0174560546875,0.46378596623738605,29.22169466111203,True,262144,1152
Gemma-3-27B,base_instruct,gemma3,base,E,1.030797004699707,0.10149397701025009,0.09846165301946859,83.35383605957031,82.48023223876953,80.8634829937763,80.01597973482448,0.15791721439494036,0.15626213661583202,0.30009663105010986,0.9918380975723267,0.024930693209171295,0.05394725874066353,0.06524237245321274,869.926025390625,3737.01611328125,0.16181659698486328,39.77139107648466,0.02465103566646576,0.04661274701356888,975.8294067382812,3848.639892578125,0.18151588667006718,39.37369958740474,True,262208,5376
Gemma-3-27B-Instruct,base_instruct,gemma3,instruct,E,1.0202465057373047,0.10337293148040771,0.10132152465026369,83.67351531982422,82.54478454589844,82.01303787789561,80.90670644958058,0.1601621647529183,0.15800162490366973,0.3350076377391815,0.9897451996803284,0.02564224600791931,0.05297498404979706,0.06378564238548279,866.3421630859375,3787.27783203125,0.16114995593116396,35.26699447668223,0.025215160101652145,0.04490348696708679,983.7236328125,3909.273193359375,0.1829843066987537,34.7996984986199,True,262208,5376
Gemma-3-4B,base_instruct,gemma3,base,E,0.9722774028778076,0.16187116503715515,0.1664866061455699,94.28982543945312,77.45872497558594,96.97831622988274,79.66730970638497,0.18938765668693008,0.1555812235807305,0.8886079788208008,0.7395240664482117,0.035857584327459335,0.06926532834768295,0.08276193588972092,468.3674011230469,1883.35595703125,0.1829560160636902,28.961433594651915,0.024889549240469933,0.04512608423829079,835.1202392578125,2064.93701171875,0.326218843460083,23.81915167613623,True,262208,2560
Gemma-3-4B-Instruct,base_instruct,gemma3,instruct,E,0.9982267618179321,0.18435631692409515,0.1846838052992614,103.61170959472656,80.4430923461914,103.79576420695525,80.58599050148841,0.20270135965845032,0.1573753030181946,0.9331672191619873,0.6468247175216675,0.04106628894805908,0.07607868313789368,0.08857566118240356,387.90185546875,1850.6295166015625,0.15152416229248047,26.929301468132195,0.02562888152897358,0.04563414305448532,822.5277709960938,2085.90625,0.3212999105453491,20.91922455913515,True,262208,2560
Gemma-4-26B-A4B,base_instruct,gemma4,base,E,0.9999023675918579,0.24772877991199493,0.24775296863094673,135.8394012451172,79.20487976074219,135.85266486794077,79.21261347895137,0.2653372360701968,0.1547121357010769,0.9860190749168396,0.5391401052474976,0.07040093094110489,0.12632514536380768,0.1459903120994568,160.29910278320312,1579.183349609375,0.05692439729517156,61.6840816797313,0.02550138719379902,0.07378479093313217,567.5532836914062,2031.96435546875,0.2015459104017778,57.13594834446028,True,262144,2816
Gemma-4-26B-A4B-Instruct,base_instruct,gemma4,instruct,E,1.5153628587722778,0.4525117576122284,0.2986161070219485,234.08279418945312,77.95231628417969,154.4730972086139,51.44135335832065,0.301705267985574,0.10047139327797001,0.9995442032814026,0.2581630051136017,0.0896722748875618,0.11567258834838867,0.12834113836288452,116.55851745605469,1629.5389404296875,0.04139151898297397,61.07965446516606,0.01090274564921856,0.03297996148467064,1499.5810546875,2414.4619140625,0.5325216813520952,26.16039357601654,True,262144,2816
Gemma-4-31B,base_instruct,gemma4,base,E,0.9997997283935547,0.1735234409570694,0.17355819973654238,105.80403900146484,84.80497741699219,105.82523279083831,84.82196484815418,0.20668990779460608,0.16566790009405113,0.9105876088142395,0.7567300796508789,0.042718902230262756,0.06788814067840576,0.07365129142999649,413.8493957519531,3769.843994140625,0.07698091438838414,167.78175237518076,0.028298545628786087,0.03989637643098831,944.6445922851562,4301.7548828125,0.17571513993399485,192.60827109097562,True,262144,5376
Gemma-4-31B-Instruct,base_instruct,gemma4,instruct,E,1.1182231903076172,0.2208249568939209,0.197478427211989,122.24848937988281,80.16165924072266,109.32387240712913,71.68663638488003,0.21352318829517408,0.1400129616892188,0.9763619899749756,0.580020010471344,0.04533883184194565,0.0704064816236496,0.07869534939527512,393.1423645019531,3661.113525390625,0.07312916006360735,215.24253710002972,0.020282380282878876,0.03440891206264496,1435.5093994140625,4345.30029296875,0.2670218376886277,141.94296864371145,True,262144,5376
Gemma-4-E2B,base_instruct,gemma4,base,E,0.9999985098838806,0.25048354268074036,0.2504839159308611,141.22958374023438,82.47452545166016,141.22979418902725,82.4746483484631,0.27583944177544384,0.161083297555592,0.9793869853019714,0.7769939303398132,0.07608417421579361,0.10598468780517578,0.12088966369628906,149.0862579345703,1007.0822143554688,0.09706136584281921,39.802581389998096,0.027685100212693214,0.04920176789164543,618.926513671875,1271.1732177734375,0.40294694900512695,33.41160712171525,True,262144,1536
Gemma-4-E2B-Instruct,base_instruct,gemma4,instruct,E,1.193636178970337,0.4647550880908966,0.38936075856196567,240.2154998779297,85.71416473388672,201.24683225096788,71.80928849511423,0.39306021924017165,0.14025251659201998,0.999449610710144,0.2802659869194031,0.1538453996181488,0.18748100101947784,0.20073184370994568,40.625938415527344,663.6747436523438,0.02644917865594228,46.42866835741354,0.02307221107184887,0.045261308550834656,720.7073364257812,1293.6748046875,0.46921050548553467,26.275297879082732,True,262144,1536
Gemma-4-E4B,base_instruct,gemma4,base,E,0.9999986886978149,0.26543962955474854,0.2654399776267712,141.33062744140625,102.85607147216797,141.33081276880986,102.8562063477361,0.27603674368908176,0.20089102802292208,0.9890813827514648,0.09742581844329834,0.07619327306747437,0.16512535512447357,0.19215449690818787,112.52964782714844,1152.8568115234375,0.04395689368247986,55.58924265907415,0.04341661557555199,0.10790291428565979,263.781005859375,1512.2269287109375,0.10303945541381836,40.78424942536322,True,262144,2560
Gemma-4-E4B-Instruct,base_instruct,gemma4,instruct,E,1.2063525915145874,0.4184182286262512,0.3468457162270635,215.71038818359375,86.7239990234375,178.81205685708127,71.889429038781,0.34924229854898686,0.14040904109136915,0.9996746778488159,0.12347470968961716,0.12138362228870392,0.1672823429107666,0.1852148026227951,63.352840423583984,1120.6739501953125,0.024747203290462493,42.99595120304935,0.022289546206593513,0.05848788097500801,723.9588012695312,1934.034912109375,0.28279640674591067,24.577529083657026,True,262144,2560
Llama-3.1-70B-Base,base_instruct,llama,base,E,0.8177503347396851,0.07707828283309937,0.09425649805161589,28.968591690063477,19.01017189025879,35.424738406600675,23.246914226345513,0.09891628707455594,0.06491222079941476,0.990681529045105,0.029980257153511047,0.009578956291079521,0.02232060581445694,0.03321128338575363,2530.852294921875,5678.81494140625,0.30894193053245544,24.114323207472758,0.004161394201219082,0.01571415737271309,3206.401123046875,5836.2880859375,0.391406387090683,15.867584983754877,False,128256,8192
Llama-3.1-70B-Base,base_instruct,llama,base,U,0.9571791291236877,0.120981365442276,0.12639365168047104,56.27568054199219,37.239864349365234,58.79325909823529,38.905846582195025,0.1641680688861818,0.10863656479919014,0.9898083209991455,0.975652813911438,0.02632874809205532,0.03242938220500946,0.03521920368075371,1185.3065185546875,6575.97265625,0.14469073712825775,64.48679175711216,0.01171242818236351,0.017339983955025673,3449.177001953125,7078.51611328125,0.4210421144962311,74.71742118603193,False,128256,8192
Llama-3.1-70B-Instruct,base_instruct,llama,instruct,E,0.8143834471702576,0.07675015181303024,0.09424326105806104,28.849525451660156,18.917688369750977,35.42498997481316,23.229460809259283,0.09891698952698451,0.06486348572633906,0.9906150102615356,0.029132520779967308,0.00957927294075489,0.022313807159662247,0.0332069918513298,2531.3798828125,5679.2646484375,0.30900633335113525,24.118684236208185,0.004155159927904606,0.015707992017269135,3207.2041015625,5836.77197265625,0.3915044069290161,15.850421422861363,False,128256,8192
Llama-3.1-70B-Instruct,base_instruct,llama,instruct,U,0.9435045719146729,0.11987536400556564,0.1270532942541022,55.15385818481445,36.20438766479492,58.45637618150553,38.37224401713775,0.1632273927146523,0.10714658951968067,0.988343358039856,0.9697767496109009,0.026021786034107208,0.03230487182736397,0.03511640802025795,1206.7354736328125,6571.58447265625,0.14730657637119293,64.16418875019787,0.011392373591661453,0.01709524728357792,3530.79833984375,7074.49365234375,0.43100565671920776,53.199400083372026,False,128256,8192
Llama-3.1-8B,base_instruct,llama,base,E,0.6741189360618591,0.08579067140817642,0.12726340534113703,31.342636108398438,18.96033477783203,46.49422295047702,28.126097285735014,0.12982554315265896,0.07853633473505793,0.9953731298446655,0.26100465655326843,0.016594627872109413,0.03255815804004669,0.042322952300310135,1554.526123046875,3396.35107421875,0.37952297925949097,16.516462338159123,0.00617135688662529,0.019127003848552704,2605.552734375,3571.750244140625,0.6361212730407715,11.033379113001855,False,128256,4096
Llama-3.1-8B,base_instruct,llama,base,U,0.916771411895752,0.22394610941410065,0.24427693371351117,94.59779357910156,51.49285125732422,103.18580220939359,56.1676014207777,0.2881251038811032,0.15683646051685893,0.9970577955245972,0.9809700846672058,0.08143505454063416,0.0897631049156189,0.09521022439002991,145.3313446044922,2575.63134765625,0.0354812853038311,67.60436954839902,0.025629913434386253,0.03390868753194809,1070.0191650390625,3471.962890625,0.26123514771461487,47.353891600233716,False,128256,4096
Llama-3.1-8B-Instruct,base_instruct,llama,instruct,E,0.671326756477356,0.08547806739807129,0.12732706774060254,31.236738204956055,18.87353515625,46.52985733633526,28.11378359963612,0.1299250448370701,0.07850195130235268,0.9953810572624207,0.2621295750141144,0.016620175912976265,0.03256400674581528,0.04232266917824745,1552.835205078125,3395.93017578125,0.3791101574897766,16.48812440256813,0.006166001316159964,0.019107788801193237,2606.41650390625,3571.7158203125,0.6363321542739868,10.459789392618578,False,128256,4096
Llama-3.1-8B-Instruct,base_instruct,llama,instruct,U,0.9043439626693726,0.22527536749839783,0.24910363401271285,94.5262680053711,50.65098571777344,104.52468519428798,56.00854078603652,0.29186365890366833,0.15639231644929433,0.9971076846122742,0.9794285297393799,0.08355992287397385,0.09185896068811417,0.09705634415149689,138.30796813964844,2541.7138671875,0.03376659378409386,65.0689967339658,0.025547200813889503,0.033738452941179276,1075.2384033203125,3470.790771484375,0.26250937581062317,34.91777873323905,False,128256,4096
Llama-3.2-1B,base_instruct,llama,base,E,0.9870073795318604,0.35256609320640564,0.35720715013663673,130.95570373535156,38.98338317871094,132.67955888786173,39.49654682136301,0.37048034583176376,0.11028597357567563,0.9993231296539307,0.8950659036636353,0.13604238629341125,0.14657722413539886,0.15506289899349213,52.76493835449219,1005.3482666015625,0.02576413005590439,56.57939102690749,0.013801239430904388,0.024666033685207367,1311.7435302734375,1831.3641357421875,0.6404997706413269,20.772876322359497,True,128256,2048
Llama-3.2-1B-Instruct,base_instruct,llama,instruct,E,0.9297938346862793,0.3435477316379547,0.36948807232505554,128.1170196533203,39.898075103759766,137.79078207864018,42.91066859700326,0.38475238405087914,0.11981920557277621,0.9992084503173828,0.8997770547866821,0.14662745594978333,0.15705853700637817,0.16448856890201569,45.60842514038086,951.6902465820312,0.02226973883807659,44.93598198551004,0.01644410751760006,0.02665645070374012,1210.917724609375,1829.5697021484375,0.5912684202194214,15.453747124660284,True,128256,2048
Llama-3.2-3B,base_instruct,llama,base,E,1.1474523544311523,0.4260176718235016,0.37127264603043075,157.4339141845703,42.04733657836914,137.20300766877412,36.644080615629605,0.38311114505021066,0.10232104909724331,0.9996697306632996,0.9253665208816528,0.14527982473373413,0.15323829650878906,0.15983062982559204,46.72041320800781,1333.7244873046875,0.015208467841148376,58.49604969922211,0.01200064830482006,0.020607447251677513,1856.5701904296875,2712.110107421875,0.6043522755304972,21.221308389724783,True,128256,3072
Llama-3.2-3B-Instruct,base_instruct,llama,instruct,E,1.0861297845840454,0.41620734333992004,0.38320221878393174,154.09278869628906,42.36041259765625,141.8732741550789,39.001243865049695,0.3961519024771709,0.10890294206664308,0.9996242523193359,0.9244909286499023,0.15525232255458832,0.16306312382221222,0.16908639669418335,41.003700256347656,1262.767333984375,0.013347558677196503,58.290247031316106,0.013726867735385895,0.02193191833794117,1748.2720947265625,2719.953369140625,0.5690989891688029,17.217643834674888,True,128256,3072
MiniMax-M2.5-Chat,other_models,minimax_m2.5,,E,1.3246935606002808,0.12278395891189575,0.09268857535342483,62.9771842956543,46.1440544128418,47.54094544485925,34.83375762159798,0.10628778104461307,0.07787819043985547,0.9526883959770203,0.6017438769340515,0.011266052722930908,0.03177545219659805,0.0543549545109272,814.703857421875,1711.9278564453125,0.2652030785878499,25.54859636507225,0.006100799422711134,0.026418261229991913,877.5293579101562,1742.8115234375,0.28565408786137897,26.809743431955642,False,200064,3072
MiniMax-M2.5-Chat,other_models,minimax_m2.5,,U,0.9368242621421814,0.21450793743133545,0.2289735077322108,108.85186004638672,59.95446014404297,116.19240069368135,63.99755276080126,0.25977254613713996,0.14307998739992786,0.9878891706466675,0.8877812623977661,0.06639184802770615,0.08057992160320282,0.08753558248281479,207.4159698486328,1999.9039306640625,0.0675182193517685,72.52696553573539,0.02123761549592018,0.03194533661007881,1149.253662109375,2505.917724609375,0.3741060098012288,40.18898026389324,False,200064,3072
MiniMax-M2.7,other_models,minimax_m2.7,,E,1.3239060640335083,0.12099973112344742,0.09139600943801168,62.41447448730469,46.03776168823242,47.14418657253387,34.77419051014121,0.10540074315012822,0.07774501563567913,0.9508174657821655,0.607574999332428,0.011078640818595886,0.03156441077589989,0.0541381761431694,817.7789306640625,1713.9266357421875,0.2662040789922078,25.464354707852877,0.006078412756323814,0.026382233947515488,878.1600952148438,1743.80908203125,0.2858594059944153,24.29128350459972,False,200064,3072
MiniMax-M2.7,other_models,minimax_m2.7,,U,0.9450650811195374,0.2067040205001831,0.21871935026455386,103.9583740234375,56.37955856323242,110.00128573186404,59.65680003375472,0.2459310066951678,0.13337532185102216,0.9882405996322632,0.8729270100593567,0.05951639637351036,0.07307712733745575,0.07998043298721313,252.77040100097656,2076.7041015625,0.08228203157583873,63.97721409867835,0.018370511010289192,0.028606437146663666,1321.437255859375,2537.950927734375,0.43015535672505695,35.61923585982383,False,200064,3072
Qwen2.5-0.5B,base_instruct,qwen2.5,base,E,0.4632810950279236,0.18062296509742737,0.389877694203215,75.76860809326172,29.95703125,163.54780910862524,64.662753502157,0.4195796210429316,0.16589139137906483,0.9985896348953247,0.934538722038269,0.1730019450187683,0.1934814751148224,0.20589175820350647,32.41529083251953,412.2693786621094,0.0361777799470084,47.96444736638294,0.0317937433719635,0.053440842777490616,447.0179748535156,777.868896484375,0.4989039897918701,22.557726879254307,True,151936,896
Qwen2.5-0.5B-Instruct,base_instruct,qwen2.5,instruct,E,0.45263394713401794,0.17925512790679932,0.3960266989292445,75.20468139648438,29.75232696533203,166.14900820555872,65.73154124589516,0.42625296101181903,0.16863335141470884,0.9985879063606262,0.9348621368408203,0.17864802479743958,0.1992955058813095,0.2114461064338684,30.462718963623047,399.66693115234375,0.03399857027190072,54.90063492355092,0.0330597423017025,0.05484002083539963,431.1823425292969,773.1924438476562,0.48123029300144743,25.044587344796525,True,151936,896
Qwen2.5-1.5B,base_instruct,qwen2.5,base,E,1.0157537460327148,0.32493120431900024,0.3198917115374685,134.56517028808594,47.019493103027344,132.47814326421587,46.29024828771143,0.3398708270702198,0.11875698574256759,0.9995123744010925,0.9681873917579651,0.11323167383670807,0.12388826161623001,0.13217005133628845,74.4853515625,890.2522583007812,0.0484930674235026,48.776446083385,0.01536653470247984,0.026967383921146393,1020.9415893554688,1378.1871337890625,0.6646755139032999,20.55236143566921,True,151936,1536
Qwen2.5-1.5B-Instruct,base_instruct,qwen2.5,instruct,E,1.012560486793518,0.3269539177417755,0.3228981596715695,135.42539978027344,47.35041809082031,133.74549130306866,46.763051401270054,0.34312219077095996,0.11996995552978797,0.9995196461677551,0.9687939882278442,0.11545102298259735,0.1260528564453125,0.1342962384223938,71.7917709350586,880.3396606445312,0.04673943420251211,51.510280286348085,0.015721650794148445,0.02727358415722847,1011.1760864257812,1377.2542724609375,0.658317764600118,23.348210277021668,True,151936,1536
Qwen2.5-14B,base_instruct,qwen2.5,base,E,1.1415189504623413,0.07639114558696747,0.06692061095965801,36.018550872802734,35.97883987426758,31.553178208924518,31.518390351465758,0.08091516147652313,0.08082595128396948,0.12132633477449417,0.9953864812850952,0.006135089788585901,0.018952984362840652,0.028758756816387177,1820.1463623046875,2559.671630859375,0.35549733638763426,28.41542225670823,0.006147533189505339,0.016344204545021057,1885.6380615234375,2579.007080078125,0.3682886838912964,28.396356985307676,False,152064,5120
Qwen2.5-14B,base_instruct,qwen2.5,base,U,1.1992135047912598,0.14635974168777466,0.12204644219150172,66.47166442871094,36.55093765258789,55.42938281059575,30.479091093082797,0.1421434452962589,0.07816076596546795,0.9935144186019897,0.9385221004486084,0.019530488178133965,0.025446269661188126,0.029713589698076248,1648.6656494140625,4417.01318359375,0.32200500965118406,71.0845912198277,0.005991643760353327,0.01160819735378027,3762.289306640625,4671.38623046875,0.734822130203247,42.84308525442517,False,152064,5120
Qwen2.5-14B-Instruct,base_instruct,qwen2.5,instruct,E,1.1402835845947266,0.07637437433004379,0.06697840376013864,35.98284912109375,35.944427490234375,31.556052904052443,31.522358100953937,0.08092253336213578,0.08083612620480975,0.11965420842170715,0.9954999685287476,0.00613629724830389,0.018962275236845016,0.028768930584192276,1819.8095703125,2559.635009765625,0.35543155670166016,28.414216878857033,0.0061492398381233215,0.016347166150808334,1885.4879150390625,2579.002197265625,0.3682593584060669,28.395084599374677,False,152064,5120
Qwen2.5-14B-Instruct,base_instruct,qwen2.5,instruct,U,1.195603609085083,0.15002931654453278,0.12548416164395854,68.0229721069336,37.21134567260742,56.894251230127274,31.123480549780894,0.14589996275143963,0.07981324219455818,0.9937251806259155,0.9384341835975647,0.02058357186615467,0.026566173881292343,0.030857175588607788,1542.7430419921875,4398.0390625,0.30131700038909914,68.3763588487068,0.006255130283534527,0.011915354058146477,3722.94287109375,4670.16552734375,0.727137279510498,40.713161502732,False,152064,5120
Qwen2.5-32B,base_instruct,qwen2.5,base,E,1.2073743343353271,0.06851711869239807,0.05674886134640049,38.790225982666016,38.147239685058594,32.127754317405184,31.59520506625567,0.08238860793223121,0.08102293540423286,0.3822409510612488,0.9764522910118103,0.0062962244264781475,0.018600288778543472,0.02928665094077587,1607.5413818359375,2284.07958984375,0.3139729261398315,32.95770473804972,0.00610764417797327,0.017070945352315903,1638.0755615234375,2294.725341796875,0.3199366331100464,32.4320108192155,False,152064,5120
Qwen2.5-32B,base_instruct,qwen2.5,base,U,1.2422949075698853,0.18953990936279297,0.1525723950149336,88.89989471435547,51.46347427368164,71.5610232100661,41.42613316700452,0.1835115217277848,0.10623342702156195,0.9941775798797607,0.9706028699874878,0.03255245089530945,0.04293085262179375,0.047305911779403687,768.4029541015625,4117.61572265625,0.15007870197296141,98.74140252126085,0.011160259135067463,0.021404843777418137,2661.19140625,4549.41650390625,0.5197639465332031,64.90344387907038,False,152064,5120
Qwen2.5-32B-Instruct,base_instruct,qwen2.5,instruct,E,1.2060601711273193,0.06847798079252243,0.056778245755777855,38.74761962890625,38.10854721069336,32.12743489629408,31.597550539350646,0.08238778880679755,0.08102895014965604,0.3814292252063751,0.9764935374259949,0.006296199280768633,0.018605392426252365,0.029293783009052277,1607.42822265625,2284.09375,0.3139508247375488,32.954121244776104,0.006108692381531,0.017073482275009155,1637.99267578125,2294.7353515625,0.3199204444885254,32.43919549636278,False,152064,5120
Qwen2.5-32B-Instruct,base_instruct,qwen2.5,instruct,U,1.23796546459198,0.19087974727153778,0.1541882651261598,89.27420806884766,51.349853515625,72.11364987331974,41.479229416589064,0.18492868089309367,0.10636958736586968,0.9943650960922241,0.9703608155250549,0.03305725380778313,0.04347483441233635,0.04785360395908356,749.2022705078125,4107.3515625,0.14632856845855713,100.79181849970135,0.011194451712071896,0.021490124985575676,2652.56787109375,4549.212890625,0.5180796623229981,59.48133724737584,False,152064,5120
Qwen2.5-3B,base_instruct,qwen2.5,base,E,1.0920155048370361,0.29634010791778564,0.2713698721356609,123.35757446289062,45.1192741394043,112.96320786333482,41.317429962807665,0.2898055327394312,0.10599928975354546,0.9993069171905518,0.9605562090873718,0.08215958625078201,0.09137561172246933,0.09848587214946747,138.0684814453125,1350.5333251953125,0.067416250705719,43.529624548376674,0.011844964697957039,0.02146243304014206,1409.12548828125,1843.70556640625,0.6880495548248291,19.895310212745912,True,151936,2048
Qwen2.5-3B-Instruct,base_instruct,qwen2.5,instruct,E,1.0889760255813599,0.2987200617790222,0.27431279914500206,124.37484741210938,45.55430221557617,114.21265894785031,41.832236105709114,0.29301098205367115,0.10732001772615742,0.9993081092834473,0.9604164361953735,0.08404234796762466,0.09339036047458649,0.10047043114900589,132.3865509033203,1337.9368896484375,0.06464187055826187,45.58755952460427,0.012171195819973946,0.02192107029259205,1395.00830078125,1842.5655517578125,0.6811563968658447,22.439468011444234,True,151936,2048
Qwen2.5-72B-Base,base_instruct,qwen2.5,base,E,0.8054924607276917,0.054363541305065155,0.06749106162452777,26.81989288330078,19.881616592407227,33.29626804833327,24.682560746063263,0.08538515162743457,0.06329610840460163,0.9607757329940796,0.7548604607582092,0.006669255904853344,0.01888257823884487,0.03086615726351738,1366.673095703125,2932.998046875,0.16683021187782288,22.45394274132921,0.0036803814582526684,0.015760257840156555,1423.9757080078125,2962.09033203125,0.17382515966892242,16.647560297563576,False,152064,8192
Qwen2.5-72B-Base,base_instruct,qwen2.5,base,U,0.8684901595115662,0.19795717298984528,0.22793254571954533,90.59883880615234,49.33114242553711,104.31763424597074,56.80103785318726,0.2675127736411091,0.14566092580254866,0.9957516193389893,0.9712435603141785,0.06913771480321884,0.07709052413702011,0.080409474670887,203.32919311523438,5206.30078125,0.02482045814394951,150.90033494967196,0.021581819280982018,0.02893085405230522,1628.0784912109375,6891.19873046875,0.19874005019664764,179.53459705807765,False,152064,8192
Qwen2.5-72B-Instruct,base_instruct,qwen2.5,instruct,E,0.804684579372406,0.054312814027071,0.06749578085543896,26.795669555664062,19.866172790527344,33.29959370734144,24.688148996245804,0.08539367996755548,0.0633104389472461,0.9607419967651367,0.7545861005783081,0.006670758593827486,0.018887359648942947,0.03087080828845501,1366.8687744140625,2933.584228515625,0.1668540984392166,22.455814382815934,0.003682159585878253,0.015764258801937103,1424.2049560546875,2962.66796875,0.17385314404964447,16.651321163349596,False,152064,8192
Qwen2.5-72B-Instruct,base_instruct,qwen2.5,instruct,U,0.8641823530197144,0.1965460330247879,0.22743583265499076,89.89043426513672,48.86414337158203,104.01790079493335,56.543787547658134,0.2667441353622638,0.14500123155958056,0.9957690238952637,0.9710514545440674,0.06873348355293274,0.07659241557121277,0.07993682473897934,205.66177368164062,5216.84228515625,0.025105196982622147,148.10077534047804,0.021379519253969193,0.02865814045071602,1651.7188720703125,6894.3740234375,0.20162583887577057,122.52845943208168,False,152064,8192
Qwen2.5-7B,base_instruct,qwen2.5,base,E,0.7914946675300598,0.08192216604948044,0.10350311810075354,39.56800079345703,34.91995620727539,49.99149383650686,44.11900375304699,0.12819848984624482,0.11313904067677773,0.8121377229690552,0.8192459344863892,0.01540515385568142,0.03845314681529999,0.05475801229476929,881.66015625,1618.1719970703125,0.2459989275251116,29.878479584214165,0.012120389379560947,0.031255871057510376,1003.2166137695312,1656.179443359375,0.27991534982408794,26.374019346941573,False,152064,3584
Qwen2.5-7B,base_instruct,qwen2.5,base,U,0.7025941610336304,0.1915062814950943,0.27257027188122,86.87089538574219,46.148624420166016,123.64306480705869,65.68318807585004,0.3170710249240649,0.16843836567775647,0.9963102340698242,0.970084547996521,0.09758654981851578,0.1135803833603859,0.11937680095434189,101.58903503417969,2042.656494140625,0.02834515486444746,111.4361747017774,0.02968086302280426,0.04577186703681946,805.0460205078125,2948.154296875,0.22462221554347447,102.9815601732777,False,152064,3584
Qwen2.5-7B-Instruct,base_instruct,qwen2.5,instruct,E,0.7906553745269775,0.08188232779502869,0.1035626019035362,39.53239440917969,34.890804290771484,49.9995265735474,44.12896619041574,0.12821908904580662,0.11316458841155913,0.8122219443321228,0.8187236785888672,0.015410314314067364,0.038471825420856476,0.054780058562755585,881.3667602539062,1618.12255859375,0.24591706480298722,29.879118245406193,0.012126206420361996,0.03126418590545654,1003.0516967773438,1656.177734375,0.27986933503832134,26.378948918591544,False,152064,3584
Qwen2.5-7B-Instruct,base_instruct,qwen2.5,instruct,U,0.6989327669143677,0.19226357340812683,0.27508164234011756,87.20858001708984,46.33510971069336,124.77391838716659,66.29408707686225,0.31997099270020657,0.17000495877926436,0.9962818622589111,0.969793975353241,0.09938780963420868,0.11543996632099152,0.12124214321374893,98.05182647705078,2017.671142578125,0.027358210512569973,110.33913134223091,0.03028183802962303,0.04648119583725929,781.8909912109375,2935.0703125,0.21816154888698033,87.7752517495257,False,152064,3584
Qwen3-0.6B,base_instruct,qwen3,base,E,0.9250698089599609,0.30156904458999634,0.3259959861073024,122.32426452636719,37.50093078613281,132.23246866514228,40.538487390799645,0.3392405523160609,0.10400092345956313,0.9993292093276978,0.9002635478973389,0.11277338117361069,0.12780839204788208,0.1396578848361969,73.45362854003906,626.8176879882812,0.0717320591211319,34.27231689516583,0.011831372044980526,0.02802778035402298,801.3391723632812,940.1821899414062,0.7825577855110168,12.148440385476787,True,151936,1024
Qwen3-0.6B-Base,base_instruct,qwen3,base,E,0.955460250377655,0.29290056228637695,0.3065544193707746,118.74104309082031,36.75647735595703,124.27627736882486,38.4699178656869,0.3188290546185484,0.09869403722135435,0.9992320537567139,0.8842166066169739,0.09952942281961441,0.11445821076631546,0.12689876556396484,92.29437255859375,665.8187866210938,0.09013122320175171,28.524792551551702,0.010503845289349556,0.026435304433107376,814.1110229492188,940.662841796875,0.7950302958488464,14.355779890968273,True,151936,1024
