model_a,model_b,bootstrap,align_mode,n_tokens,n_pairs,hidden_dim_a,hidden_dim_b,vocab_size_a,vocab_size_b,actual_tied_a,actual_tied_b,gcorr_E_cos,gcorr_E_euc,gcorr_E_euc2,gcorr_U_cos,gcorr_U_euc,gcorr_U_euc2
Gemma-2-2B,Gemma-2-2B-Instruct,0,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997436817413651,0.9992830135738164,0.9993972135835397,0.9997433323563257,0.9992841050027121,0.9993986112437617
Gemma-2-2B,Gemma-2-2B-Instruct,1,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997573490365723,0.9992709704532696,0.9993707298700276,0.9997578078677585,0.9992719121685728,0.9993716043924721
Gemma-2-2B,Gemma-2-2B-Instruct,2,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997461497340673,0.9992118011492646,0.9993089144372298,0.9997463987727921,0.9992150951384197,0.9993121732762779
Gemma-2-2B,Gemma-2-2B-Instruct,3,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997458062750275,0.999223167034015,0.9993300416186114,0.9997456454238522,0.999220600257167,0.999326546579111
Gemma-2-2B,Gemma-2-2B-Instruct,4,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997513889900063,0.999266401318102,0.999365765189242,0.9997513728736867,0.999265396615826,0.9993643854595392
Gemma-2-2B,Gemma-2-2B-Instruct,5,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997351246679743,0.9992440410663493,0.9993425684580542,0.9997344977833842,0.9992457773214344,0.9993446980166591
Gemma-2-2B,Gemma-2-2B-Instruct,6,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997375182276025,0.9992427755414529,0.9993526689164869,0.9997377299389766,0.9992435398601799,0.9993528069067675
Gemma-2-2B,Gemma-2-2B-Instruct,7,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997463048812444,0.9992754777801363,0.9993752419479855,0.9997470584349702,0.999275979319489,0.9993758071831895
Gemma-2-2B,Gemma-2-2B-Instruct,8,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997560432768601,0.9992612786743543,0.9993561281700837,0.9997557441940385,0.999259658800979,0.9993541019736755
Gemma-2-2B,Gemma-2-2B-Instruct,9,id,20000,5000000,2304,2304,256000,256000,True,True,0.9997328444563922,0.9992112159972123,0.9993142224408491,0.9997318377407354,0.9992082600468705,0.9993106156567156
Gemma-2-9B,Gemma-2-9B-Instruct,0,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984800591745345,0.9958661933945352,0.9965496195032337,0.9984711659962511,0.995891063585252,0.9965720133203014
Gemma-2-9B,Gemma-2-9B-Instruct,1,id,20000,5000000,3584,3584,256000,256000,True,True,0.998553321505024,0.9965234147027402,0.9971277575879314,0.9985481979960826,0.9965005023312866,0.9971160249749511
Gemma-2-9B,Gemma-2-9B-Instruct,2,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984009049476636,0.9955027696247728,0.9962083353991396,0.9984000631221018,0.9954543073992033,0.9961545088342281
Gemma-2-9B,Gemma-2-9B-Instruct,3,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984665245211747,0.9959708607294726,0.996619586371711,0.9984702138654485,0.9959785835349716,0.9966281387709974
Gemma-2-9B,Gemma-2-9B-Instruct,4,id,20000,5000000,3584,3584,256000,256000,True,True,0.9985338472238541,0.9962518519100076,0.9970165799374716,0.9985283794734132,0.9962293776068818,0.997000372606345
Gemma-2-9B,Gemma-2-9B-Instruct,5,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984738752553795,0.9957841420766389,0.9964613538037159,0.998478392893747,0.9957914961165759,0.996458359328205
Gemma-2-9B,Gemma-2-9B-Instruct,6,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984691484700771,0.995887781807076,0.9965927853039289,0.9984731111376121,0.9958963010129074,0.9965941456569857
Gemma-2-9B,Gemma-2-9B-Instruct,7,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984862330383819,0.9961995488973313,0.9968870007202749,0.9984960842065258,0.9962047813192844,0.9968878740014553
Gemma-2-9B,Gemma-2-9B-Instruct,8,id,20000,5000000,3584,3584,256000,256000,True,True,0.9985229365468581,0.9960297463444093,0.996591887047675,0.9985209948206488,0.9960106600055288,0.9965720008867968
Gemma-2-9B,Gemma-2-9B-Instruct,9,id,20000,5000000,3584,3584,256000,256000,True,True,0.9984617254523382,0.9954829989431268,0.9960234890482543,0.9984605428714097,0.9954152447896079,0.9959419518301459
Gemma-3-12B,Gemma-3-12B-Instruct,0,id,20000,5000000,3840,3840,262208,262208,True,True,0.9881946695837406,0.947748593071345,0.9051665191307762,0.988237971735512,0.9482345890129962,0.9057522549780477
Gemma-3-12B,Gemma-3-12B-Instruct,1,id,20000,5000000,3840,3840,262208,262208,True,True,0.9880893968925225,0.9511196349594943,0.9102224885358107,0.9879634004099611,0.9502258309825645,0.9095644308364387
Gemma-3-12B,Gemma-3-12B-Instruct,2,id,20000,5000000,3840,3840,262208,262208,True,True,0.9882183907083983,0.9474918910685296,0.9019554841792189,0.9880541161833906,0.9457144028692809,0.9001463570728989
Gemma-3-12B,Gemma-3-12B-Instruct,3,id,20000,5000000,3840,3840,262208,262208,True,True,0.9880233335887454,0.9486425842926044,0.9066713053777747,0.9880955366250828,0.9491612596967407,0.9074441265359433
Gemma-3-12B,Gemma-3-12B-Instruct,4,id,20000,5000000,3840,3840,262208,262208,True,True,0.9880343805662676,0.946781842061745,0.9038224428790219,0.9880053836421189,0.9472153939297884,0.9043325712394752
Gemma-3-12B,Gemma-3-12B-Instruct,5,id,20000,5000000,3840,3840,262208,262208,True,True,0.987810044839355,0.9483306730333112,0.9070575888619544,0.9880444982550766,0.9496884059065339,0.9083837556806267
Gemma-3-12B,Gemma-3-12B-Instruct,6,id,20000,5000000,3840,3840,262208,262208,True,True,0.9879958075905315,0.9449746184377265,0.8985168900929618,0.9880947143421562,0.945446260719896,0.8991910401165738
Gemma-3-12B,Gemma-3-12B-Instruct,7,id,20000,5000000,3840,3840,262208,262208,True,True,0.9885762577926731,0.948821576999908,0.9022988653043927,0.9883865262389807,0.9478543319667624,0.9009548588055404
Gemma-3-12B,Gemma-3-12B-Instruct,8,id,20000,5000000,3840,3840,262208,262208,True,True,0.9879331960197866,0.9468637211156304,0.9053699981041388,0.9880747281113901,0.9477086811170127,0.9060575821164926
Gemma-3-12B,Gemma-3-12B-Instruct,9,id,20000,5000000,3840,3840,262208,262208,True,True,0.9882247850461673,0.9473759123931909,0.9031192245303987,0.9881453138499615,0.9468733641881394,0.9027139822087873
Gemma-3-1B,Gemma-3-1B-Instruct,0,id,20000,5000000,1152,1152,262144,262144,True,True,0.7845940700097315,0.7213843260167893,0.6127403622464382,0.7839964545614164,0.7202295122435263,0.6118802559708709
Gemma-3-1B,Gemma-3-1B-Instruct,1,id,20000,5000000,1152,1152,262144,262144,True,True,0.7783840867395173,0.710228112183856,0.6057416772773635,0.7795443838837351,0.7124325499349681,0.6071280532547377
Gemma-3-1B,Gemma-3-1B-Instruct,2,id,20000,5000000,1152,1152,262144,262144,True,True,0.7729844033711449,0.7011530207589242,0.5955608864548533,0.7733753038744418,0.6992496990734756,0.5952758672073579
Gemma-3-1B,Gemma-3-1B-Instruct,3,id,20000,5000000,1152,1152,262144,262144,True,True,0.7749091693848635,0.7045152784022632,0.5996376556218185,0.7746070812154101,0.7033517167721247,0.5989800188035493
Gemma-3-1B,Gemma-3-1B-Instruct,4,id,20000,5000000,1152,1152,262144,262144,True,True,0.7777692036033068,0.7090275553590352,0.602195524690651,0.77754701665609,0.7073264094481391,0.6016955137580084
Gemma-3-1B,Gemma-3-1B-Instruct,5,id,20000,5000000,1152,1152,262144,262144,True,True,0.771318348551395,0.7055179090083441,0.5964379353820595,0.7730618247041464,0.7110530117804813,0.5996724637784557
Gemma-3-1B,Gemma-3-1B-Instruct,6,id,20000,5000000,1152,1152,262144,262144,True,True,0.7724702495495925,0.6947597138745691,0.5934131343778417,0.7713578203378673,0.6914195089853129,0.5916482009988978
Gemma-3-1B,Gemma-3-1B-Instruct,7,id,20000,5000000,1152,1152,262144,262144,True,True,0.7796706157583229,0.7128021210821517,0.6041448930658206,0.7781620513502684,0.7101633265889642,0.6023818456767229
Gemma-3-1B,Gemma-3-1B-Instruct,8,id,20000,5000000,1152,1152,262144,262144,True,True,0.77715100539161,0.7069746309311902,0.6007102534895425,0.7779184127464722,0.7092635633074998,0.6022798512047426
Gemma-3-1B,Gemma-3-1B-Instruct,9,id,20000,5000000,1152,1152,262144,262144,True,True,0.7773740116472967,0.7043865254161419,0.6000210290477495,0.7744818139268361,0.6957991952088015,0.595851121418664
Gemma-3-27B,Gemma-3-27B-Instruct,0,id,20000,5000000,5376,5376,262208,262208,True,True,0.9896864867961082,0.9551179640361158,0.9181873359494209,0.9897634306896489,0.9555829303209048,0.9187637379657144
Gemma-3-27B,Gemma-3-27B-Instruct,1,id,20000,5000000,5376,5376,262208,262208,True,True,0.9898074639548792,0.9584114711172406,0.9236321453704806,0.989662910287725,0.9574818311404877,0.9227942987337557
Gemma-3-27B,Gemma-3-27B-Instruct,2,id,20000,5000000,5376,5376,262208,262208,True,True,0.9897954339872215,0.9544852754944756,0.9145229346463529,0.9895727930010566,0.9527414472967917,0.912575157519514
Gemma-3-27B,Gemma-3-27B-Instruct,3,id,20000,5000000,5376,5376,262208,262208,True,True,0.9896614741939519,0.956177533516142,0.9200614424669494,0.9897350164623004,0.9565748343120822,0.9206205396662486
Gemma-3-27B,Gemma-3-27B-Instruct,4,id,20000,5000000,5376,5376,262208,262208,True,True,0.9894952264363199,0.953159260880029,0.9151893333698468,0.9895146181212735,0.9536339939897979,0.9158443241101376
Gemma-3-27B,Gemma-3-27B-Instruct,5,id,20000,5000000,5376,5376,262208,262208,True,True,0.9894338616995566,0.9548829633383413,0.9190825996572973,0.9896542080849465,0.9562347412779689,0.9205229049606708
Gemma-3-27B,Gemma-3-27B-Instruct,6,id,20000,5000000,5376,5376,262208,262208,True,True,0.989512922141751,0.9521547751293828,0.9109862008704026,0.989579962484343,0.9523948263467408,0.9113817732404056
Gemma-3-27B,Gemma-3-27B-Instruct,7,id,20000,5000000,5376,5376,262208,262208,True,True,0.9901293875138706,0.9561940480503546,0.9156882292134588,0.9899659330131497,0.9553233174565074,0.9142300194120921
Gemma-3-27B,Gemma-3-27B-Instruct,8,id,20000,5000000,5376,5376,262208,262208,True,True,0.9893657887276617,0.9537285208787958,0.917387894564239,0.9895232845778228,0.954454751967951,0.9179999306339133
Gemma-3-27B,Gemma-3-27B-Instruct,9,id,20000,5000000,5376,5376,262208,262208,True,True,0.9896589402181994,0.9534572578774568,0.9141884157562078,0.989562359897831,0.9529183236307257,0.9136436814968192
Gemma-3-4B,Gemma-3-4B-Instruct,0,id,20000,5000000,2560,2560,262208,262208,True,True,0.978794799679422,0.896156641981835,0.8414997578440908,0.9788821487942325,0.8968995117864568,0.8422499283313196
Gemma-3-4B,Gemma-3-4B-Instruct,1,id,20000,5000000,2560,2560,262208,262208,True,True,0.9790515811184651,0.9034099363446394,0.8506418325697533,0.9788284325855504,0.9020448991905943,0.849789323669941
Gemma-3-4B,Gemma-3-4B-Instruct,2,id,20000,5000000,2560,2560,262208,262208,True,True,0.9790290158251778,0.8960547459486428,0.839193203185132,0.9787006098826689,0.8929089389431925,0.8367651925130801
Gemma-3-4B,Gemma-3-4B-Instruct,3,id,20000,5000000,2560,2560,262208,262208,True,True,0.9785789343107765,0.8977012861552242,0.8438610003063206,0.9787022962340396,0.8982892925699156,0.8445879587567047
Gemma-3-4B,Gemma-3-4B-Instruct,4,id,20000,5000000,2560,2560,262208,262208,True,True,0.9785974414843919,0.8943901800313848,0.8406200014867476,0.9786208791722015,0.895516686372568,0.8415741952852319
Gemma-3-4B,Gemma-3-4B-Instruct,5,id,20000,5000000,2560,2560,262208,262208,True,True,0.9785089279896307,0.8986609938290698,0.8457352785432988,0.9787902204986845,0.900824248039122,0.8473466155504394
Gemma-3-4B,Gemma-3-4B-Instruct,6,id,20000,5000000,2560,2560,262208,262208,True,True,0.9785730434450824,0.8923073817242393,0.835169916978435,0.978722032453616,0.893238408052878,0.8358214386988797
Gemma-3-4B,Gemma-3-4B-Instruct,7,id,20000,5000000,2560,2560,262208,262208,True,True,0.9792689791694814,0.898347141312634,0.8392527703379197,0.979064889430874,0.8970856885233326,0.8379983097759044
Gemma-3-4B,Gemma-3-4B-Instruct,8,id,20000,5000000,2560,2560,262208,262208,True,True,0.9785100407800663,0.8952025955865298,0.8425227332123929,0.9787615748646143,0.8966839262824225,0.8433549533003565
Gemma-3-4B,Gemma-3-4B-Instruct,9,id,20000,5000000,2560,2560,262208,262208,True,True,0.9790255334604476,0.8965544039907148,0.8406096710580852,0.9789240740744226,0.8957923945308071,0.8401272767320869
Gemma-4-31B,Gemma-4-31B-Instruct,0,id,20000,5000000,5376,5376,262144,262144,True,True,0.9549945761293535,0.6213929084486008,0.5208794020649238,0.9544307530787396,0.6195330396511655,0.5198329974775446
Gemma-4-31B,Gemma-4-31B-Instruct,1,id,20000,5000000,5376,5376,262144,262144,True,True,0.9507239798662501,0.5853124810961645,0.45144670532154846,0.9513460220374701,0.5888174397362228,0.4557476038262342
Gemma-4-31B,Gemma-4-31B-Instruct,2,id,20000,5000000,5376,5376,262144,262144,True,True,0.9500069442042245,0.5287771871779684,0.2791678759373399,0.9501864710539969,0.5335014273784359,0.2854998297477407
Gemma-4-31B,Gemma-4-31B-Instruct,3,id,20000,5000000,5376,5376,262144,262144,True,True,0.9507703206814698,0.562856391247705,0.34794834000487884,0.9512838896024328,0.5597449573082114,0.3391403007946695
Gemma-4-31B,Gemma-4-31B-Instruct,4,id,20000,5000000,5376,5376,262144,262144,True,True,0.951589444658229,0.5539641530971806,0.3433182226559358,0.9514208881148734,0.5564864700923678,0.3499994720317056
Gemma-4-31B,Gemma-4-31B-Instruct,5,id,20000,5000000,5376,5376,262144,262144,True,True,0.9486787244409238,0.5424293285312879,0.349450983055891,0.9491669164210723,0.5446132536079159,0.35055204481009195
Gemma-4-31B,Gemma-4-31B-Instruct,6,id,20000,5000000,5376,5376,262144,262144,True,True,0.9487434188407992,0.5726307814650009,0.41952538470132517,0.9488824984851849,0.5710169428820984,0.4151162689720307
Gemma-4-31B,Gemma-4-31B-Instruct,7,id,20000,5000000,5376,5376,262144,262144,True,True,0.9505217425509674,0.5540692885259833,0.37090538884439866,0.9506496105623494,0.554955561728471,0.37147827077965073
Gemma-4-31B,Gemma-4-31B-Instruct,8,id,20000,5000000,5376,5376,262144,262144,True,True,0.9518667766908384,0.5729772317503345,0.370332948584935,0.9524606414932728,0.5774587305040842,0.37623020870483365
Gemma-4-31B,Gemma-4-31B-Instruct,9,id,20000,5000000,5376,5376,262144,262144,True,True,0.950505598647863,0.5774923474674738,0.45115555514687583,0.9492486869507497,0.571939677214598,0.4485809088443606
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,0,id,20000,5000000,8192,8192,128256,128256,False,False,0.9983182891179759,0.999952777905092,0.999948587008991,0.9978634534972932,0.9994591461840779,0.9994582998298958
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,1,id,20000,5000000,8192,8192,128256,128256,False,False,0.9984621557843446,0.9999543186975594,0.9999500062538669,0.9978924822588345,0.9994523067219404,0.9994504667197048
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,2,id,20000,5000000,8192,8192,128256,128256,False,False,0.998776452707646,0.9999530793111898,0.9999486973147592,0.9978232132720564,0.9994592360021113,0.9994584835528605
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,3,id,20000,5000000,8192,8192,128256,128256,False,False,0.9985523708386117,0.9999535619717803,0.9999491047439095,0.9978913955460871,0.9994543804109587,0.9994530109208548
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,4,id,20000,5000000,8192,8192,128256,128256,False,False,0.9985822805733662,0.9999535278920967,0.9999491877221919,0.9978694886096998,0.9994532380302649,0.9994515696020604
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,5,id,20000,5000000,8192,8192,128256,128256,False,False,0.9983959143202038,0.999953117821166,0.9999486386686058,0.9978134103641386,0.9994564082151345,0.9994592140214689
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,6,id,20000,5000000,8192,8192,128256,128256,False,False,0.99867713947108,0.9999538998694488,0.9999494162725227,0.997813268735312,0.9994617975783283,0.999461554480678
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,7,id,20000,5000000,8192,8192,128256,128256,False,False,0.9986359525195103,0.9999541002113056,0.9999495870099527,0.9977620047400143,0.9994358640971863,0.999439466273248
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8,id,20000,5000000,8192,8192,128256,128256,False,False,0.9982318040764784,0.9999530138344089,0.999948641298478,0.9978616130631995,0.9994452145858805,0.9994453415131858
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,9,id,20000,5000000,8192,8192,128256,128256,False,False,0.9984366483636757,0.9999536973066545,0.9999491246916044,0.9979358531562084,0.9994519968422692,0.9994508134265571
Llama-3.1-8B,Llama-3.1-8B-Instruct,0,id,20000,5000000,4096,4096,128256,128256,False,False,0.997367628076121,0.9999297374700599,0.9999215346706735,0.9992020437923355,0.9990700831994923,0.9990697315939008
Llama-3.1-8B,Llama-3.1-8B-Instruct,1,id,20000,5000000,4096,4096,128256,128256,False,False,0.997644164458237,0.9999321487081627,0.9999239472761983,0.9992021368903405,0.9990472118507613,0.9990475193723826
Llama-3.1-8B,Llama-3.1-8B-Instruct,2,id,20000,5000000,4096,4096,128256,128256,False,False,0.9982835012234916,0.999930232844022,0.9999221381807063,0.9991864369344805,0.9990560742972302,0.999058803237938
Llama-3.1-8B,Llama-3.1-8B-Instruct,3,id,20000,5000000,4096,4096,128256,128256,False,False,0.9978112315712448,0.9999335020555519,0.9999251839375816,0.9992111057710535,0.9990728581517012,0.9990736873883336
Llama-3.1-8B,Llama-3.1-8B-Instruct,4,id,20000,5000000,4096,4096,128256,128256,False,False,0.9978931189643356,0.9999305993417011,0.9999223373952865,0.9992039792125318,0.9990571624225976,0.9990562560865673
Llama-3.1-8B,Llama-3.1-8B-Instruct,5,id,20000,5000000,4096,4096,128256,128256,False,False,0.9973297030247332,0.9999329063571768,0.9999246606823226,0.9991813758017627,0.9990559285032523,0.9990635591145879
Llama-3.1-8B,Llama-3.1-8B-Instruct,6,id,20000,5000000,4096,4096,128256,128256,False,False,0.9974919025685567,0.9999312604933058,0.9999228968043812,0.9991814824229899,0.9990561517953002,0.9990583763955603
Llama-3.1-8B,Llama-3.1-8B-Instruct,7,id,20000,5000000,4096,4096,128256,128256,False,False,0.9976779989580212,0.9999324418360366,0.9999240031579764,0.9991703895173063,0.9990473957364567,0.9990544508272778
