model_a,model_b,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,101,2193,0.6118861607142857,15724032,15723008,0.9999348767542574,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997946669074905,0.9997230743867147,0.2818903761198806,0.03151048100065103,0.11178274843711034,0.9910275556191767,0.2818903761198806,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.28195100926647654,0.03159225482045424,0.03187751648123087,0.11204873819265487,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,102,2214,0.6177455357142857,15879680,15873536,0.9996130904401096,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997951870998067,0.9997230782268853,0.28370964014585476,0.03152391119572955,0.11111328885237438,0.9914499450266847,0.28370964014585476,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.28377011968400606,0.031605683881562464,0.03187751648123087,0.1113777726730255,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,103,2236,0.6238839285714286,16035328,16031232,0.9997445640026821,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997957061521837,0.9997230821038665,0.2855249174719911,0.03153747012799034,0.11045435336159073,0.9918763833122487,0.2855249174719911,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.28558524373831234,0.031619241668983104,0.03187751648123087,0.11071735099155357,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,104,2258,0.6300223214285714,16190976,16188928,0.9998735097871803,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997962227821895,0.9997230858407301,0.2873317230609722,0.03155053902839606,0.10980527556193644,0.9922874097394063,0.2873317230609722,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.2873918967707694,0.03163230946592422,0.03187751648123087,0.11006681058636425,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,105,2280,0.6361607142857143,16346624,16346624,1.0,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997967358688838,0.9997230894386636,0.2891261366579575,0.031563122049759064,0.10916730813270929,0.9926831549171273,0.2891261366579575,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.28918615885754084,0.03164489142484751,0.03187751648123087,0.10942740672604752,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,106,2301,0.6420200892857143,16502272,16497152,0.9996897396916012,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997972462292233,0.9997230927456752,0.29091101539783076,0.03157468763210096,0.10853727071462554,0.9930469008973097,0.29091101539783076,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.2909708868922701,0.031656456030656546,0.03187751648123087,0.10879595676655145,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,107,2323,0.6481584821428571,16657920,16654848,0.9998155832180728,0.9997140644190229,0.999723155960061,0.9997231554449361,0.999797755231135,0.999723096079404,0.29269114332039736,0.0315863466527203,0.10791698817529297,0.9934135855793069,0.29269114332039736,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.292750864510825,0.03166811406685362,0.03187751648123087,0.10817428026991405,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,108,2345,0.654296875,16813568,16812544,0.9999390968056274,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997982626751297,0.9997230992878582,0.29446582275318567,0.03159756755163872,0.1073047026517677,0.9937664910150171,0.29446582275318567,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.2945253940996415,0.0316793340183423,0.03187751648123087,0.10756062007890838,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,109,2366,0.66015625,16969216,16963072,0.9996379325951181,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997987687891952,0.9997231022350764,0.29623585103616323,0.03160787483184432,0.10669834431344963,0.9940906624774275,0.29623585103616323,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.2962952729313643,0.031689640428259,0.03187751648123087,0.10695290584537874,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,110,2388,0.6662946428571429,17124864,17120768,0.9997608156187401,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997992734213395,0.9997231052042621,0.29800069660935163,0.03161825893907804,0.10610129204001942,0.9944172502057744,0.29800069660935163,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.29805996949089686,0.031700023658716985,0.03187751648123087,0.1063545155455206,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,111,2410,0.6724330357142857,17280512,17278464,0.9998814849930372,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9997997754981197,0.9997231080499545,0.2997566053304037,0.031628211153829335,0.10551297483158864,0.9947302546012887,0.2997566053304037,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.2998157299528707,0.031709975033159116,0.03187751648123087,0.10576488110928582,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,112,2432,0.6785714285714286,17436160,17436160,1.0,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998002748200466,0.9997231107786843,0.30150287952684784,0.03163775431656602,0.1049335063274206,0.9950303940133027,0.30150287952684784,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3015618567037218,0.0317195173901247,0.03187751648123087,0.10518411624348253,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,113,2453,0.6844308035714286,17591808,17586688,0.9997089554410781,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998007712256288,0.9997231132835821,0.30323895441620696,0.03164651467417832,0.10436164026189813,0.9953059136345577,0.30323895441620696,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.30329778500866017,0.031728277008061564,0.03187751648123087,0.10461097500977666,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,114,2475,0.6905691964285714,17747456,17744384,0.9998269047687737,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998012657598104,0.9997231157979796,0.30496848447333236,0.031655308254289256,0.10379862138527735,0.995582478127569,0.30496848447333236,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3050271690339737,0.03173706984569195,0.03187751648123087,0.10404669835216251,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,115,2497,0.6967075892857143,17903104,17902080,0.9999428032144594,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998017595815301,0.9997231182120386,0.3066955228430592,0.03166375092175822,0.10324164705189079,0.9958480061626536,0.3066955228430592,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.30675406158227275,0.031745511800309455,0.03187751648123087,0.10348848076065384,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,116,2518,0.7025669642857143,18058752,18052608,0.9996597771540359,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998022525387957,0.9997231204194836,0.308419537965409,0.031671470999881594,0.10268957410679258,0.9960908082370376,0.308419537965409,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.30847793113846084,0.03175323122659275,0.03187751648123087,0.10293517954235845,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,117,2540,0.7087053571428571,18214400,18210304,0.9997751229796206,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998027423232302,0.9997231226334595,0.31013245677321033,0.03167921391847278,0.10214736712203827,0.9963343286607539,0.31013245677321033,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.310190705317011,0.03176097349141535,0.03187751648123087,0.10239176399227061,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,118,2562,0.71484375,18370048,18368000,0.9998885141726358,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998032311292168,0.9997231247530343,0.3118419536636509,0.03168662668848366,0.10161117295545322,0.9965674656713915,0.3118419536636509,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3119000578671279,0.03176838563553353,0.03187751648123087,0.10185437557394471,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,119,2584,0.7209821428571429,18525696,18525696,1.0,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998037184817806,0.999723126777614,0.3135463675117983,0.03169370723350805,0.10108140459421988,0.9967901539644655,0.3135463675117983,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3136043278041351,0.031775465582716426,0.03187751648123087,0.10132342817208227,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,120,2605,0.7268415178571429,18681344,18676224,0.9997259297832105,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998042035829643,0.9997231286217034,0.3152429076277661,0.03170015655105812,0.10055787389351571,0.9969929896941686,0.3152429076277661,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3153007246737765,0.03178191435572232,0.03187751648123087,0.10079873552020928,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,121,2627,0.7329799107142857,18836992,18833920,0.9998369166372211,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998046881141784,0.9997231304681676,0.316937454393815,0.031706614174232865,0.10004060338932165,0.9971960866418109,0.316937454393815,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3169951283618063,0.031788371433651604,0.03187751648123087,0.10028031534090187,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,122,2649,0.7391183035714286,18992640,18991616,0.9999460843779485,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998051715054531,0.9997231322267616,0.3186280144600261,0.03171276448929511,0.09952911561476549,0.9973895185257069,0.3186280144600261,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3186855456866129,0.03179452122941576,0.03187751648123087,0.09976769156854598,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,123,2670,0.7449776785714286,19148288,19142144,0.9996791358057702,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998056519328855,0.9997231338256451,0.32030820910665897,0.03171835625109883,0.0990244875070841,0.997565383503199,0.32030820910665897,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3203655984670391,0.0318001125190825,0.03187751648123087,0.0992619453251135,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,124,2692,0.7511160714285714,19303936,19299840,0.9997878152932127,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998061302894282,0.9997231354185917,0.32198116124858656,0.0317239272488409,0.09852727757680314,0.9977405954358435,0.32198116124858656,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.32203840935427647,0.03180568304644078,0.03187751648123087,0.0987636322953364,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,125,2714,0.7572544642857143,19459584,19457536,0.9998947562291157,0.9997140644190229,0.999723155960061,0.9997231554449361,0.999806608436982,0.9997231369290113,0.3236533824955439,0.03172920962612596,0.09803453738526219,0.9979067300451046,0.3236533824955439,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3237104894082562,0.03181096497771155,0.03187751648123087,0.09826979977035064,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,126,2736,0.7633928571428571,19615232,19615232,1.0,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998070849886207,0.999723138363435,0.3253200223627283,0.031734226223421834,0.09754771929788729,0.9980645056803147,0.3253200223627283,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.32537698855372343,0.0318159811514341,0.03187751648123087,0.0977819030560636,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,127,2757,0.7692522321428571,19770880,19765760,0.9997410332772239,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998075596783584,0.9997231396589285,0.32698015062017766,0.031738756941674974,0.09706631084937914,0.9982070000660881,0.32698015062017766,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3270369766392594,0.03182051148713882,0.03187751648123087,0.09729943021775997,0,0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,128,2779,0.775390625,19926528,19923456,0.9998458336545132,0.9997140644190229,0.999723155960061,0.9997231554449361,0.9998080312332631,0.9997231409455163,0.32862931545307317,0.03174325651383564,0.09659289363784235,0.99834851488459,0.32862931545307317,0.03179576674935525,0.00028593558097710867,8.443438798150598e-05,0.9999155656120184,0.3286860022259316,0.03182501067938086,0.03187751648123087,0.09682496505435312,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,1,8,0.0009765625,144640,139264,0.9628318584070796,0.9984301656151496,0.998559587945804,0.998559589191473,0.998436472645655,0.9984324317815427,0.004017640692747562,0.0014435703631607874,0.35930798036933626,0.01750985615529373,0.004017640692747562,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.004238946707441553,0.0016654483330112723,0.0826471821706928,0.39289201963486486,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,2,16,0.001953125,281088,270336,0.9617486338797814,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984405427079031,0.9984337707944149,0.006610310522942054,0.002296534780984582,0.34741708018316547,0.027855929088639885,0.006610310522942054,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.006831040449694148,0.0025182232232252447,0.0826471821706928,0.368644168010745,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,3,24,0.0029296875,417536,401408,0.9613733905579399,0.9984301656151496,0.998559587945804,0.998559589191473,0.998443305634987,0.9984348962141518,0.00837032235002291,0.0030134382631739906,0.36001460124958545,0.03655164435871541,0.00837032235002291,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.008590661204383385,0.0032349674103718438,0.0826471821706928,0.3765679187442757,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,4,33,0.0040283203125,553984,548864,0.9907578558225508,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984458478405948,0.9984360312836713,0.009989732417938341,0.003736488752141401,0.3740329165806154,0.04532192004317403,0.009989732417938341,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.010209711441439428,0.0039578572384393485,0.0826471821706928,0.3876561312374706,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,5,41,0.0050048828125,690432,679936,0.9847979236188358,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984482422005158,0.9984369659520366,0.011514963323917562,0.0043318817274986396,0.37619587710722024,0.052543767776007,0.011514963323917562,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.011734603443049373,0.004553117918233998,0.0826471821706928,0.3880078215110793,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,6,49,0.0059814453125,826880,811008,0.9808049535603716,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984504256617529,0.9984378433999037,0.012905849686322794,0.004890824680736529,0.37896185060327087,0.059323493212307336,0.012905849686322794,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.013125180752272207,0.0051119366750578986,0.0826471821706928,0.38947552582641043,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,7,58,0.007080078125,963328,958464,0.9949508370980601,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984526067714438,0.9984387773049507,0.014295238090535853,0.005485731414808904,0.38374536891699107,0.06653944305808748,0.014295238090535853,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.014514260436147276,0.00570671122160988,0.0826471821706928,0.39317960751189973,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,8,66,0.008056640625,1099776,1089536,0.9906890130353817,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984546179871064,0.9984395661047827,0.015576402321628886,0.0059882046945498365,0.384440808018602,0.07263421687353082,0.015576402321628886,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.01579513999417607,0.006209072852426522,0.0826471821706928,0.3931002102365607,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,9,74,0.009033203125,1236224,1220608,0.9873679850900807,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984565699006196,0.9984403249248218,0.016819790498159355,0.006471580550263965,0.3847598786068216,0.07849734756566022,0.016819790498159355,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.017038251891433626,0.006692341302639712,0.0826471821706928,0.3927833292571781,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,10,83,0.0101318359375,1372672,1368064,0.9966430436404327,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984584832482203,0.9984411453563422,0.018038611807669996,0.006994203527782354,0.38773513185800845,0.0848365281094901,0.018038611807669996,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.018256802380397986,0.007214848153996567,0.0826471821706928,0.3951868461775664,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,11,91,0.0111083984375,1509120,1499136,0.9933842239185751,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984603759232517,0.998441850416767,0.01924426448648124,0.007443333978481032,0.3867819413784218,0.0902842775142901,0.01924426448648124,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.019462187164715962,0.007663878808479786,0.0826471821706928,0.3937830185075006,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,12,99,0.0120849609375,1645568,1630208,0.9906658369632856,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984621140827308,0.998442535609463,0.02035148923318083,0.007879808489880397,0.3871858417630318,0.0955785160946119,0.02035148923318083,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.020569165887483726,0.008100256335797324,0.0826471821706928,0.39380577608770734,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,13,108,0.01318359375,1782016,1777664,0.9975578221519896,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984638188859619,0.9984432853900974,0.02143746572065067,0.008357426155510314,0.38985140615103686,0.10137180254314751,0.02143746572065067,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.021654901072357947,0.008577767875388824,0.0826471821706928,0.39611207858798186,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,14,116,0.01416015625,1918464,1908736,0.9949292767547371,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984654590278988,0.9984439339919583,0.02248225232535306,0.008770591943703996,0.39011180093435155,0.10638331684420287,0.02248225232535306,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.02269945552680433,0.008990841858669357,0.0826471821706928,0.3960818288373767,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,15,124,0.01513671875,2054912,2039808,0.9926498069017068,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984670892017156,0.9984445690575494,0.02352068913906074,0.009175134994334738,0.39008784734532365,0.1112902412352372,0.02352068913906074,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.02373766160117149,0.00939529502034828,0.0826471821706928,0.395796990377713,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,16,133,0.0162353515625,2191360,2187264,0.9981308411214953,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984686683390888,0.9984452682349563,0.02452661523447639,0.009620517904541463,0.39224808692795754,0.11669253466738441,0.02452661523447639,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.02474336418108692,0.009840578967038284,0.0826471821706928,0.39770578062946366,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,17,141,0.0172119140625,2327808,2318336,0.9959309358847465,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984702217160267,0.9984458776646791,0.025516131678407227,0.010008730654033056,0.39225109746956055,0.1214013798852685,0.025516131678407227,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.025732660755721243,0.010228705456150221,0.0826471821706928,0.3974989432010459,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,18,149,0.0181884765625,2464256,2449408,0.9939746519842094,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984717316772476,0.9984464761657323,0.0264779918818601,0.010389981733197757,0.3924006691880537,0.12602578318806815,0.0264779918818601,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.026694307235059098,0.010609871821809568,0.0826471821706928,0.39745821940173975,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,19,158,0.019287109375,2600704,2596864,0.9985234767201496,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984731998061348,0.9984471371592318,0.027413204475895552,0.01081104111744472,0.3943734898614598,0.13113304324213151,0.027413204475895552,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.027629312026044482,0.01103083764719637,0.0826471821706928,0.3992440215955528,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,20,166,0.020263671875,2737152,2727936,0.9966329966329966,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984746436804623,0.9984477149406573,0.028332966675958297,0.011179093589112767,0.3945613502802971,0.13559735340045112,0.028332966675958297,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.028548869856115065,0.011398808338072879,0.0826471821706928,0.39927354026699924,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,21,174,0.021240234375,2873600,2859008,0.9949220489977728,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984760717873884,0.9984482842916717,0.029242684885600077,0.011541775805719882,0.394689333447743,0.13999652479170138,0.029242684885600077,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.029458385927526597,0.011761409967152305,0.0826471821706928,0.3992550710717036,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,22,183,0.0223388671875,3010048,3006464,0.9988093213131485,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984774808411149,0.9984489152853091,0.030140266019036185,0.01194372498171768,0.39627138573276643,0.1448719866556108,0.030140266019036185,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.030355767619575365,0.012163269830553934,0.0826471821706928,0.40069057000918235,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,23,191,0.0233154296875,3146496,3137536,0.9971523879261248,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984788697675983,0.9984494673187562,0.03102502589995283,0.012295375736935477,0.39630509178573065,0.14913735140532908,0.03102502589995283,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03124033090797069,0.012514842449420745,0.0826471821706928,0.40059890806815035,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,24,199,0.0242919921875,3282944,3268608,0.9956331877729258,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984802518844244,0.9984500124179789,0.031905447961972776,0.012642609322910907,0.39625236849767115,0.15334913788825744,0.031905447961972776,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03212055734132716,0.012861998880534584,0.0826471821706928,0.40042888247103964,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,25,208,0.025390625,3419392,3416064,0.9990267275585835,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984815966201076,0.9984506178961629,0.032762057866927284,0.013028304903103706,0.39766442498886945,0.15802745098005666,0.032762057866927284,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03297697690864924,0.013247608759659548,0.0826471821706928,0.401722959516794,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,26,216,0.0263671875,3555840,3547136,0.9975521958243341,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984829303717583,0.9984511496722636,0.033611670834734604,0.01336705152877434,0.39769077813771486,0.16213629446974756,0.033611670834734604,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03382640109353467,0.013586280116260386,0.0826471821706928,0.4016472245655825,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,27,224,0.02734375,3692288,3678208,0.9961866463287804,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984842469054951,0.9984516750234803,0.034450315821429135,0.01370170543994935,0.39772365254853415,0.16619549518210536,0.034450315821429135,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03466485973437878,0.01392085966776156,0.0826471821706928,0.4015841914385589,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,28,233,0.0284423828125,3828736,3825664,0.9991976464295266,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984855376954056,0.9984522592270216,0.03527256173668494,0.014073848862772005,0.39900274235354477,0.1707094267292284,0.03527256173668494,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03548692294763701,0.014292920400788528,0.0826471821706928,0.40276584199420595,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,29,241,0.0294189453125,3965184,3956736,0.9978694557427852,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984868194223822,0.9984527726793312,0.03608903447345791,0.014400923052594395,0.39903874577707854,0.1746766888468571,0.03608903447345791,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03630321426520531,0.014619921915141536,0.0826471821706928,0.40271701035447843,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,30,249,0.0303955078125,4101632,4087808,0.9966296342529023,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984880900213821,0.9984532812486182,0.03689841857935091,0.014724886708866472,0.39906552301693526,0.17860622159817147,0.03689841857935091,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03711241852697843,0.014943813587100833,0.0826471821706928,0.40266342588903514,0,0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,31,258,0.031494140625,4238080,4235264,0.9993355481727575,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984893463699286,0.9984538464529389,0.03769872500569912,0.015084927440633243,0.4001442340119666,0.18297335297199607,0.03769872500569912,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03791254712625561,0.015303774318274491,0.0826471821706928,0.4036598825003809,0,0
