model_a,model_b,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy
Qwen3-4B-Base,Qwen3-4B,2560,151936,122,2560,1.0,18851072,13109760,0.695438434482665,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908228378307108,0.9901264025115812,0.34771212473664537,0.29821138516231127,0.8576387302806148,1.0,0.34771212473664537,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,123,2560,1.0,19005568,13109760,0.6897852250456288,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908363520894535,0.9901264025115812,0.34867268171040816,0.29821138516231127,0.8552760247789996,1.0,0.34867268171040816,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,124,2560,1.0,19160064,13109760,0.6842231842231842,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908498415974543,0.9901264025115812,0.3496314794683429,0.29821138516231127,0.8529305931370307,1.0,0.3496314794683429,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,125,2560,1.0,19314560,13109760,0.6787501242585904,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908633084762051,0.9901264025115812,0.35058866880037765,0.29821138516231127,0.8506018924761953,1.0,0.35058866880037765,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,126,2560,1.0,19469056,13109760,0.6733639268385688,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908766791806439,0.9901264025115812,0.3515390223223378,0.29821138516231127,0.8483023682328824,1.0,0.3515390223223378,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,127,2560,1.0,19623552,13109760,0.6680625403596657,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9908900141732978,0.9901264025115812,0.35248683754717464,0.29821138516231127,0.8460213358247753,1.0,0.35248683754717464,0.29821138516231127,0.014069190180154734
Qwen3-4B-Base,Qwen3-4B,2560,151936,128,2560,1.0,19778048,13109760,0.6628439773227368,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9909033378513267,0.9901264025115812,0.3534338485590615,0.29821138516231127,0.8437544575260959,1.0,0.3534338485590615,0.29821138516231127,0.014069190180154734
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,1,85,0.09486607142857142,153728,153216,0.9966694421315571,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9884695022240937,0.9893792658004997,0.12014422836083208,0.1895654059270371,1.5778153350630437,0.7381097207629196,0.12014422836083208,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,2,170,0.18973214285714285,306560,305536,0.9966597077244259,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9887710264342312,0.9895908608176481,0.14315258599936825,0.20571155162745136,1.4370089802524362,0.8009778745594895,0.14315258599936825,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,3,255,0.2845982142857143,459392,457856,0.9966564502646977,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9888992075823058,0.9897434309778164,0.1529336834975558,0.2173536974057907,1.421228420286264,0.8463088300020597,0.1529336834975558,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,4,341,0.38058035714285715,612224,611968,0.9995818523938951,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9889971370380095,0.9898661479272237,0.16040637014898998,0.22671783920716804,1.4133967310436992,0.8827699345817599,0.16040637014898998,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,5,426,0.47544642857142855,765056,764288,0.9989961519156768,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9890760116074553,0.9899660270507263,0.166425038771205,0.23433929883432436,1.4080771773560188,0.9124455676947523,0.166425038771205,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,6,511,0.5703125,917888,916608,0.9986054943522521,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9891472692942409,0.9900491519957011,0.17186248719802294,0.24068230015348457,1.400435336864212,0.9371432751144605,0.17186248719802294,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,7,597,0.6662946428571429,1070720,1070720,1.0,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9892132964290667,0.9901187624731999,0.17690080876838024,0.24599405525583778,1.3905762046454107,0.9578256251254534,0.17690080876838024,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,8,682,0.7611607142857143,1223552,1223040,0.9995815461868396,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9892630331170916,0.9901749291471049,0.18069605793033777,0.2502799562784653,1.385088081860389,0.974513613060587,0.18069605793033777,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,9,767,0.8560267857142857,1376384,1375360,0.9992560215753743,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9893109520622269,0.9902194348557675,0.18435260088862418,0.25367604597022986,1.376037250071059,0.9877369477814748,0.18435260088862418,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,10,852,0.9508928571428571,1529216,1527680,0.998995563739851,0.986895013765239,0.9902607085466232,0.9902607098733518,0.989356806083352,0.9902518932273154,0.18785157603469893,0.25615284151708995,1.3635916553065,0.9973808322262104,0.18785157603469893,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,11,896,1.0,1682048,1606528,0.9551023514192223,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9893965949778758,0.9902607085466232,0.19088774057628377,0.25682551061798764,1.3454269501154967,1.0,0.19088774057628377,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,12,896,1.0,1834880,1606528,0.8755493547261947,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9894328518180284,0.9902607085466232,0.19365438523375436,0.25682551061798764,1.3262054990801335,1.0,0.19365438523375436,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,13,896,1.0,1987712,1606528,0.808229763667976,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9894679073721833,0.9902607085466232,0.1963293635608421,0.25682551061798764,1.3081360116485983,1.0,0.1963293635608421,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,14,896,1.0,2140544,1606528,0.7505232314776057,0.986895013765239,0.9902607085466232,0.9902607098733518,0.989501850824998,0.9902607085466232,0.19891948095636336,0.25682551061798764,1.291102859223361,1.0,0.19891948095636336,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,15,896,1.0,2293376,1606528,0.7005078975274879,0.986895013765239,0.9902607085466232,0.9902607098733518,0.98953412398879,0.9902607085466232,0.20138214388587317,0.25682551061798764,1.275314214370144,1.0,0.20138214388587317,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,16,896,1.0,2446208,1606528,0.6567421903615719,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9895636503790955,0.9902607085466232,0.20363520922883394,0.25682551061798764,1.2612038536488128,1.0,0.20363520922883394,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,17,896,1.0,2599040,1606528,0.6181236148731839,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9895917640616265,0.9902607085466232,0.20578047531514432,0.25682551061798764,1.248055775090761,1.0,0.20578047531514432,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,18,896,1.0,2751872,1606528,0.5837945950974464,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9896180250967291,0.9902607085466232,0.20778437174297526,0.25682551061798764,1.236019381359803,1.0,0.20778437174297526,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,19,896,1.0,2904704,1606528,0.5530780416868638,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9896441456588724,0.9902607085466232,0.2097775491241082,0.25682551061798764,1.2242754846279809,1.0,0.2097775491241082,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,20,896,1.0,3057536,1606528,0.525432243479717,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9896697294034587,0.9902607085466232,0.21172976365741353,0.25682551061798764,1.2129872823810481,1.0,0.21172976365741353,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,21,896,1.0,3210368,1606528,0.500418643594753,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9896944090492614,0.9902607085466232,0.21361298927556116,0.25682551061798764,1.2022935098140604,1.0,0.21361298927556116,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,22,896,1.0,3363200,1606528,0.47767840152235963,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9897185051481658,0.9902607085466232,0.21545168627781125,0.25682551061798764,1.192032956691866,1.0,0.21545168627781125,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,23,896,1.0,3516032,1606528,0.4569150678947177,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9897421949297474,0.9902607085466232,0.2172593784918436,0.25682551061798764,1.1821147257292253,1.0,0.2172593784918436,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,24,896,1.0,3668864,1606528,0.43788158950563444,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9897651492940708,0.9902607085466232,0.21901095334375117,0.25682551061798764,1.1726605756328734,1.0,0.21901095334375117,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,25,896,1.0,3821696,1606528,0.42037043239441335,0.986895013765239,0.9902607085466232,0.9902607098733518,0.989787430072033,0.9902607085466232,0.2207111289534801,0.25682551061798764,1.1636273704717421,1.0,0.2207111289534801,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,26,896,1.0,3974528,1606528,0.4042059837042285,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9898093757664246,0.9902607085466232,0.22238573539704914,0.25682551061798764,1.1548650373615441,1.0,0.22238573539704914,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,27,896,1.0,4127360,1606528,0.3892386416498682,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9898307473167731,0.9902607085466232,0.22401653072683225,0.25682551061798764,1.1464578519482695,1.0,0.22401653072683225,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,28,896,1.0,4280192,1606528,0.37534017165585093,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9898517740957608,0.9902607085466232,0.22562101764585557,0.25682551061798764,1.1383049030525692,1.0,0.22562101764585557,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,29,896,1.0,4433024,1606528,0.3624000230993561,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9898724808927333,0.9902607085466232,0.22720108775059522,0.25682551061798764,1.1303885609029827,1.0,0.22720108775059522,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,30,896,1.0,4585856,1606528,0.35032238256063863,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9898927534487522,0.9902607085466232,0.2287480223032705,0.25682551061798764,1.122744179521222,1.0,0.2287480223032705,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,31,896,1.0,4738688,1606528,0.3390237973042327,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899127131461312,0.9902607085466232,0.23027108360386786,0.25682551061798764,1.1153181137576136,1.0,0.23027108360386786,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,32,896,1.0,4891520,1606528,0.32843124427580794,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899322485752818,0.9902607085466232,0.23176177033948894,0.25682551061798764,1.1081444115730772,1.0,0.23176177033948894,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,33,896,1.0,5044352,1606528,0.3184805501281433,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899515834101862,0.9902607085466232,0.23323715036339526,0.25682551061798764,1.1011346615144308,1.0,0.23323715036339526,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,34,896,1.0,5197184,1606528,0.309115090017979,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899706982752636,0.9902607085466232,0.23469574518638706,0.25682551061798764,1.0942912936662994,1.0,0.23469574518638706,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,35,896,1.0,5350016,1606528,0.3002847094289064,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899896353408953,0.9902607085466232,0.23614077269672257,0.25682551061798764,1.0875949446808606,1.0,0.23614077269672257,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,36,896,1.0,5502848,1606528,0.2919448256611849,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990008505731735,0.9902607085466232,0.23758071246481197,0.25682551061798764,1.0810032007797183,1.0,0.23758071246481197,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,37,896,1.0,5655680,1606528,0.284055675002829,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990027286937917,0.9902607085466232,0.239013846834085,0.25682551061798764,1.0745214723742214,1.0,0.239013846834085,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,38,896,1.0,5808512,1606528,0.27658167875008266,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9900458798020579,0.9902607085466232,0.24043260941863717,0.25682551061798764,1.0681808563280508,1.0,0.24043260941863717,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,39,896,1.0,5961344,1606528,0.2694909067485453,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9900642951516883,0.9902607085466232,0.24183782643302132,0.25682551061798764,1.0619741105269869,1.0,0.24183782643302132,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,40,896,1.0,6114176,1606528,0.2627546213913371,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9900825384005733,0.9902607085466232,0.24322991098451377,0.25682551061798764,1.0558960844019694,1.0,0.24322991098451377,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,41,896,1.0,6267008,1606528,0.25634688833969893,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9901006793577899,0.9902607085466232,0.24461418998273124,0.25682551061798764,1.0499207369618193,1.0,0.24461418998273124,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,42,896,1.0,6419840,1606528,0.2502442428471738,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990118641090886,0.9902607085466232,0.24598479295585127,0.25682551061798764,1.044070682304666,1.0,0.24598479295585127,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,43,896,1.0,6572672,1606528,0.24442540263685758,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9901364566523224,0.9902607085466232,0.24734424203250868,0.25682551061798764,1.038332279367283,1.0,0.24734424203250868,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,44,896,1.0,6725504,1606528,0.23887101992653637,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9901541978457216,0.9902607085466232,0.24869801631973773,0.25682551061798764,1.0326801734027538,1.0,0.24869801631973773,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,45,896,1.0,6878336,1606528,0.233563466512831,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9901718672354984,0.9902607085466232,0.2500463114999325,0.25682551061798764,1.0271117741245184,1.0,0.2500463114999325,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,46,896,1.0,7031168,1606528,0.228486646884273,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9901894480104875,0.9902607085466232,0.2513878447662874,0.25682551061798764,1.021630583836524,1.0,0.2513878447662874,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,47,896,1.0,7184000,1606528,0.22362583518930956,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9902069595462694,0.9902607085466232,0.25272409460800205,0.25682551061798764,1.0162288285822025,1.0,0.25272409460800205,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,48,896,1.0,7336832,1606528,0.21896753258081963,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9902243254802616,0.9902607085466232,0.2540492340382306,0.25682551061798764,1.010928104508039,1.0,0.2540492340382306,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,49,896,1.0,7489664,1606528,0.2144993420265582,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990241599665181,0.9902607085466232,0.25536737238724866,0.25682551061798764,1.0057099629334314,1.0,0.25536737238724866,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,50,896,1.0,7642496,1606528,0.21020985814058654,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9902588148685535,0.9902607085466232,0.25668101004120286,0.25682551061798764,1.0005629578002735,1.0,0.25668101004120286,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,51,896,1.0,7795328,1606528,0.20608856997422045,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9902759123937673,0.9902607085466232,0.2579856680475176,0.25682551061798764,0.9955030159686379,1.0,0.2579856680475176,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,52,896,1.0,7948160,1606528,0.2021257750221435,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9902929272878286,0.9902607085466232,0.25928402073224527,0.25682551061798764,0.9905180808778168,1.0,0.25928402073224527,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,53,896,1.0,8100992,1606528,0.19831250296260014,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903098800660578,0.9902607085466232,0.2605776335545385,0.25682551061798764,0.9856007482861512,1.0,0.2605776335545385,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,54,896,1.0,8253824,1606528,0.19464044786998125,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903268080549413,0.9902607085466232,0.26186935478035567,0.25682551061798764,0.9807390820258499,1.0,0.26186935478035567,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,55,896,1.0,8406656,1606528,0.19110190782161182,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903437001420137,0.9902607085466232,0.26315833645265563,0.25682551061798764,0.9759353022213404,1.0,0.26315833645265563,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,56,896,1.0,8559488,1606528,0.18768973097456296,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903604235475607,0.9902607085466232,0.2644344465719228,0.25682551061798764,0.9712256249041079,1.0,0.2644344465719228,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,57,896,1.0,8712320,1606528,0.18439726731800485,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903770885414309,0.9902607085466232,0.26570609948110246,0.25682551061798764,0.9665773993127831,1.0,0.26570609948110246,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,58,896,1.0,8865152,1606528,0.1812183254161914,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9903936783124587,0.9902607085466232,0.26697201237338913,0.25682551061798764,0.9619941368939808,1.0,0.26697201237338913,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,59,896,1.0,9017984,1606528,0.17814713355002626,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904102475681659,0.9902607085466232,0.26823635980652316,0.25682551061798764,0.957459722474738,1.0,0.26823635980652316,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,60,896,1.0,9170816,1606528,0.17517830474409257,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904268042867327,0.9902607085466232,0.269499750570175,0.25682551061798764,0.9529712367993932,1.0,0.269499750570175,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,61,896,1.0,9323648,1606528,0.1723068052333164,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904432917660922,0.9902607085466232,0.27075785790918666,0.25682551061798764,0.9485431470067547,1.0,0.27075785790918666,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,62,896,1.0,9476480,1606528,0.16952792598095495,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990459749612211,0.9902607085466232,0.27201370402942227,0.25682551061798764,0.9441638667962413,1.0,0.27201370402942227,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,63,896,1.0,9629312,1606528,0.1668372569089048,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904761621536632,0.9902607085466232,0.2732660930940291,0.25682551061798764,0.9398367273089224,1.0,0.2732660930940291,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,64,896,1.0,9782144,1606528,0.16423066354369759,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904925538948598,0.9902607085466232,0.2745168949569951,0.25682551061798764,0.9355544789264102,1.0,0.2745168949569951,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,65,896,1.0,9934976,1606528,0.16170426581805533,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9905089097342452,0.9902607085466232,0.27576495726644396,0.25682551061798764,0.9313203286008634,1.0,0.27576495726644396,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,66,896,1.0,10087808,1606528,0.15925441879940616,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9905251726848178,0.9902607085466232,0.2770059315247294,0.25682551061798764,0.9271480549327509,1.0,0.2770059315247294,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,67,896,1.0,10240640,1606528,0.1568776951440535,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9905414151200697,0.9902607085466232,0.27824534032386217,0.25682551061798764,0.923018190777452,1.0,0.27824534032386217,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,68,896,1.0,10393472,1606528,0.15457086909937315,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9905576017080597,0.9902607085466232,0.2794804875953017,0.25682551061798764,0.9189389671807096,1.0,0.2794804875953017,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,69,896,1.0,10546304,1606528,0.15233090189700582,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990573760372419,0.9902607085466232,0.2807135041028945,0.25682551061798764,0.9149025852487995,1.0,0.2807135041028945,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,70,896,1.0,10699136,1606528,0.15015492839795663,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9905898540715962,0.9902607085466232,0.2819415633231706,0.25682551061798764,0.9109175234429905,1.0,0.2819415633231706,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,71,896,1.0,10851968,1606528,0.14804024486618464,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9906059312445429,0.9902607085466232,0.28316836147912927,0.25682551061798764,0.9069710658226794,1.0,0.28316836147912927,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,72,896,1.0,11004800,1606528,0.14598429776097702,0.986895013765239,0.9902607085466232,0.9902607098733518,0.990621992461129,0.9902607085466232,0.28439394205574703,0.25682551061798764,0.9030625222236435,1.0,0.28439394205574703,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,73,896,1.0,11157632,1606528,0.1439846734504239,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9906380032442186,0.9902607085466232,0.2856156742119479,0.25682551061798764,0.8991996371578829,1.0,0.2856156742119479,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,74,896,1.0,11310464,1606528,0.14203908875886967,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9906539912325074,0.9902607085466232,0.2868356669690902,0.25682551061798764,0.8953750882231236,1.0,0.2868356669690902,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,75,896,1.0,11463296,1606528,0.1401453822705093,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9906699589904107,0.9902607085466232,0.2880541160095681,0.25682551061798764,0.8915877133637515,1.0,0.2880541160095681,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,76,896,1.0,11616128,1606528,0.1383015063194896,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9906859059480583,0.9902607085466232,0.2892709778484051,0.25682551061798764,0.8878371156631524,1.0,0.2892709778484051,0.25682551061798764,0.013104986234760993
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,77,896,1.0,11768960,1606528,0.13650551960411114,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9907018087407794,0.9902607085466232,0.2904844696015663,0.25682551061798764,0.8841281978697659,1.0,0.2904844696015663,0.25682551061798764,0.013104986234760993
