model_a,model_b,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,33,1024,1.0,8229376,2098176,0.25496173707459713,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980553587349615,0.997860103859318,0.19971179313205062,0.11935755139071841,0.5976489896708227,1.0,0.19971179313205062,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,34,1024,1.0,8478720,2098176,0.24746376811594203,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980628186261638,0.997860103859318,0.2027818004701372,0.11935755139071841,0.5886009055743426,1.0,0.2027818004701372,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,35,1024,1.0,8728064,2098176,0.24039420425881386,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980701383301372,0.997860103859318,0.20579411583804474,0.11935755139071841,0.579985248386062,1.0,0.20579411583804474,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,36,1024,1.0,8977408,2098176,0.23371734915022244,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980774009794935,0.997860103859318,0.2087829512263111,0.11935755139071841,0.5716824610901314,1.0,0.2087829512263111,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,37,1024,1.0,9226752,2098176,0.22740136507408024,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980845376092238,0.997860103859318,0.21171992511072352,0.11935755139071841,0.5637520952659406,1.0,0.21171992511072352,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,38,1024,1.0,9476096,2098176,0.2214177652906851,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980915420720294,0.997860103859318,0.21460250766182568,0.11935755139071841,0.556179667661685,1.0,0.21460250766182568,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,39,1024,1.0,9725440,2098176,0.21574098446959727,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9980985049445164,0.997860103859318,0.21746797433551263,0.11935755139071841,0.5488511665012886,1.0,0.21746797433551263,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,40,1024,1.0,9974784,2098176,0.21034801355097013,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9981053521229184,0.997860103859318,0.22028582882826048,0.11935755139071841,0.541830366599624,1.0,0.22028582882826048,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,41,1024,1.0,10224128,2098176,0.2052180880364565,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9981121605925481,0.997860103859318,0.22308775330115074,0.11935755139071841,0.5350251173563759,1.0,0.22308775330115074,0.11935755139071841,0.0024299261795311103
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,1024,248320,42,1024,1.0,10473472,2098176,0.2003324208056316,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9981189043714629,0.997860103859318,0.2258630552718721,0.11935755139071841,0.5284509732990521,1.0,0.2258630552718721,0.11935755139071841,0.0024299261795311103
