model_a,model_b,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw,matrix_kind,raw_delta_over_Yc_energy
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,128,3840,1.0,34057984,29495040,0.8660242485286269,0.962656724315314,0.9672602147356555,0.9672602427168877,0.9686852753231788,0.9672602147356556,0.16143605233691574,0.12327494939683,0.7636147416412052,1.0,0.16143605233691574,0.12327494939683,0.037343275684686005,0.016466287288620318,0.9835337127113797,0.17524408720901566,0.13771135595319198,0.13771135595319198,0.7858259764789783,0,0,embed,0.03796847551035038
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,1,24,0.004464285714285714,272960,263424,0.9650644783118406,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.968187995571109,0.9691814148678816,0.01943701742618237,0.05005785399644697,2.5753876172903576,0.5050357408921238,0.01943701742618237,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.03196127176123745,0.06219100327045689,0.11062398333849813,1.9458237999741295,1,1,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,2,49,0.009114583333333334,540544,532224,0.9846080985081695,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9684197536031018,0.9693758821769034,0.026580652389339838,0.05605205172057332,2.1087537995513226,0.5655114474390506,0.026580652389339838,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.039013664547456375,0.0681086400207695,0.11062398333849813,1.7457637166568107,1,1,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,4,99,0.018415178571428572,1075712,1069824,0.9945264159923846,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9687176337455842,0.9695553885422602,0.03576241399806887,0.06158509813387897,1.7220621107178193,0.6213345795080495,0.03576241399806887,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.04807815197831493,0.0735710155217937,0.11062398333849813,1.5302380082116511,1,1,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,8,199,0.03701636904761905,2146048,2145024,0.9995228438506502,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.96907904792493,0.969729936724806,0.04690252830416512,0.06696531511651171,1.4277549108278016,0.6756158091863569,0.04690252830416512,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.0590759790194719,0.0788825136081742,0.11062398333849813,1.3352722192242286,1,1,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,16,398,0.0740327380952381,4286720,4284672,0.9995222454464019,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9695861831908311,0.9699184524752563,0.06253430246702618,0.07277606391534751,1.1637782951800208,0.7342406920062706,0.06253430246702618,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.07450809612939187,0.08461904453714639,0.11062398333849813,1.1357026810911353,1,1,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,32,796,0.1480654761904762,8568064,8563968,0.999521945681078,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.970241366454857,0.9701520983842271,0.08272946045971961,0.07997789019066687,0.966740140044882,0.8069002125080971,0.08272946045971961,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.09444531118569868,0.09172888538618315,0.11062398333849813,0.9712381084310847,0,0,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,64,1592,0.2961309523809524,17130752,17122560,0.9995217956573068,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9710119446110117,0.9704411149406276,0.1064815134557571,0.08888644347566103,0.8347593924140946,0.8967789717709959,0.1064815134557571,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.11789399075444111,0.10052365405042221,0.11062398333849813,0.8526613901789175,0,0,embed,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,128,3185,0.5924479166666666,34256128,34250496,0.9998355914597237,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9720580880942224,0.9707078347511928,0.13872750337413184,0.09710772904551614,0.6999890193628581,0.9797238588840592,0.13872750337413184,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.14972811831802527,0.10863993313597407,0.11062398333849813,0.7255813694607506,0,0,embed,0.03286232616619508
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,1,51,0.019921875,267328,263680,0.9863538424706727,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9540187906147337,0.9568399049248769,0.01816888946960361,0.07840779647296534,4.315497466377396,0.7764375649902537,0.01816888946960361,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.06337228450817343,0.12083779893845441,0.14237462778778165,1.9067925336172686,1,1,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,2,103,0.040234375,532096,529920,0.9959105123887418,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.954608223215663,0.9571140141273976,0.030754971325438477,0.08426081657216392,2.739746224457343,0.8343974220208958,0.030754971325438477,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.07537890455635614,0.12642134664380122,0.14237462778778165,1.67714491723986,1,1,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,4,206,0.08046875,1061632,1057280,0.9959006510730649,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9553403889266843,0.9573194750440842,0.0463888157317724,0.0886479982643801,1.9109778265726183,0.8778417327081457,0.0463888157317724,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.09029296850646752,0.13060654297925672,0.14237462778778165,1.4464752365506912,1,1,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,8,413,0.161328125,2120704,2117120,0.9983099951714147,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9561940994434608,0.9575082835137999,0.0646179914312439,0.0926796023038752,1.4342693149552623,0.9177649159149299,0.0646179914312439,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.1076828749858737,0.1344525324175421,0.14237462778778165,1.2485971649176357,1,1,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,16,827,0.323046875,4238848,4236800,0.9995168498610943,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9571455357888741,0.9577099379289775,0.0849338947340255,0.09698550423738682,1.141893993453397,0.9604043492714753,0.0849338947340255,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.12706343636201284,0.1385601911053363,0.14237462778778165,1.0904804330221982,1,1,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,32,1654,0.64609375,8475136,8471040,0.9995167039207394,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9581952561144438,0.9578721620454863,0.10734844378089632,0.1004494558514489,0.9357327625211912,0.9947063227671056,0.10734844378089632,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.14844602206578916,0.1418646627726687,0.14237462778778165,0.9556649669588069,0,0,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,64,2560,1.0,16947712,13109760,0.7735415848463792,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9594890745435731,0.9578971974013178,0.13497518962076838,0.1009840327263784,0.7481673706857321,1.0,0.13497518962076838,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.17480083560240056,0.14237462778778165,0.14237462778778165,0.8144962654047313,0,0,embed,0.0490923006278129
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,128,2560,1.0,33892864,13109760,0.3868000060425699,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9613606278998273,0.9578971974013178,0.17493823832598238,0.1009840327263784,0.5772553427581872,1.0,0.17493823832598238,0.1009840327263784,0.04683209657150381,0.046039888687322644,0.9539601113126773,0.21292398999362047,0.14237462778778165,0.14237462778778165,0.6686640983575755,0,0,embed,0.0490923006278129
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,1,8,0.0009765625,144640,139264,0.9628318584070796,0.9984301656151496,0.998559587945804,0.998559589191473,0.998436472645655,0.9984324317815427,0.004017640692747562,0.0014435703631607874,0.35930798036933626,0.01750985615529373,0.004017640692747562,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.004238946707441553,0.0016654483330112723,0.0826471821706928,0.39289201963486486,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,2,16,0.001953125,281088,270336,0.9617486338797814,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984405427079031,0.9984337707944149,0.006610310522942054,0.002296534780984582,0.34741708018316547,0.027855929088639885,0.006610310522942054,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.006831040449694148,0.0025182232232252447,0.0826471821706928,0.368644168010745,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,4,33,0.0040283203125,553984,548864,0.9907578558225508,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984458478405948,0.9984360312836713,0.009989732417938341,0.003736488752141401,0.3740329165806154,0.04532192004317403,0.009989732417938341,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.010209711441439428,0.0039578572384393485,0.0826471821706928,0.3876561312374706,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,8,66,0.008056640625,1099776,1089536,0.9906890130353817,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984546179871064,0.9984395661047827,0.015576402321628886,0.0059882046945498365,0.384440808018602,0.07263421687353082,0.015576402321628886,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.01579513999417607,0.006209072852426522,0.0826471821706928,0.3931002102365607,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,16,133,0.0162353515625,2191360,2187264,0.9981308411214953,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984686683390888,0.9984452682349563,0.02452661523447639,0.009620517904541463,0.39224808692795754,0.11669253466738441,0.02452661523447639,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.02474336418108692,0.009840578967038284,0.0826471821706928,0.39770578062946366,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,32,266,0.032470703125,4374528,4366336,0.99812734082397,0.9984301656151496,0.998559587945804,0.998559589191473,0.9984905839282501,0.9984543436603405,0.03848706187323807,0.015401653463709595,0.4001774288314566,0.18681509650333472,0.03848706187323807,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.03870070882634429,0.015620429965230963,0.0826471821706928,0.40362128857437995,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,64,533,0.0650634765625,8740864,8740864,1.0,0.9984301656151496,0.998559587945804,0.998559589191473,0.9985246356913472,0.9984689245676679,0.060178371113032134,0.024689835368840157,0.4102775617250525,0.299476545680595,0.060178371113032134,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.060387198284787315,0.024906548048144225,0.0826471821706928,0.4124474848242572,0,0,embed,0.0015701832775794945
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,128,1066,0.130126953125,17473536,17473536,1.0,0.9984301656151496,0.998559587945804,0.998559589191473,0.998575980197049,0.998491114660757,0.0928853280999253,0.038825143719346075,0.41799005842535536,0.4709314482224763,0.0928853280999253,0.08244330223834276,0.0015698343848503684,0.00022219872935090782,0.9997778012706491,0.09308688782739705,0.03903871555109568,0.0826471821706928,0.41937931820732677,0,0,embed,0.0015701832775794945
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,1,16,0.00390625,136448,135168,0.9906191369606003,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983735325495434,0.9983644939778197,0.007410005182688876,0.0018940043196226813,0.2556009439841447,0.0392160452439786,0.007410005182688876,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.007654616200457542,0.002139974684747429,0.0485312030825336,0.27956655548837517,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,2,32,0.0078125,268800,266240,0.9904761904761905,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983796680836861,0.9983660400528115,0.011154359120484682,0.002837532926757617,0.254387804454544,0.058752146700052944,0.011154359120484682,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.011398047390459805,0.003083270771411586,0.0485312030825336,0.2705086815126152,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,4,64,0.015625,533504,528384,0.9904030710172744,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.99838642600656,0.9983686350163071,0.01527854041199737,0.0044211703995244225,0.2893712540795277,0.0915419339981385,0.01527854041199737,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.01552121233062053,0.004666517977123502,0.0485312030825336,0.30065421938190423,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,8,129,0.031494140625,1062912,1060864,0.9980732177263969,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9983967627476953,0.9983731293351554,0.021586779674349344,0.007163934124079238,0.3318667365930379,0.14833185005129343,0.021586779674349344,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.02182789700866846,0.0074086057828904334,0.0485312030825336,0.3394099660607832,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,16,258,0.06298828125,2121728,2117632,0.9980694980694981,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9984123757436609,0.9983808293757905,0.03111497747519031,0.011863064925579796,0.38126541904260974,0.2456290548199348,0.03111497747519031,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.03135374670790279,0.012106578544138737,0.0485312030825336,0.3861286071143531,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,32,517,0.126220703125,4239360,4239360,1.0,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9984374867147706,0.9983935371564014,0.04643953787549812,0.01961828676368422,0.422447932541443,0.4062037310914133,0.04643953787549812,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.04667453056770954,0.019859889207723223,0.0485312030825336,0.425497352970974,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,64,1034,0.25244140625,8474624,8474624,1.0,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9984769517858697,0.9984120438616078,0.07052402521444025,0.030912438650761643,0.43832493333679035,0.640053235449582,0.07052402521444025,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.07075308259500115,0.031151257796558314,0.0485312030825336,0.4402812803912972,0,0,embed,0.0016390134695130289
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,128,2068,0.5048828125,16945152,16945152,1.0,0.9983613904442429,0.9984405298260309,0.9984405304987342,0.9985365583341695,0.9984323187692854,0.10690032247841896,0.04328567766084994,0.40491624961738026,0.8962456294198606,0.10690032247841896,0.048296668056131815,0.00163860955575709,0.0002464371180909272,0.9997535628819091,0.10712041538911532,0.04352144758128351,0.0485312030825336,0.4062852764637972,0,0,embed,0.0016390134695130289
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,1,31,0.01513671875,132352,129024,0.9748549323017408,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9611345469407145,0.9669504947054315,0.06828986763132078,0.20771388138070096,3.041650080537484,0.5089851501833726,0.06828986763132078,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.21208993636545467,0.32999525877101654,0.49944888427574513,1.5559213436812853,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,2,63,0.03076171875,262656,260096,0.9902534113060428,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9619989969975185,0.9686962606916845,0.08901307586518115,0.24956461847761297,2.8036849199055043,0.6115368119450393,0.08901307586518115,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.2296147262663032,0.36538675638771567,0.49944888427574513,1.5913036691032891,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,4,127,0.06201171875,523264,522240,0.9980430528375733,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9632037656868065,0.9702779037678526,0.11789464308267711,0.2874808850809829,2.4384558752120604,0.7044473893374954,0.11789464308267711,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.25403871466530237,0.3974510293781742,0.49944888427574513,1.5645293667219915,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,8,254,0.1240234375,1044480,1042432,0.9980392156862745,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9648893205077164,0.9717067905863489,0.15830195553337645,0.3217351706227009,2.03241437882848,0.7883845944726712,0.15830195553337645,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.28820956568244405,0.42641851117674207,0.49944888427574513,1.4795432280918108,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,16,509,0.24853515625,2086912,2086912,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.967128421150089,0.9730114903591843,0.21197925996900502,0.3530123564616422,1.665315543196342,0.8650266707062237,0.21197925996900502,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.3336023191626344,0.45286837860709667,0.49944888427574513,1.3575096832175166,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,32,1018,0.4970703125,4171776,4171776,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9698123464158546,0.974276932685501,0.27632021492505693,0.38334843502372506,1.3873340216085752,0.9393626438258852,0.27632021492505693,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.3880128961785235,0.47852238918387036,0.49944888427574513,1.233264136055168,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,64,2036,0.994140625,8341504,8341504,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9728090708844465,0.9753066664027277,0.3481598136310133,0.4080339400792898,1.1719731114968148,0.9998523685113072,0.3481598136310133,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.4487647768562495,0.4993979353258162,0.49944888427574513,1.1128278356074852,1,1,embed,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,128,2048,1.0,16680960,8390656,0.5030079803560467,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9761541919503947,0.9753091795753768,0.42835142200850046,0.4080941876317367,0.9527088429360654,1.0,0.42835142200850046,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.5165796186880441,0.49944888427574513,0.49944888427574513,0.966838152740509,0,0,embed,0.04932727078012333
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,1,21,0.0068359375,134400,132096,0.9828571428571429,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9675712784366403,0.9710654258710142,0.05439969253157625,0.15628674601373144,2.872934363057566,0.3883552467765857,0.05439969253157625,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.17391634209242715,0.2629256509613055,0.47796040311234456,1.5117938187865905,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,2,42,0.013671875,265728,261120,0.9826589595375722,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9682913619572484,0.9724665313123282,0.07539685694829952,0.19714206414625954,2.6147252302764037,0.4898761854369878,0.07539685694829952,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.19225962545439107,0.29861716922894677,0.47796040311234456,1.55319749803521,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,4,85,0.027669270833333332,528384,525312,0.9941860465116279,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9691585429686652,0.9737900453599145,0.10068328797285953,0.23573486799426835,2.3413505134815793,0.5857750267941237,0.10068328797285953,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.21435004491726078,0.33233213772025844,0.47796040311234456,1.5504178590143929,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,8,171,0.0556640625,1053696,1053696,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9703351557427421,0.9750829513764517,0.13499254678112,0.2734351616791929,2.025557471128735,0.6794560792889544,0.13499254678112,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.2443228757132912,0.36526740250968137,0.47796040311234456,1.495019250421383,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,16,342,0.111328125,2104320,2104320,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9718716718978201,0.9762773000466072,0.1797963527477904,0.30826158761513117,1.7145041203786018,0.7659958888612227,0.1797963527477904,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.28346382313981705,0.39569203446229706,0.47796040311234456,1.3959172287996837,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,32,684,0.22265625,4205568,4205568,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9738230967107179,0.977416516441478,0.23669862376307935,0.3414803924686656,1.4426800926838776,0.8485409381732362,0.23669862376307935,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.33317408212799704,0.4247122363467406,0.47796040311234456,1.274745723419077,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,64,1368,0.4453125,8408064,8408064,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.976076775071504,0.9785326928866858,0.30241441051497464,0.3740273674616622,1.2368040492010268,0.9294165647226944,0.30241441051497464,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.3905838958447639,0.4531455225287449,0.47796040311234456,1.1601746189475408,1,1,embed,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,128,2736,0.890625,16813056,16813056,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9786265130035193,0.9794382003543104,0.37676310069589514,0.40043137287790753,1.0628200376796353,0.9950275925344535,0.37676310069589514,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.45553547999739763,0.4762122635242703,0.47796040311234456,1.045390061663234,1,1,embed,0.03925597759130116
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,1,85,0.09486607142857142,153728,153216,0.9966694421315571,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9884695022240937,0.9893792658004997,0.12014422836083208,0.1895654059270371,1.5778153350630437,0.7381097207629196,0.12014422836083208,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.25240483371735983,0.3113905657646205,0.3685400790955853,1.233694938320049,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,2,170,0.18973214285714285,306560,305536,0.9966597077244259,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9887710264342312,0.9895908608176481,0.14315258599936825,0.20571155162745136,1.4370089802524362,0.8009778745594895,0.14315258599936825,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.27195455710284905,0.32510961025896656,0.3685400790955853,1.1954556442163795,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,4,341,0.38058035714285715,612224,611968,0.9995818523938951,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9889971370380095,0.9898661479272237,0.16040637014898998,0.22671783920716804,1.4133967310436992,0.8827699345817599,0.16040637014898998,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.2866147389714191,0.34295821631730083,0.3685400790955853,1.1965826235876176,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,8,682,0.7611607142857143,1223552,1223040,0.9995815461868396,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9892630331170916,0.9901749291471049,0.18069605793033777,0.2502799562784653,1.385088081860389,0.974513613060587,0.18069605793033777,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.3038544650715965,0.36297845758601577,0.3685400790955853,1.1945799693958357,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,16,896,1.0,2446208,1606528,0.6567421903615719,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9895636503790955,0.9902607085466232,0.20363520922883394,0.25682551061798764,1.2612038536488128,1.0,0.20363520922883394,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.32334538526802037,0.3685400790955853,0.3685400790955853,1.1397721937181913,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,32,896,1.0,4891520,1606528,0.32843124427580794,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899322485752818,0.9902607085466232,0.23176177033948894,0.25682551061798764,1.1081444115730772,1.0,0.23176177033948894,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.34724393979054763,0.3685400790955853,0.3685400790955853,1.061329045275443,1,1,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,64,896,1.0,9782144,1606528,0.16423066354369759,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904925538948598,0.9902607085466232,0.2745168949569951,0.25682551061798764,0.9355544789264102,1.0,0.2745168949569951,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.383572080752005,0.3685400790955853,0.3685400790955853,0.9608104906203053,0,0,embed,0.015423451482760149
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,896,151936,128,896,1.0,19563392,1606528,0.08211909263996754,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9914810435895718,0.9902607085466232,0.34994541330904666,0.25682551061798764,0.7339016339419137,1.0,0.34994541330904666,0.25682551061798764,0.013104986234760993,0.15032077940470487,0.8496792205952951,0.447662125436034,0.3685400790955853,0.3685400790955853,0.8232549911087924,0,0,embed,0.015423451482760149
