subset,model,model_group,matrix,mean,var,min,max,role,tied,vocab_size,hidden_dim
other_models,DeepSeek-V3.2,deepseek_v3_moe,E,3.152761220932007,0.203038290143013,0.49316585063934326,4.650850296020508,,False,129280,7168
other_models,DeepSeek-V3.2,deepseek_v3_moe,U,6.669526100158691,0.9223756194114685,1.0977716445922852,10.503616333007812,,False,129280,7168
other_models,DeepSeek-V3.2-Speciale,deepseek_v3_moe,E,3.1527652740478516,0.20304088294506073,0.49316585063934326,4.650862693786621,,False,129280,7168
other_models,DeepSeek-V3.2-Speciale,deepseek_v3_moe,U,6.669405937194824,0.9222848415374756,1.0959397554397583,10.502955436706543,,False,129280,7168
other_models,DeepSeek-V4-Flash,deepseek_v4_moe,E,7.287116527557373,2.901742696762085,0.37132906913757324,47.29735565185547,,False,129280,4096
other_models,DeepSeek-V4-Flash,deepseek_v4_moe,U,11.286921501159668,2.126633882522583,4.420812129974365,29.770727157592773,,False,129280,4096
other_models,DeepSeek-V4-Pro,deepseek_v4_moe,E,7.427170276641846,1.2792099714279175,0.4954865872859955,27.690338134765625,,False,129280,7168
other_models,DeepSeek-V4-Pro,deepseek_v4_moe,U,9.535568237304688,1.8792827129364014,4.304664134979248,22.322669982910156,,False,129280,7168
other_models,GLM-5-744B,glm5,E,0.7069623470306396,0.012689845636487007,0.0032584345899522305,0.9649168848991394,,False,154880,6144
other_models,GLM-5-744B,glm5,U,1.5126714706420898,0.052025001496076584,0.4310566186904907,5.139055252075195,,False,154880,6144
other_models,GLM-5.1,glm5.1,E,0.7053305506706238,0.012627276591956615,0.003246679902076721,0.9607012271881104,,False,154880,6144
other_models,GLM-5.1,glm5.1,U,1.5053001642227173,0.05169183015823364,0.42959457635879517,5.124720573425293,,False,154880,6144
other_models,MiniMax-M2.5-Chat,minimax_m2.5,E,1.3246935606002808,0.004791004583239555,0.004053841345012188,3.175111770629883,,False,200064,3072
other_models,MiniMax-M2.5-Chat,minimax_m2.5,U,0.936824381351471,0.014374783262610435,0.45452240109443665,1.9334876537322998,,False,200064,3072
other_models,MiniMax-M2.7,minimax_m2.7,E,1.3239061832427979,0.00480999518185854,0.004049685318022966,3.1698203086853027,,False,200064,3072
other_models,MiniMax-M2.7,minimax_m2.7,U,0.9450650215148926,0.014457931742072105,0.4749395549297333,1.897751808166504,,False,200064,3072
other_models,Qwen3-235B-A22B,qwen3,E,0.9924856424331665,0.057551782578229904,0.00138894806150347,1.6247628927230835,,False,151936,4096
other_models,Qwen3-235B-A22B,qwen3,U,1.3138353824615479,0.06132381409406662,0.22359779477119446,2.1080620288848877,,False,151936,4096
other_models,Qwen3-32B,qwen3,E,1.2745392322540283,0.09721522033214569,0.004637654405087233,2.508678913116455,,False,151936,5120
other_models,Qwen3-32B,qwen3,U,1.3555335998535156,0.0670214593410492,0.3374086916446686,2.348503589630127,,False,151936,5120
other_models,Qwen3.5-122B-A10B-Instruct,qwen3.5_moe,E,0.6591871976852417,0.014121408574283123,2.3919727027532645e-05,1.002873420715332,,False,248320,3072
other_models,Qwen3.5-122B-A10B-Instruct,qwen3.5_moe,U,0.8457857966423035,0.009932543151080608,0.37210366129875183,1.378379225730896,,False,248320,3072
other_models,Qwen3.5-27B-Instruct,qwen3.5_dense,E,0.8780957460403442,0.02273286134004593,4.198170699964976e-06,1.1719727516174316,,False,248320,5120
