model_a,model_b,matrix_kind,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw,raw_delta_over_Yc_energy
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,8,199,0.03701636904761905,2146048,2145024,0.9995228438506502,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.96907904792493,0.969729936724806,0.04690252830416512,0.06696531511651171,1.4277549108278016,0.6756158091863569,0.04690252830416512,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.0590759790194719,0.0788825136081742,0.11062398333849813,1.3352722192242286,1,1,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,16,398,0.0740327380952381,4286720,4284672,0.9995222454464019,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9695861831908311,0.9699184524752563,0.06253430246702618,0.07277606391534751,1.1637782951800208,0.7342406920062706,0.06253430246702618,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.07450809612939187,0.08461904453714639,0.11062398333849813,1.1357026810911353,1,1,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,32,796,0.1480654761904762,8568064,8563968,0.999521945681078,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.970241366454857,0.9701520983842271,0.08272946045971961,0.07997789019066687,0.966740140044882,0.8069002125080971,0.08272946045971961,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.09444531118569868,0.09172888538618315,0.11062398333849813,0.9712381084310847,0,0,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,64,1592,0.2961309523809524,17130752,17122560,0.9995217956573068,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9710119446110117,0.9704411149406276,0.1064815134557571,0.08888644347566103,0.8347593924140946,0.8967789717709959,0.1064815134557571,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.11789399075444111,0.10052365405042221,0.11062398333849813,0.8526613901789175,0,0,0.03286232616619508
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,128,3185,0.5924479166666666,34256128,34250496,0.9998355914597237,0.9675574083518943,0.9707730352560784,0.9707730427305877,0.9720580880942224,0.9707078347511928,0.13872750337413184,0.09710772904551614,0.6999890193628581,0.9797238588840592,0.13872750337413184,0.09911744841666441,0.032442591648105645,0.01277251391050981,0.9872274860894902,0.14972811831802527,0.10863993313597407,0.11062398333849813,0.7255813694607506,0,0,0.03286232616619508
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,1,51,0.019921875,267328,263680,0.9863538424706727,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9540187906147337,0.9568399049248769,0.01816888946960361,0.07840779647296534,4.315497466377396,0.7764375649902537,0.01816888946960361,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.06337228806945104,0.12083780228123468,0.14237463104867387,1.9067924792111965,1,1,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,2,103,0.040234375,532096,529920,0.9959105123887418,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.954608223215663,0.9571140141273976,0.030754971325438477,0.08426081657216392,2.739746224457343,0.8343974220208958,0.030754971325438477,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.07537890807198176,0.12642134996535154,0.14237463104867387,1.677144883083577,1,1,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,4,206,0.08046875,1061632,1057280,0.9959006510730649,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9553403889266843,0.9573194750440842,0.0463888157317724,0.0886479982643801,1.9109778265726183,0.8778417327081457,0.0463888157317724,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.0902929719653864,0.13060654628489393,0.14237463104867387,1.4464752177496345,1,1,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,8,413,0.161328125,2120704,2117120,0.9983099951714147,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9561940994434608,0.9575082835137999,0.0646179914312439,0.0926796023038752,1.4342693149552623,0.9177649159149299,0.0646179914312439,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.10768287837867209,0.13445253570855598,0.14237463104867387,1.248597156139782,1,1,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,16,827,0.323046875,4238848,4236800,0.9995168498610943,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9571455357888741,0.9577099379289775,0.0849338947340255,0.09698550423738682,1.141893993453397,0.9604043492714753,0.0849338947340255,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.12706343968112177,0.13856019438073192,0.14237463104867387,1.0904804303146711,1,1,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,32,1654,0.64609375,8475136,8471040,0.9995167039207394,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9581952561144438,0.9578721620454863,0.10734844378089632,0.1004494558514489,0.9357327625211912,0.9947063227671056,0.10734844378089632,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.14844602530359655,0.14186466603549994,0.14237463104867387,0.9556649680943855,0,0,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,64,2560,1.0,16947712,13109760,0.7735415848463792,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9594890745435731,0.9578971974013178,0.13497518962076838,0.1009840327263784,0.7481673706857321,1.0,0.13497518962076838,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.1748008387400008,0.14237463104867387,0.14237463104867387,0.8144962694397723,0,0,0.04909230081447331
Gemma-3-4B,Gemma-3-4B-Instruct,lm_head,2560,262208,128,2560,1.0,33892864,13109760,0.3868000060425699,0.9531679034284962,0.9578971974013178,0.9578971652648591,0.9613606278998273,0.9578971974013178,0.17493823832598238,0.1009840327263784,0.5772553427581872,1.0,0.17493823832598238,0.1009840327263784,0.04683209657150381,0.046039892314502076,0.9539601076854979,0.21292399298626752,0.14237463104867387,0.14237463104867387,0.6686641042743187,0,0,0.04909230081447331
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,1,8,0.0009765625,144640,139264,0.9628318584070796,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9954287076959707,0.99590496399753,0.08102399635875246,0.17676674996262134,2.1816592356163937,0.3695089904283485,0.08102399635875246,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.14429507421152432,0.23344598298690303,0.514295917156857,1.6178375059753671,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,2,16,0.001953125,281088,270336,0.9617486338797814,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9955821193681927,0.9961402832131258,0.11186465061449251,0.22407344092560033,2.003076393612503,0.4683977668635807,0.11186465061449251,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.17301236351680466,0.27749562989757165,0.514295917156857,1.6039063582332864,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,4,33,0.0040283203125,553984,548864,0.9907578558225508,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9957950710104728,0.9964054055025634,0.1546747437295017,0.2773715032282159,1.7932565882461635,0.5798107627883865,0.1546747437295017,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.21287500128626433,0.32712414496936837,0.514295917156857,1.5366959154093776,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,8,66,0.008056640625,1099776,1089536,0.9906890130353817,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9960326421220294,0.9966069123942118,0.20243413782608222,0.31788083531139893,1.5702926330760514,0.6644905026384934,0.20243413782608222,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.2573461829266841,0.3648444280525305,0.514295917156857,1.4177184363230746,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,16,133,0.0162353515625,2191360,2187264,0.9981308411214953,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9963450821432568,0.9967936157886382,0.2652445780668158,0.35541419084087184,1.3399489385654553,0.7429493322091931,0.2652445780668158,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.3158321530629842,0.3997936292076003,0.514295917156857,1.2658420788711537,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,32,266,0.032470703125,4374528,4366336,0.99812734082397,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.996713534495755,0.996963725176575,0.3393152889099143,0.3896116201695936,1.1482288977347925,0.8144348213590067,0.3393152889099143,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.3848031293169374,0.4316365811562284,0.514295917156857,1.1217075649109842,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,64,533,0.0650634765625,8740864,8740864,1.0,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9970788314088778,0.9971094237735801,0.4127516554857702,0.4189016995403437,1.0149001075412658,0.8756621034136954,0.4127516554857702,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.4531834356165343,0.45891005194869383,0.514295917156857,1.012636420226544,1,1,0.005342136250784269
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,lm_head,8192,128256,128,1066,0.130126953125,17473536,17473536,1.0,0.9950256673885755,0.9974053026118898,0.9974053150616384,0.9974685416327216,0.9972279457792849,0.49109587857787446,0.44272841459203505,0.9015111588272683,0.9254688992383407,0.49109587857787446,0.4783828121684043,0.004974332611424567,0.06884954297182258,0.9311504570281774,0.5261336947542647,0.48109630855855645,0.514295917156857,0.9143993501181418,0,0,0.005342136250784269
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,1,16,0.00390625,136448,135168,0.9906191369606003,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9961778999261659,0.9967186117079234,0.07218136156494766,0.20343969061042474,2.818451830218981,0.49461927136822115,0.07218136156494766,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.15564530656795833,0.27509600694247327,0.464262912583305,1.7674545606832033,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,2,32,0.0078125,268800,266240,0.9904761904761905,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9962831341553049,0.9969164889836022,0.09772707656728061,0.2514745983707991,2.5732336134875617,0.6114056811655756,0.09772707656728061,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.17889300117741191,0.31880983002804647,0.464262912583305,1.7821257842942448,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,4,64,0.015625,533504,528384,0.9904030710172744,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9964662814715376,0.9970699605811547,0.14218627185192972,0.28872998308832615,2.030645992244627,0.7019840299048739,0.14218627185192972,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.21935277278549536,0.35271382552755304,0.464262912583305,1.6079752311700712,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,8,129,0.031494140625,1062912,1060864,0.9980732177263969,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.996683736243778,0.9972035643153827,0.1949736366000343,0.32116242399429024,1.6472094873683745,0.780836441848027,0.1949736366000343,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.2673915352468201,0.38222873562312665,0.464262912583305,1.4294720858321273,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,16,258,0.06298828125,2121728,2117632,0.9980694980694981,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9969689440204133,0.9973199158422986,0.26420811133303457,0.34940687421735095,1.3224683846928653,0.8495066671497284,0.26420811133303457,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.33039787211747457,0.40793239485277294,0.464262912583305,1.2346701636980597,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,32,517,0.126220703125,4239360,4239360,1.0,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9973001640649014,0.9974138162901206,0.3446121103814071,0.3722013024017528,1.0800586839209183,0.9049263516075376,0.3446121103814071,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.40356895443341906,0.42867630063813467,0.464262912583305,1.0622132746557882,1,1,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,64,1034,0.25244140625,8474624,8474624,1.0,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9976356405427377,0.9974891136642225,0.4260493629075538,0.3904798157236149,0.916513084443558,0.9493665732468174,0.4260493629075538,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.4776803416616847,0.44531053051123365,0.464262912583305,0.9322354128330932,0,0,0.004526652251198366
Llama-3.1-8B,Llama-3.1-8B-Instruct,lm_head,4096,128256,128,2068,0.5048828125,16945152,16945152,1.0,0.9958805526042451,0.9975749045071948,0.9975749153712573,0.9979766256320973,0.9975473102441361,0.5088238364233562,0.40460709405066864,0.795181092330006,0.9837139716899475,0.5088238364233562,0.41130562917143865,0.004119447395754818,0.08995717648417684,0.9100428235158231,0.5530086572550412,0.4581669587685795,0.464262912583305,0.8284987093019018,0,0,0.004526652251198366
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,1,31,0.01513671875,132352,129024,0.9748549323017408,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9611345469407145,0.9669504947054315,0.06828986763132078,0.20771388138070096,3.041650080537484,0.5089851501833726,0.06828986763132078,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.21208993636545467,0.32999525877101654,0.49944888427574513,1.5559213436812853,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,2,63,0.03076171875,262656,260096,0.9902534113060428,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9619989969975185,0.9686962606916845,0.08901307586518115,0.24956461847761297,2.8036849199055043,0.6115368119450393,0.08901307586518115,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.2296147262663032,0.36538675638771567,0.49944888427574513,1.5913036691032891,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,4,127,0.06201171875,523264,522240,0.9980430528375733,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9632037656868065,0.9702779037678526,0.11789464308267711,0.2874808850809829,2.4384558752120604,0.7044473893374954,0.11789464308267711,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.25403871466530237,0.3974510293781742,0.49944888427574513,1.5645293667219915,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,8,254,0.1240234375,1044480,1042432,0.9980392156862745,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9648893205077164,0.9717067905863489,0.15830195553337645,0.3217351706227009,2.03241437882848,0.7883845944726712,0.15830195553337645,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.28820956568244405,0.42641851117674207,0.49944888427574513,1.4795432280918108,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,16,509,0.24853515625,2086912,2086912,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.967128421150089,0.9730114903591843,0.21197925996900502,0.3530123564616422,1.665315543196342,0.8650266707062237,0.21197925996900502,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.3336023191626344,0.45286837860709667,0.49944888427574513,1.3575096832175166,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,32,1018,0.4970703125,4171776,4171776,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9698123464158546,0.974276932685501,0.27632021492505693,0.38334843502372506,1.3873340216085752,0.9393626438258852,0.27632021492505693,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.3880128961785235,0.47852238918387036,0.49944888427574513,1.233264136055168,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,64,2036,0.994140625,8341504,8341504,1.0,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9728090708844465,0.9753066664027277,0.3481598136310133,0.4080339400792898,1.1719731114968148,0.9998523685113072,0.3481598136310133,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.4487647768562495,0.4993979353258162,0.49944888427574513,1.1128278356074852,1,1,0.04932727078012333
Llama-3.2-1B,Llama-3.2-1B-Instruct,lm_head,2048,128256,128,2048,1.0,16680960,8390656,0.5030079803560467,0.9582858963221983,0.9753091795753769,0.9753091845405636,0.9761541919503947,0.9753091795753768,0.42835142200850046,0.4080941876317367,0.9527088429360654,1.0,0.42835142200850046,0.4080941876317367,0.04171410367780169,0.15433992154679282,0.8456600784532071,0.5165796186880441,0.49944888427574513,0.49944888427574513,0.966838152740509,0,0,0.04932727078012333
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,1,21,0.0068359375,134400,132096,0.9828571428571429,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9675712784366403,0.9710654258710142,0.05439969253157625,0.15628674601373144,2.872934363057566,0.3883552467765857,0.05439969253157625,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.17391634209242715,0.2629256509613055,0.47796040311234456,1.5117938187865905,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,2,42,0.013671875,265728,261120,0.9826589595375722,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9682913619572484,0.9724665313123282,0.07539685694829952,0.19714206414625954,2.6147252302764037,0.4898761854369878,0.07539685694829952,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.19225962545439107,0.29861716922894677,0.47796040311234456,1.55319749803521,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,4,85,0.027669270833333332,528384,525312,0.9941860465116279,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9691585429686652,0.9737900453599145,0.10068328797285953,0.23573486799426835,2.3413505134815793,0.5857750267941237,0.10068328797285953,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.21435004491726078,0.33233213772025844,0.47796040311234456,1.5504178590143929,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,8,171,0.0556640625,1053696,1053696,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9703351557427421,0.9750829513764517,0.13499254678112,0.2734351616791929,2.025557471128735,0.6794560792889544,0.13499254678112,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.2443228757132912,0.36526740250968137,0.47796040311234456,1.495019250421383,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,16,342,0.111328125,2104320,2104320,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9718716718978201,0.9762773000466072,0.1797963527477904,0.30826158761513117,1.7145041203786018,0.7659958888612227,0.1797963527477904,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.28346382313981705,0.39569203446229706,0.47796040311234456,1.3959172287996837,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,32,684,0.22265625,4205568,4205568,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9738230967107179,0.977416516441478,0.23669862376307935,0.3414803924686656,1.4426800926838776,0.8485409381732362,0.23669862376307935,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.33317408212799704,0.4247122363467406,0.47796040311234456,1.274745723419077,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,64,1368,0.4453125,8408064,8408064,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.976076775071504,0.9785326928866858,0.30241441051497464,0.3740273674616622,1.2368040492010268,0.9294165647226944,0.30241441051497464,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.3905838958447639,0.4531455225287449,0.47796040311234456,1.1601746189475408,1,1,0.03925597759130116
Llama-3.2-3B,Llama-3.2-3B-Instruct,lm_head,3072,128256,128,2736,0.890625,16813056,16813056,1.0,0.9657056778564524,0.9795068252828063,0.9795068249326268,0.9786265130035193,0.9794382003543104,0.37676310069589514,0.40043137287790753,1.0628200376796353,0.9950275925344535,0.37676310069589514,0.40243243090170117,0.03429432214354759,0.1263923548003308,0.8736076451996693,0.45553547999739763,0.4762122635242703,0.47796040311234456,1.045390061663234,1,1,0.03925597759130116
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,1,85,0.09486607142857142,153728,153216,0.9966694421315571,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9884695022240937,0.9893792658004997,0.12014422836083208,0.1895654059270371,1.5778153350630437,0.7381097207629196,0.12014422836083208,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.2524048573021412,0.31139058748854764,0.36854009901658646,1.2336949091110303,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,2,170,0.18973214285714285,306560,305536,0.9966597077244259,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9887710264342312,0.9895908608176481,0.14315258599936825,0.20571155162745136,1.4370089802524362,0.8009778745594895,0.14315258599936825,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.2719545800708849,0.32510963155009176,0.36854009901658646,1.1954556215429504,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,4,341,0.38058035714285715,612224,611968,0.9995818523938951,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9889971370380095,0.9898661479272237,0.16040637014898998,0.22671783920716804,1.4133967310436992,0.8827699345817599,0.16040637014898998,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.2866147614769624,0.34295823704534656,0.36854009901658646,1.1965826019498753,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,8,682,0.7611607142857143,1223552,1223040,0.9995815461868396,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9892630331170916,0.9901749291471049,0.18069605793033777,0.2502799562784653,1.385088081860389,0.974513613060587,0.18069605793033777,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.3038544870332691,0.3629784776824724,0.36854009901658646,1.1945799491936737,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,16,896,1.0,2446208,1606528,0.6567421903615719,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9895636503790955,0.9902607085466232,0.20363520922883394,0.25682551061798764,1.2612038536488128,1.0,0.20363520922883394,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.3233454066148025,0.36854009901658646,0.36854009901658646,1.139772180081172,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,32,896,1.0,4891520,1606528,0.32843124427580794,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9899322485752818,0.9902607085466232,0.23176177033948894,0.25682551061798764,1.1081444115730772,1.0,0.23176177033948894,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.34724396038338934,0.36854009901658646,0.36854009901658646,1.0613290397036257,1,1,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,64,896,1.0,9782144,1606528,0.16423066354369759,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9904925538948598,0.9902607085466232,0.2745168949569951,0.25682551061798764,0.9355544789264102,1.0,0.2745168949569951,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.3835721001987836,0.36854009901658646,0.36854009901658646,0.9608104938435122,0,0,0.015423451969331974
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,128,896,1.0,19563392,1606528,0.08211909263996754,0.986895013765239,0.9902607085466232,0.9902607098733518,0.9914810435895718,0.9902607085466232,0.34994541330904666,0.25682551061798764,0.7339016339419137,1.0,0.34994541330904666,0.25682551061798764,0.013104986234760993,0.15032080620998606,0.8496791937900139,0.44766214286093003,0.36854009901658646,0.36854009901658646,0.8232550035643208,0,0,0.015423451969331974
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,lm_head,1536,151936,1,49,0.031901041666666664,155008,152064,0.9810074318744839,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9996848375282185,0.9996564953361704,0.5729875186266705,0.5345867861866249,0.9329815551094656,0.9407633113583391,0.5729875186266705,0.5682479107468079,0.0007380638401198979,0.14089408045399568,0.8591059195460043,0.6331510495321447,0.6001607529779993,0.6290792243462279,0.9478950614098752,0,0,0.0008591069195634558
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,lm_head,1536,151936,2,99,0.064453125,308480,305664,0.9908713692946058,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9997060196962243,0.9996632659208573,0.6016871606553689,0.5437602266383244,0.903725826633978,0.9569066887086287,0.6016871606553689,0.5682479107468079,0.0007380638401198979,0.14089408045399568,0.8591059195460043,0.6578070818878508,0.608041709972657,0.6290792243462279,0.9243465549620243,0,0,0.0008591069195634558
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,lm_head,1536,151936,4,199,0.12955729166666666,615424,612864,0.9958402662229617,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9997237384245498,0.9996692389827484,0.6256942009171013,0.5518531063683462,0.8819853301492587,0.9711485003844269,0.6256942009171013,0.5682479107468079,0.0007380638401198979,0.14089408045399568,0.8591059195460043,0.6784316722874844,0.6149943508548926,0.6290792243462279,0.9064941628997087,0,0,0.0008591069195634558
Qwen2.5-1.5B,Qwen2.5-1.5B-Instruct,lm_head,1536,151936,8,399,0.259765625,1229312,1227264,0.9983340274885465,0.9992619361598801,0.999681339395026,0.9996813415065288,0.9997447247627924,0.9996745073410322,0.6541285139153316,0.5589911857558358,0.8545586591386383,0.983710058909312,0.6541285139153316,0.5682479107468079,0.0007380638401198979,0.14089408045399568,0.8591059195460043,0.7028597589024879,0.6211267171108743,0.6290792243462279,0.8837135847423684,0,0,0.0008591069195634558
