model_a,model_b,matrix_kind,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw,raw_delta_over_Yc_energy
Gemma-2-2B,Gemma-2-2B-Instruct,lm_head,2304,256000,64,2304,1.0,16533760,10619136,0.6422698769064025,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.999540374049996,0.9993343738643692,0.5639731396716843,0.3685498521808143,0.653488306899447,1.0,0.5639731396716843,0.3685498521808143,0.0010541230181506573,0.18121540361179148,0.8187845963882086,0.6429879231516622,0.4829783455785934,0.4829783455785934,0.7511468383593153,0,0,0.0012874240951778583
Gemma-2-2B,Gemma-2-2B-Instruct,lm_head,2304,256000,128,2304,1.0,33065216,10619136,0.32115731528867075,0.9989458769818493,0.9993343738643692,0.9993343784311904,0.9996098415225366,0.9993343738643692,0.6298738660048683,0.3685498521808143,0.5851169131979288,1.0,0.6298738660048683,0.3685498521808143,0.0010541230181506573,0.18121540361179148,0.8187845963882086,0.696946422764068,0.4829783455785934,0.4829783455785934,0.6929920719918702,0,0,0.0012874240951778583
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,1,36,0.010044642857142858,263168,261632,0.9941634241245136,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.988880582994913,0.9905094358089368,0.08386193198514968,0.21806447780546617,2.6002796816567635,0.8116662790797176,0.08386193198514968,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.25742418851204735,0.3662020767425965,0.4072144950269603,1.4225628091101408,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,2,72,0.020089285714285716,522752,519680,0.9941234084231146,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9894028519661221,0.9906708597874104,0.1268921093810327,0.23136433441687307,1.8233153782803804,0.8611701929528639,0.1268921093810327,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.2923023035187261,0.3769822769773594,0.4072144950269603,1.289699986757745,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,4,144,0.04017857142857143,1041920,1035776,0.9941031941031941,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9898155147543514,0.9907875360762226,0.16089174167983056,0.24097739144734306,1.4977610965693964,0.8969513266295892,0.16089174167983056,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.31986070920672394,0.3847741414075203,0.4072144950269603,1.202942813332047,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,8,289,0.08063616071428571,2080256,2075136,0.9975387644597588,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9902330524164056,0.9908814561831933,0.1952930189107146,0.24871554762122747,1.2735506318069514,0.9257538188640079,0.1952930189107146,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.3477446682384664,0.39104630474278473,0.4072144950269603,1.124521352760538,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,16,579,0.16155133928571427,4156928,4153856,0.9992609927330952,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9905977801763844,0.9909700623494204,0.22534324413615303,0.25601588377234114,1.1361151950828206,0.9529266841533818,0.22534324413615303,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.3721018815900831,0.3969635930105835,0.4072144950269603,1.0668142588106788,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,32,1158,0.32310267857142855,8310272,8304128,0.9992606740188528,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9909554586554341,0.9910545037402363,0.25481267320937695,0.26297308059363933,1.0320251237172848,0.9788223371895718,0.25481267320937695,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.3959883305568356,0.4026027496569735,0.4072144950269603,1.0167035707613827,1,1,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,64,2317,0.646484375,16616960,16611840,0.9996918810660915,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9913180376547409,0.9911148735949981,0.284685860245685,0.26794700342453015,0.9412023596580837,0.9973359689245872,0.284685860245685,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.42020204558483965,0.4066343633529643,0.4072144950269603,0.9677115274082215,0,0,0.014974116895628813
Gemma-2-9B,Gemma-2-9B-Instruct,lm_head,3584,256000,128,3584,1.0,33230336,25693696,0.7732000061630433,0.9878627279082711,0.9911235605544993,0.9911235620291692,0.9917310055329271,0.9911235605544993,0.3187106291612342,0.26866272928414836,0.8429675847059156,1.0,0.3187106291612342,0.26866272928414836,0.01213727209172885,0.18944989034565943,0.8105501096543406,0.44778082576030176,0.4072144950269603,0.4072144950269603,0.9094058333907832,0,0,0.014974116895628813
