model_a,model_b,matrix_kind,hidden_dim,vocab,baseline_rank_w,baseline_w_params,baseline_w_gain,identity_R2,delta_over_Yc_energy,full_affine_gain_over_delta,residual_gain_over_delta,same_budget_hybrid_gain,same_budget_rank_affine,same_budget_rank_residual_w,same_budget_hybrid_params,same_budget_mode,same_budget_gain_over_w,same_budget_param_ratio,match_hybrid_params,match_rank_affine,match_rank_residual_w,match_hybrid_gain,match_mode,match_param_ratio_over_w,match_param_saving
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,1,250368,0.02217266336083412,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.09457601606845856,121,0,248832,decomposed_hybrid,4.265433273817615,0.9938650306748467,5120,2,0,0.023697353899478912,decomposed_hybrid,0.02044989775051125,0.9795501022494888
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,2,499712,0.04020819440484047,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.10604138858616352,121,1,498176,decomposed_hybrid,2.637307895959579,0.9969262295081968,13312,6,0,0.0405418835580349,decomposed_hybrid,0.02663934426229508,0.9733606557377049
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,4,998400,0.06268264353275299,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.12458578683435917,243,2,997376,decomposed_hybrid,1.9875643369964207,0.9989743589743589,44032,21,0,0.06323762238025665,decomposed_hybrid,0.0441025641025641,0.9558974358974359
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,8,1995776,0.09485430270433426,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.14966165274381638,365,5,1995264,decomposed_hybrid,1.5778056290215896,0.9997434581836839,254976,124,0,0.09493868052959442,decomposed_hybrid,0.12775782452539763,0.8722421754746024
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,16,3990528,0.1374833881855011,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.18454217910766602,365,13,3990016,decomposed_hybrid,1.342287104960421,0.999871696176546,1469440,230,4,0.1375301480293274,decomposed_hybrid,0.3682319733128047,0.6317680266871952
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,32,7980032,0.19661562144756317,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.23499920219182968,487,28,7980032,decomposed_hybrid,1.1952214196495232,1.0,4819968,405,16,0.19661827385425568,decomposed_hybrid,0.6040035929680483,0.3959964070319517
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,64,15959040,0.2781764566898346,0.9975700738204689,0.0024299261795311103,0.11935755139071841,0.8806423300235259,0.3075069338083267,608,59,15957504,decomposed_hybrid,1.1054383878043117,0.9999037536092397,12403200,577,45,0.2781905010342598,decomposed_hybrid,0.7771896053897979,0.22281039461020213
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,1,253440,0.01983749121427536,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.060210250318050385,49,0,253440,decomposed_hybrid,3.0351746431888613,1.0,17920,3,0,0.022991374135017395,decomposed_hybrid,0.0707070707070707,0.9292929292929293
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,2,504320,0.029521677643060684,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.07232536375522614,98,0,504320,decomposed_hybrid,2.449906967676236,1.0,33280,6,0,0.029698755592107773,decomposed_hybrid,0.06598984771573604,0.934010152284264
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,4,1006080,0.04110850393772125,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.08734033722430468,147,1,1006080,decomposed_hybrid,2.124629428417632,1.0,79360,15,0,0.04122137278318405,decomposed_hybrid,0.07888040712468193,0.9211195928753181
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,8,2009600,0.05819954723119736,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.10374131519347429,245,3,2009600,decomposed_hybrid,1.7825106917303417,1.0,227840,44,0,0.05836855247616768,decomposed_hybrid,0.11337579617834395,0.8866242038216561
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,16,4016640,0.08290769159793854,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.12594714388251305,343,9,4016640,decomposed_hybrid,1.5191249624135557,1.0,847360,116,1,0.08302456606179476,decomposed_hybrid,0.2109623964308477,0.7890376035691523
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,32,8030720,0.11989330500364304,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.1574617549777031,490,22,8030720,decomposed_hybrid,1.3133490228909657,1.0,3397120,320,7,0.11990665085613728,decomposed_hybrid,0.42301562001912657,0.5769843799808734
Qwen3.5-4B-Base,Qwen3.5-4B-Instruct,lm_head,2560,248320,64,16058880,0.17367708683013916,0.9967907101000678,0.0032092898999321936,0.12001924303107303,0.8799806927552831,0.2046179249882698,637,51,16058880,decomposed_hybrid,1.178151526622459,1.0,10539520,539,31,0.17369024455547333,decomposed_hybrid,0.6563047983421011,0.3436952016578989
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,1,252416,0.019254345446825027,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.06651178002357483,61,0,251904,decomposed_hybrid,3.454377621262757,0.9979716024340771,14336,3,0,0.022083451971411705,decomposed_hybrid,0.056795131845841784,0.9432048681541583
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,2,502784,0.029080094769597054,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.07826688140630722,122,0,501760,decomposed_hybrid,2.6914245646865793,0.9979633401221996,26624,6,0,0.030040321871638298,decomposed_hybrid,0.05295315682281059,0.9470468431771895
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,4,1003520,0.042321767657995224,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.09357833955436945,183,1,1001984,decomposed_hybrid,2.2111160457800745,0.9984693877551021,63488,15,0,0.0426364466547966,decomposed_hybrid,0.06326530612244897,0.936734693877551
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,8,2004992,0.061430998146533966,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.10975146666169167,305,3,2002432,decomposed_hybrid,1.7865812044905545,0.9987231869254342,190464,46,0,0.06155024468898773,decomposed_hybrid,0.09499489274770173,0.9050051072522982
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,16,4007936,0.08939649164676666,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.1330740675330162,366,10,4004864,decomposed_hybrid,1.4885826622685958,0.9992335206949412,838144,143,1,0.089496367610991,decomposed_hybrid,0.2091211037301993,0.7908788962698007
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,32,8013824,0.1305253654718399,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.16758105158805847,489,24,8013824,decomposed_hybrid,1.2838964363919987,1.0,3754496,366,9,0.1305495873093605,decomposed_hybrid,0.4685024278047534,0.5314975721952466
Qwen3.5-2B-Base,Qwen3.5-2B-Instruct,lm_head,2048,248320,64,16025600,0.19006793200969696,0.9961489055099909,0.0038510944900091095,0.11506962626484923,0.8849303630809178,0.21969661861658096,611,54,16024576,decomposed_hybrid,1.1558847212867682,0.9999361022364217,11186176,530,36,0.1900930255651474,decomposed_hybrid,0.6980191693290735,0.3019808306709265
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,1,153984,0.03635311871767044,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.21818354725837708,74,0,152576,decomposed_hybrid,6.001783477034198,0.9908561928512053,5120,2,0,0.0450565405189991,decomposed_hybrid,0.03325020781379884,0.9667497921862012
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,2,306944,0.061082031577825546,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.24501045048236847,149,0,306176,decomposed_hybrid,4.011170620122497,0.9974979149291076,9216,4,0,0.07389568537473679,decomposed_hybrid,0.030025020850708923,0.9699749791492911
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,4,612864,0.10595373064279556,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.28589595668017864,224,1,612736,decomposed_hybrid,2.6983094879785474,0.9997911445279867,17408,8,0,0.1112007200717926,decomposed_hybrid,0.028404344193817876,0.9715956558061821
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,8,1224704,0.1643640249967575,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.3265378139913082,448,2,1224448,decomposed_hybrid,1.9866744806094276,0.9997909698996655,48128,23,0,0.16623511910438538,decomposed_hybrid,0.039297658862876256,0.9607023411371237
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,16,2448384,0.22846360504627228,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.36557916551828384,672,7,2448000,decomposed_hybrid,1.6001636910362182,0.9998431618569636,199680,97,0,0.2286185771226883,decomposed_hybrid,0.08155583437892096,0.918444165621079
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,32,4895744,0.29376721382141113,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.40907538682222366,896,20,4895232,decomposed_hybrid,1.3925154597779976,0.999895419368333,689920,187,2,0.2939118407666683,decomposed_hybrid,0.14092240117130309,0.8590775988286969
Qwen3-0.6B-Base,Qwen3-0.6B,lm_head,1024,151936,64,9790464,0.37092047929763794,0.9821210165079378,0.017878983492062236,0.31145132777725315,0.6885485860623769,0.46277399361133575,970,51,9788544,decomposed_hybrid,1.2476366753532413,0.999803890806401,2678784,710,8,0.3709278628230095,decomposed_hybrid,0.2736115469093191,0.7263884530906809
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,1,156032,0.040746837854385376,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.1703234612941742,37,0,153600,decomposed_hybrid,4.180041207193779,0.9844134536505332,10240,2,0,0.05575612187385559,decomposed_hybrid,0.06562756357670221,0.9343724364232978
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,2,310016,0.06920953840017319,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.1933753937482834,75,0,309248,decomposed_hybrid,2.79405697853635,0.9975227085053675,14336,3,0,0.07124865055084229,decomposed_hybrid,0.046242774566473986,0.953757225433526
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,4,617984,0.10648997873067856,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.22027536015957594,112,1,614784,decomposed_hybrid,2.068507880132735,0.9948218724109362,30720,7,0,0.10658089071512222,decomposed_hybrid,0.04971002485501243,0.9502899751449876
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,8,1233920,0.15244340896606445,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.2532489560544491,187,3,1229952,decomposed_hybrid,1.6612653690447516,0.9967842323651452,96256,23,0,0.15355254709720612,decomposed_hybrid,0.07800829875518672,0.9219917012448133
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,16,2465792,0.2019207775592804,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.2892216593027115,375,6,2461952,decomposed_hybrid,1.4323521472068474,0.9984426910299004,409984,62,1,0.20226995926350355,decomposed_hybrid,0.1662686877076412,0.8337313122923589
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,32,4929536,0.25145310163497925,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.3306431695818901,639,15,4929152,decomposed_hybrid,1.314929771921711,0.9999221022019111,1188992,177,3,0.25152207538485527,decomposed_hybrid,0.24119754881595346,0.7588024511840465
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,64,9857024,0.30988532304763794,0.9912145794555884,0.008785420544411506,0.29601885246555293,0.7039811870124126,0.3799144923686981,1015,37,9856896,decomposed_hybrid,1.2259841435287813,0.9999870143361729,3532544,486,10,0.309915266931057,decomposed_hybrid,0.3583783503012674,0.6416216496987326
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,1,157056,0.03096046671271324,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.154471293091774,30,0,156160,decomposed_hybrid,4.989307639485412,0.9942950285248574,12800,2,0,0.04331992194056511,decomposed_hybrid,0.08149959250203749,0.9185004074979625
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,2,311552,0.05140455812215805,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.1807314157485962,60,0,309760,decomposed_hybrid,3.5158636189247097,0.9942481511914544,17920,3,0,0.05801311880350113,decomposed_hybrid,0.05751848808545604,0.942481511914544
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,4,620544,0.08619537204504013,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.2062116852030158,90,1,617856,decomposed_hybrid,2.3923753713280904,0.9956683168316832,33280,6,0,0.0866243913769722,decomposed_hybrid,0.05363036303630363,0.9463696369636964
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,8,1238528,0.12820656597614288,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.23557206895202398,211,1,1237376,decomposed_hybrid,1.8374415316284194,0.9990698635799917,84480,16,0,0.1297527402639389,decomposed_hybrid,0.06821000413393964,0.9317899958660604
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,16,2474496,0.17364497482776642,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.2672639973461628,331,5,2469760,decomposed_hybrid,1.5391404076694672,0.9980860749017174,258560,50,0,0.1739872694015503,decomposed_hybrid,0.10448996482516036,0.8955100351748396
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,32,4946432,0.2219008207321167,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.3032209239900112,543,14,4945664,decomposed_hybrid,1.3664704933924776,0.9998447365697133,884096,142,1,0.22195619251579046,decomposed_hybrid,0.17873408549839562,0.8212659145016044
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,64,9890304,0.2800915539264679,0.9859308098198453,0.014069190180154734,0.29821138516231127,0.7017885897060341,0.34826888889074326,875,35,9889920,decomposed_hybrid,1.2434108919334779,0.9999611740953565,3213952,416,7,0.2801138609647751,decomposed_hybrid,0.324959879898535,0.6750401201014651
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,1,153728,0.12014422565698624,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.18956543505191803,85,0,153216,decomposed_hybrid,1.5778156129877643,0.9966694421315571,4480,2,0,0.12323401123285294,decomposed_hybrid,0.029142381348875937,0.9708576186511241
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,2,306560,0.14315257966518402,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.20799358934164047,85,1,306048,decomposed_hybrid,1.4529503403159865,0.998329853862213,11648,6,0,0.14348502457141876,decomposed_hybrid,0.037995824634655534,0.9620041753653444
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,4,612224,0.16040636599063873,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.23578187078237534,255,1,610688,decomposed_hybrid,1.4699034500671595,0.9974911143633702,29568,16,0,0.16132289171218872,decomposed_hybrid,0.048296048505122306,0.9517039514948777
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,8,1223552,0.180696040391922,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.2644312847405672,511,2,1222272,decomposed_hybrid,1.4634038696532976,0.9989538654670991,95872,53,0,0.1807653158903122,decomposed_hybrid,0.07835547651427974,0.9216445234857202
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,16,2446208,0.20363521575927734,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.2898448444902897,852,6,2444672,decomposed_hybrid,1.4233532417738741,0.9993720893726127,275584,68,1,0.2036414071917534,decomposed_hybrid,0.11265763173041704,0.8873423682695829
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,32,4891520,0.23176175355911255,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.3118528164923191,852,22,4889984,decomposed_hybrid,1.3455749781975082,0.9996859871778098,555136,224,1,0.2318735048174858,decomposed_hybrid,0.11348946748658903,0.8865105325134109
Qwen2.5-0.5B,Qwen2.5-0.5B-Instruct,lm_head,896,151936,64,9782144,0.2745168209075928,0.986895013765239,0.013104986234760993,0.25682551061798764,0.7431745111245006,0.3474431186914444,852,54,9780608,decomposed_hybrid,1.265653294187025,0.99984297920783,1548416,693,2,0.2745194900780916,decomposed_hybrid,0.15829004357326984,0.8417099564267302
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,1,162176,0.029341408982872963,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.12611006200313568,15,0,158720,decomposed_hybrid,4.298023386564295,0.978689818468824,25600,2,0,0.04693359136581421,decomposed_hybrid,0.15785319652722968,0.8421468034727704
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,2,319232,0.053874894976615906,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.1551535725593567,30,0,312320,decomposed_hybrid,2.8798863111788937,0.9783480352846833,35840,3,0,0.06027551367878914,decomposed_hybrid,0.11226944667201283,0.8877305533279871
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,4,633344,0.08349963277578354,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.18400712311267853,61,0,629760,decomposed_hybrid,2.2036878126971122,0.994341147938561,66560,6,0,0.0877997875213623,decomposed_hybrid,0.10509296685529507,0.8949070331447049
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,8,1261568,0.12036596238613129,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.2095328369177878,107,1,1257856,decomposed_hybrid,1.74079808580445,0.9970576298701299,148480,14,0,0.1233532577753067,decomposed_hybrid,0.1176948051948052,0.8823051948051948
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,16,2518016,0.16194021701812744,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.23893407732248306,184,4,2517504,decomposed_hybrid,1.4754461968871946,0.9997966653111021,373760,36,0,0.16262362897396088,decomposed_hybrid,0.14843432289548597,0.851565677104514
Qwen3-14B-Base,Qwen3-14B,lm_head,5120,151936,32,5030912,0.21002736687660217,0.9907810132168415,0.009218986783158512,0.31877861995417894,0.6812212991813605,0.27122750878334045,291,13,5026688,decomposed_hybrid,1.2913912735129196,0.9991603907999186,1278336,109,1,0.21016841614618897,decomposed_hybrid,0.254096275188276,0.745903724811724
