model_a,model_b,matrix_kind,hidden_dim,vocab,baseline_rank_w,baseline_w_params,baseline_w_gain,identity_R2,delta_over_Yc_energy,full_affine_gain_over_delta,residual_gain_over_delta,same_budget_hybrid_gain,same_budget_rank_affine,same_budget_rank_residual_w,same_budget_hybrid_params,same_budget_mode,same_budget_gain_over_w,same_budget_param_ratio,match_hybrid_params,match_rank_affine,match_rank_residual_w,match_hybrid_gain,match_mode,match_param_ratio_over_w,match_param_saving
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,lm_head,8192,152064,16,2572288,0.45101431012153625,0.9986657799103109,0.0013342200896891412,0.4805339112077239,0.5194366994475622,0.46896130591630936,88,7,2571776,decomposed_hybrid,1.039792519642973,0.9998009554140127,1468416,50,4,0.45103610679507256,decomposed_hybrid,0.570859872611465,0.429140127388535
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,lm_head,8192,152064,32,5136384,0.477771520614624,0.9986657799103109,0.0013342200896891412,0.4805339112077239,0.5194366994475622,0.4941243305802345,156,16,5128192,decomposed_hybrid,1.0342272598094036,0.9984051036682615,3318272,114,9,0.47778037562966347,decomposed_hybrid,0.6460326953748007,0.3539673046251993
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,lm_head,8192,152064,64,10264576,0.5101701021194458,0.9986657799103109,0.0013342200896891412,0.4805339112077239,0.5194366994475622,0.5240159779787064,264,37,10263040,decomposed_hybrid,1.0271397241855988,0.9998503591380686,7562752,197,27,0.5101702660322189,decomposed_hybrid,0.7367817238627294,0.26321827613727056
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,1,269888,0.0340232253074646,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.07415088266134262,34,0,264960,decomposed_hybrid,2.179419558000403,0.9817405738676784,19200,2,0,0.03901796415448189,decomposed_hybrid,0.0711406212947593,0.9288593787052407
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,2,535936,0.0418589748442173,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.08088190853595734,69,0,533760,decomposed_hybrid,1.9322477159789053,0.9959398137090996,26880,3,0,0.04389967396855354,decomposed_hybrid,0.050155242417005017,0.949844757582995
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,4,1068032,0.055772341787815094,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.0906096687540412,103,1,1060928,decomposed_hybrid,1.6246344666459247,0.9933485139022051,65280,8,0,0.05628179758787155,decomposed_hybrid,0.06112176414189837,0.9388782358581016
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,8,2132224,0.06979312747716904,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.09956152178347111,173,3,2130624,decomposed_hybrid,1.4265232893602597,0.9992496097970945,180480,23,0,0.06999675184488297,decomposed_hybrid,0.08464401488774162,0.9153559851122584
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,16,4260608,0.08547904342412949,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.11100838705897331,277,8,4259584,decomposed_hybrid,1.2986620183402435,0.9997596587153759,715328,58,1,0.08553761150687933,decomposed_hybrid,0.1678934086402692,0.8321065913597308
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,32,8517376,0.10422154515981674,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.12674136087298393,519,17,8512576,decomposed_hybrid,1.2160763945557953,0.9994364461543086,2908480,205,5,0.10424109641462564,decomposed_hybrid,0.34147606023263505,0.658523939767365
Gemma-3-12B,Gemma-3-12B-Instruct,lm_head,3840,262208,64,17030912,0.12770159542560577,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.1481262370944023,866,39,17030592,decomposed_hybrid,1.1599403797636592,0.999981210636283,8832384,526,18,0.12771500274538994,decomposed_hybrid,0.518608985825304,0.481391014174696
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,1,272960,0.019437016919255257,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.05005786567926407,24,0,263424,decomposed_hybrid,2.575388285517944,0.9650644783118406,26880,2,0,0.024133237078785896,decomposed_hybrid,0.0984759671746776,0.9015240328253225
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,2,540544,0.026580652222037315,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.056052058935165405,49,0,532224,decomposed_hybrid,2.1087540842468164,0.9846080985081695,37632,3,0,0.02818588726222515,decomposed_hybrid,0.06961875443997158,0.9303812455600284
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,4,1075712,0.03576241433620453,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.062269343761727214,74,1,1068608,decomposed_hybrid,1.7411951882311274,0.9933960019038554,80640,7,0,0.03685138374567032,decomposed_hybrid,0.07496430271299381,0.9250356972870062
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,8,2146048,0.046902529895305634,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.07098057307302952,99,4,2140160,decomposed_hybrid,1.5133634205120734,0.9972563521412382,198912,18,0,0.04739405959844589,decomposed_hybrid,0.09268758201121317,0.9073124179887868
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,16,4286720,0.06253429502248764,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.0835447870194912,149,10,4283264,decomposed_hybrid,1.335983510959036,0.9991937891908033,1100864,77,1,0.06258402648381889,decomposed_hybrid,0.25680800238877277,0.7431919976112272
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,32,8568064,0.08272945880889893,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.09943755529820919,248,22,8558720,decomposed_hybrid,1.2019606646757495,0.9989094385849592,4132736,135,10,0.08278502151370049,decomposed_hybrid,0.4823418685948191,0.5176581314051809
Gemma-3-27B,Gemma-3-27B-Instruct,lm_head,5376,262208,64,17130752,0.10648152232170105,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.1201905757188797,423,47,17129920,decomposed_hybrid,1.1287458433939457,0.9999514323714452,11130688,313,29,0.10650074481964111,decomposed_hybrid,0.6497489427200861,0.3502510572799139
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,1,265216,0.08144690096378326,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.24408675730228424,28,0,262656,decomposed_hybrid,2.9968820718030944,0.9903474903474904,23040,2,0,0.10131656378507614,decomposed_hybrid,0.08687258687258688,0.9131274131274131
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,2,525824,0.12983213365077972,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.2752876188606024,28,1,523264,decomposed_hybrid,2.1203350135265153,0.9951314508276533,32256,3,0,0.1310308575630188,decomposed_hybrid,0.06134371957156767,0.9386562804284323
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,4,1047040,0.18742996454238892,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.3048767503350973,84,1,1039360,decomposed_hybrid,1.6266169130397865,0.9926650366748166,78336,8,0,0.19109895825386047,decomposed_hybrid,0.07481662591687041,0.9251833740831296
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,8,2089472,0.24183224141597748,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.3267351984977722,113,4,2088448,decomposed_hybrid,1.351082041768585,0.9995099240382259,253440,27,0,0.24275392293930054,decomposed_hybrid,0.12129380053908356,0.8787061994609164
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,16,4174336,0.2872562110424042,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.34894583001732826,197,9,4165632,decomposed_hybrid,1.214754691468856,0.9979148779590334,643072,41,1,0.2878140565007925,decomposed_hybrid,0.15405372255611433,0.8459462774438857
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,32,8344064,0.33262115716934204,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.3743128031492233,311,21,8343552,decomposed_hybrid,1.1253427362669401,0.9999386390133154,2524160,132,5,0.33270206302404404,decomposed_hybrid,0.30250966435540283,0.6974903356445972
Gemma-2-27B,Gemma-2-27B-Instruct,lm_head,4608,256000,64,16683520,0.3754139244556427,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.4035028889775276,480,47,16676864,decomposed_hybrid,1.074821317729795,0.9996010434248888,8576512,308,22,0.3754193037748337,decomposed_hybrid,0.5140708915145006,0.4859291084854994
