model_a,model_b,matrix_kind,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,11,1024,1.0,2743808,2098176,0.7646949057660011,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9978446442672355,0.997860103859318,0.11299538606541475,0.11935755139071841,1.0563046470023165,1.0,0.11299538606541475,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.1383181421542616,0.14449867645059583,0.14449867645059583,1.0446834681269885,1,1
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,12,1024,1.0,2993152,2098176,0.7009921313718782,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9978573155310171,0.997860103859318,0.1182100563250717,0.11935755139071841,1.0097072541991787,1.0,0.1182100563250717,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.1433839407834957,0.14449867645059583,0.14449867645059583,1.0077744806078621,1,1
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,13,1024,1.0,3242496,2098176,0.6470866887730933,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9978697181386297,0.997860103859318,0.12331416513177171,0.11935755139071841,0.9679143613645251,1.0,0.12331416513177171,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.14834233433648392,0.14449867645059583,0.14449867645059583,0.9740892719325183,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,14,1024,1.0,3491840,2098176,0.6008797653958944,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9978815589887863,0.997860103859318,0.12818709100761053,0.11935755139071841,0.9311199002373187,1.0,0.12818709100761053,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.1530761449118447,0.14449867645059583,0.14449867645059583,0.943966001585756,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,15,1024,1.0,3741184,2098176,0.5608320788285206,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9978929921961895,0.997860103859318,0.13289225756762907,0.11935755139071841,0.8981527861393819,1.0,0.13289225756762907,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.15764698546804662,0.14449867645059583,0.14449867645059583,0.9165965084684996,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,16,1024,1.0,3990528,2098176,0.5257890685142417,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979041482948878,0.997860103859318,0.13748338415918826,0.11935755139071841,0.8681598297909044,1.0,0.13748338415918826,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.16210704173931134,0.14449867645059583,0.14449867645059583,0.8913781591484965,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,17,1024,1.0,4239872,2098176,0.4948677695930443,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979147157657108,0.997860103859318,0.14183226969816132,0.11935755139071841,0.8415401632134054,1.0,0.14183226969816132,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.16633177260531914,0.14449867645059583,0.14449867645059583,0.8687376692213217,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,18,1024,1.0,4489216,2098176,0.46738138686131386,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979249607434743,0.997860103859318,0.14604843801214223,0.11935755139071841,0.8172463397437719,1.0,0.14604843801214223,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.17042757513972326,0.14449867645059583,0.14449867645059583,0.8478597218327498,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,19,1024,1.0,4738560,2098176,0.44278768233387356,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979350843841246,0.997860103859318,0.15021467184080037,0.11935755139071841,0.7945798498113102,1.0,0.15021467184080037,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.1744748687493624,0.14449867645059583,0.14449867645059583,0.8281919194802311,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,20,1024,1.0,4987904,2098176,0.4206528433586533,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979450355882402,0.997860103859318,0.15430994197678027,0.11935755139071841,0.7734922964890927,1.0,0.15430994197678027,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.1784532245816936,0.14449867645059583,0.14449867645059583,0.8097285817575472,0,0
Qwen3.5-0.8B-Base,Qwen3.5-0.8B-Instruct,lm_head,1024,248320,21,1024,1.0,5237248,2098176,0.40062567210871053,0.9975700738204689,0.9978601038593179,0.9978601039448638,0.9979547607830725,0.997860103859318,0.15831220135165625,0.11935755139071841,0.7539377910966665,1.0,0.15831220135165625,0.11935755139071841,0.0024299261795311103,0.02854861822704608,0.9714513817729539,0.18234122498163063,0.14449867645059583,0.14449867645059583,0.7924630124929394,0,0
