model_a,model_b,matrix_kind,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,rank_affine_gain_over_w_gain,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,centered_delta_over_Yc_energy,mean_shift_over_raw_delta,centered_delta_over_raw_delta,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,full_affine_update_gain_over_raw,rank_affine_gain_over_w_gain_raw,affine_wins_centered,affine_wins_raw
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,114,2048,1.0,17556224,8390656,0.4779305618337975,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9944688805987376,0.9938152295635724,0.37042064482835096,0.29601885246555293,0.7991424252358422,1.0,0.37042064482835096,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.41782804945482716,0.3490287214144442,0.3490287214144442,0.8353405710072581,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,115,2048,1.0,17710208,8390656,0.47377512449317366,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9944780487169435,0.9938152295635724,0.3714642053681664,0.29601885246555293,0.7968973811949448,1.0,0.3714642053681664,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.41879302975474614,0.3490287214144442,0.3490287214144442,0.8334157844480903,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,116,2048,1.0,17864192,8390656,0.46969132441030637,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9944871627295867,0.9938152295635724,0.372501607345365,0.29601885246555293,0.7946780540764189,1.0,0.372501607345365,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4197523152325879,0.3490287214144442,0.3490287214144442,0.8315111287022795,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,117,2048,1.0,18018176,8390656,0.46567732494121494,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.994496228879617,0.9938152295635724,0.3735335613633257,0.29601885246555293,0.7924826122320602,1.0,0.3735335613633257,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4207065629832075,0.3490287214144442,0.3490287214144442,0.8296250929377007,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,118,2048,1.0,18172160,8390656,0.46173135169401985,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945052769944598,0.9938152295635724,0.3745634625270809,0.29601885246555293,0.7903035989372583,1.0,0.3745634625270809,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4216589124598015,0.3490287214144442,0.3490287214144442,0.8277513200855645,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,119,2048,1.0,18326144,8390656,0.45785168991360103,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945142578241799,0.9938152295635724,0.3755857049655306,0.29601885246555293,0.788152606853661,1.0,0.3755857049655306,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4226041799140688,0.3490287214144442,0.3490287214144442,0.8258998325227516,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,120,2048,1.0,18480128,8390656,0.4540366819970078,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.994523213682102,0.9938152295635724,0.3766051049904649,0.29601885246555293,0.7860192242297079,1.0,0.3766051049904649,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4235468189889158,0.3490287214144442,0.3490287214144442,0.8240617229699423,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,121,2048,1.0,18634112,8390656,0.45028472513205886,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945321293076825,0.9938152295635724,0.3776199255714021,0.29601885246555293,0.7839068661899313,1.0,0.3776199255714021,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4244852234524747,0.3490287214144442,0.3490287214144442,0.822239979464259,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,122,2048,1.0,18788096,8390656,0.4465942690520636,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945410036604303,0.9938152295635724,0.37863004827444574,0.29601885246555293,0.7818155315845059,1.0,0.37863004827444574,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.42541928378893623,0.3490287214144442,0.3490287214144442,0.8204346505073057,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,123,2048,1.0,18942080,8390656,0.44296381390005746,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.994549829456904,0.9938152295635724,0.37963464406232056,0.29601885246555293,0.7797466777477734,1.0,0.37963464406232056,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4263482333876363,0.3490287214144442,0.3490287214144442,0.8186470450250626,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,124,2048,1.0,19096064,8390656,0.4393919081963697,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.994558595945357,0.9938152295635724,0.3806324891180962,0.29601885246555293,0.7777025370362151,1.0,0.3806324891180962,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4272709405852133,0.3490287214144442,0.3490287214144442,0.8168791468392296,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,125,2048,1.0,19250048,8390656,0.4358771469037376,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.994567312490214,0.9938152295635724,0.381624649346841,0.29601885246555293,0.7756806405775826,1.0,0.381624649346841,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.42818839102394984,0.3490287214144442,0.3490287214144442,0.8151288748856388,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,126,2048,1.0,19404032,8390656,0.4324181695845482,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945760220984604,0.9938152295635724,0.382616020016276,0.29601885246555293,0.773670826571665,1.0,0.382616020016276,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4291051113572919,0.3490287214144442,0.3490287214144442,0.8133874712199068,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,127,2048,1.0,19558016,8390656,0.42901365864513047,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945846935553486,0.9938152295635724,0.38360304810950685,0.29601885246555293,0.7716801363399195,1.0,0.38360304810950685,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.4300178161109642,0.3490287214144442,0.3490287214144442,0.8116610715598325,0,0
Qwen3-1.7B-Base,Qwen3-1.7B,lm_head,2048,151936,128,2048,1.0,19712000,8390656,0.4256623376623377,0.9912145794555884,0.9938152295635725,0.9938152314061097,0.9945933462833881,0.9938152295635724,0.3845879443926011,0.29601885246555293,0.7697039306135045,1.0,0.3845879443926011,0.29601885246555293,0.008785420544411506,0.07530012576977059,0.9246998742302294,0.43092854958007126,0.3490287214144442,0.3490287214144442,0.8099456899631358,0,0
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,1,30,0.01171875,157056,156160,0.9942950285248574,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9863663985270086,0.9881040957521826,0.030960467630730345,0.1544712882908404,4.989307336479545,0.5179925917542161,0.030960467630730345,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.10715812819423592,0.22095702764348585,0.3533945318498269,2.061971698898817,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,2,60,0.0234375,311552,309760,0.9942481511914544,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9866540303036286,0.988473554321786,0.05140455666052181,0.18073140453580125,3.515863500766289,0.6060513230822233,0.05140455666052181,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.12599465457628545,0.24515225452413003,0.3533945318498269,1.9457353595560576,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,3,90,0.03515625,466048,463360,0.99423235374897,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9869094015652777,0.9886758111981542,0.06955565550693865,0.19510727647856058,2.805052659723655,0.6542583086570188,0.06955565550693865,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.1427184935199279,0.25839772076721623,0.3533945318498269,1.8105412577882622,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,4,120,0.046875,620544,616960,0.9942244224422442,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9871435088456608,0.9888153666660986,0.08619536805509341,0.20502650183249974,2.378625516181486,0.687520705223603,0.08619536805509341,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.15804978971739098,0.26753697611856486,0.3533945318498269,1.6927385768557368,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,5,150,0.05859375,775040,770560,0.9942196531791907,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9873178277915642,0.988923993429983,0.09858548743447423,0.21274739852189678,2.15799915442221,0.713411389059147,0.09858548743447423,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.16946564738785772,0.274650762111718,0.3533945318498269,1.6206869436088251,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,6,181,0.070703125,929536,929280,0.9997245937758193,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9874769432405797,0.9890152472944387,0.1098949833598288,0.2192334764899402,1.9949361634835026,0.7351613231353163,0.1098949833598288,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.17988585334837714,0.28062682583277915,0.3533945318498269,1.560027209528819,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,7,211,0.082421875,1084032,1082880,0.9989373007438895,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9876162503171484,0.9890888878236858,0.11979655372635087,0.22446764621144324,1.873740430999298,0.7527132007024796,0.11979655372635087,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.18900884196190382,0.2854494215426464,0.3533945318498269,1.5102437461639013,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,8,241,0.094140625,1238528,1236480,0.9983464241422075,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9877345724770679,0.9891522649273676,0.12820657295307197,0.22897231939236887,1.7859639651719,0.7678188385320809,0.12820657295307197,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.19675756330658345,0.2895998825923595,0.3533945318498269,1.4718615016649252,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,9,271,0.105859375,1393024,1390080,0.9978866121473858,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.987834162391447,0.9892077730629869,0.13528515481199813,0.2329176875982522,1.7216795732091315,0.7810489444307405,0.13528515481199813,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.20327954106449972,0.2932350180189723,0.3533945318498269,1.4425210549148677,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,10,301,0.117578125,1547520,1543680,0.9975186104218362,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9879282615304926,0.9892574470951224,0.14197346720530168,0.23644838350181258,1.6654406499764833,0.7928885189045275,0.14197346720530168,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2094419370834304,0.2964880877173822,0.3533945318498269,1.4156099387071526,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,11,331,0.129296875,1702016,1697280,0.9972174174625855,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9880202895628015,0.9893022236625698,0.1485145709312806,0.23963098085631387,1.6135183191364697,0.803560805453108,0.1485145709312806,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.21546869976884908,0.29942043060358986,0.3533945318498269,1.3896237872359312,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,12,362,0.14140625,1856512,1856000,0.9997242140099283,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9881040416541321,0.9893443840765821,0.1544674431476734,0.24262762909779167,1.5707363581193978,0.813609544000923,0.1544674431476734,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.22095348485218796,0.30218144595507185,0.3533945318498269,1.367624711405766,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,13,392,0.153125,2011008,2009600,0.9992998536057539,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9881775874233953,0.9893819157482486,0.15969487758572057,0.2452952788477719,1.5360247151077404,0.8225550433437072,0.15969487758572057,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.22576987488840933,0.3046393326733476,0.3533945318498269,1.3493356136372086,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,14,422,0.16484375,2165504,2163200,0.9989360444496985,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9882474713203718,0.9894167025626215,0.16466203604200969,0.2477678315624229,1.5047052588321617,0.830846318719747,0.16466203604200969,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.230346455002562,0.30691746325537855,0.3533945318498269,1.332416699236656,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,15,452,0.1765625,2320000,2316800,0.9986206896551724,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9883137898729556,0.9894490885550153,0.1693757794582701,0.2500697403417543,1.4764197168070605,0.8385653693457937,0.1693757794582701,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.23468954664578534,0.3090383680013793,0.3533945318498269,1.3167964761029938,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,16,482,0.18828125,2474496,2470400,0.9983447134285123,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9883738540898137,0.9894793707343347,0.17364498160061298,0.2522221157757026,1.4525160096812855,0.8457829859125683,0.17364498160061298,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2386230522506259,0.3110214975302403,0.3533945318498269,1.303400885190146,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,17,512,0.2,2628992,2624000,0.998101173377477,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.988429301762906,0.9895077934257618,0.17758605229354496,0.25424232383765594,1.4316570505064228,0.8525574021906517,0.17758605229354496,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.24225422808696462,0.3128828522915486,0.3533945318498269,1.2915475397986849,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,18,543,0.212109375,2783488,2782720,0.9997240871884484,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9884816082132498,0.9895354117180721,0.1813038533662444,0.2562053573851981,1.4131269282382448,0.8591400936813662,0.1813038533662444,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2456796904730394,0.31469152829336233,0.3533945318498269,1.2809016800999926,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,19,573,0.223828125,2937984,2936320,0.9994336252341742,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9885303601034529,0.9895606762148134,0.18476900591438308,0.25800108950749395,1.396343982210115,0.8651617689481186,0.18476900591438308,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.24887237063089462,0.3163460581404701,0.3533945318498269,1.2711176308504188,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,20,603,0.235546875,3092480,3089920,0.9991721854304636,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9885781463611338,0.9895846911526629,0.18816552391357363,0.25970800636212865,1.3802103645799388,0.8708856176660529,0.18816552391357363,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.25200181312185754,0.31791875645524653,0.3533945318498269,1.2615732899569032,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,21,633,0.247265625,3246976,3243520,0.9989356250246383,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9886244861147327,0.9896075116904174,0.1914592283134428,0.2613300284872332,1.364938273225478,0.8763247866777314,0.1914592283134428,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2550365264677249,0.31941323549548534,0.3533945318498269,1.2524215253374986,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,22,663,0.258984375,3401472,3397120,0.998720553924889,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9886696749588263,0.9896292431955216,0.19467112917730825,0.2628746451159042,1.3503524956516564,0.8815043898234337,0.19467112917730825,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2579958686653922,0.32083639559979305,0.3533945318498269,1.2435718341517394,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,23,694,0.27109375,3555968,3555840,0.9999640041755157,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9887131669627611,0.9896506448085924,0.19776242323033444,0.26439581391075284,1.33693656050528,0.8866053647376568,0.19776242323033444,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2608440876248992,0.3222379516238332,0.3533945318498269,1.2353661321517857,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,24,724,0.2828125,3710464,3709440,0.9997240237339589,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.988755345763039,0.9896704227729847,0.20076037831785593,0.26580157814728234,1.3239742840414919,0.8913193505426065,0.20076037831785593,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2636063070623125,0.32353317759793954,0.3533945318498269,1.2273347371823744,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,25,754,0.29453125,3864960,3863040,0.9995032290114257,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9887962212599568,0.9896893493118503,0.20366569812620394,0.2671468253593274,1.3116927780042105,0.8958304030341564,0.20366569812620394,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2662831753315951,0.324772645131227,0.3533945318498269,1.2196513907677289,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,26,784,0.30625,4019456,4016640,0.9992994076810394,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9888366296750138,0.989707469683689,0.20653781901871143,0.26843477239868774,1.2996882298557084,0.9001493093651786,0.20653781901871143,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2689294551871229,0.32595931812752643,0.3533945318498269,1.2120625384851271,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,27,814,0.31796875,4173952,4170240,0.9991106749670337,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9888749473595316,0.9897248609693832,0.2092613364370592,0.2696708979660851,1.288679994869457,0.9042944414054076,0.2092613364370592,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.27143881657896196,0.3270982444855498,0.3533945318498269,1.2050533103853127,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,28,844,0.3296875,4328448,4323840,0.9989354151880766,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9889126855231032,0.9897415864601162,0.2119436630733762,0.2708597006277083,1.2779797079091486,0.9082808843139375,0.2119436630733762,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.27391022610846616,0.32819356903956076,0.3533945318498269,1.1981793221170167,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,29,875,0.341796875,4482944,4482560,0.999914342003826,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.988948725078606,0.9897581616784868,0.2145052572405805,0.27203782233608986,1.2682105130457626,0.912231510503948,0.2145052572405805,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.27627039662231667,0.32927905250663314,0.3533945318498269,1.191872370447216,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,30,905,0.353515625,4637440,4636160,0.9997239856472536,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9889841844059987,0.9897735803300395,0.2170256103624447,0.2731337384019927,1.2585322900179583,0.9159064743733064,0.2170256103624447,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.27859256896283496,0.33028879433752656,0.3533945318498269,1.1855621116067458,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,31,935,0.365234375,4791936,4789760,0.9995459037850255,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9890187647284664,0.9897884095603493,0.21948348619075891,0.27418775999953354,1.2492409554732045,0.9194409524314369,0.21948348619075891,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2808571767336374,0.3312599359521222,0.3533945318498269,1.179460463872306,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,32,965,0.376953125,4946432,4943360,0.9993789462788532,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9890527747231209,0.9898026893241856,0.22190082466006422,0.275202727005692,1.2402059678114417,0.9228444677117339,0.22190082466006422,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2830844346850707,0.3321950939217707,0.3533945318498269,1.1734841383678873,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,33,995,0.388671875,5100928,5096960,0.9992221023311837,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.989085635222598,0.9898164539190051,0.22423646011998455,0.2761810771909726,1.231651075133783,0.9261251948534831,0.22423646011998455,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.28523641411029865,0.33309651432984405,0.3533945318498269,1.167790989691233,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,34,1025,0.400390625,5255424,5250560,0.999074480003897,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9891181004173664,0.9898297206703273,0.22654399838996567,0.277124042006455,1.2232680802667855,0.9292872633136431,0.22654399838996567,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.28736250568800353,0.33396533179577736,0.3533945318498269,1.1621743448965178,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,35,1056,0.4125,5409920,5409280,0.999881698805158,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9891496420558741,0.9898429418095677,0.22878589277790634,0.2780637648384829,1.2153885952592933,0.9324384603462996,0.22878589277790634,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.28942811510315897,0.33483116220238107,0.3533945318498269,1.1568715847907154,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,36,1086,0.42421875,5564416,5562880,0.999723960250276,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9891808396590673,0.9898552949049262,0.23100333406583728,0.27894178945825604,1.207522785704712,0.9353827631578615,0.23100333406583728,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.29147119421809975,0.33564014585972796,0.3533945318498269,1.1515379650469948,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,37,1116,0.4359375,5718912,5716480,0.9995747442870252,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9892113025188036,0.9898672017797636,0.23316855177533025,0.2797880979298151,1.1999392533835573,0.9382207113840785,0.23316855177533025,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2934661562067857,0.33641990727774196,0.3533945318498269,1.1463669665564082,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,38,1146,0.44765625,5873408,5870080,0.9994333783724884,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9892412339447498,0.9898786914278064,0.23529599660782977,0.28060475104884447,1.1925606686650572,0.9409592155447593,0.23529599660782977,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.2954263154809571,0.3371723452073148,0.3533945318498269,1.1413077560758078,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,39,1176,0.459375,6027904,6023680,0.9992992589132143,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9892704956863325,0.9898897825889023,0.23737584208635357,0.2813930807930424,1.1854326805955093,0.9436027421953895,0.23737584208635357,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.29734261824063063,0.3378986868898765,0.3533945318498269,1.1363950747767515,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,40,1207,0.471484375,6182400,6182400,1.0,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9892994452149834,0.9899008546565684,0.2394334963137894,0.2821800534278873,1.178532067451734,0.9462417180159021,0.2394334963137894,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.29923847469497056,0.3386237781755095,0.3533945318498269,1.1316184475298052,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,41,1237,0.483203125,6336896,6336000,0.9998586058537177,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9893276394924195,0.9899112085991331,0.24143746932681545,0.28291598367206444,1.1717981656322893,0.9487095320592076,0.24143746932681545,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.3010848710041323,0.33930184064332547,0.3533945318498269,1.126930886669057,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,42,1267,0.494921875,6491392,6489600,0.9997239421067161,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9893555703512438,0.9899212050702662,0.24342271925710024,0.2836265058133538,1.1651603707285465,0.9510921444497528,0.24342271925710024,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.3029140164667782,0.3399564929019771,0.3533945318498269,1.1222870993797724,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,43,1297,0.506640625,6645888,6643200,0.9995955393771306,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9893831723787808,0.9899308652848893,0.24538459674852683,0.28431312775103657,1.1586429283595343,0.9533946116654463,0.24538459674852683,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.3047216273156526,0.340589124281385,0.3533945318498269,1.1177057804583665,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,44,1327,0.518359375,6800384,6796800,0.9994729709381117,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9894099756645137,0.9899402044470297,0.2472897018320172,0.2849769301462642,1.152401123196985,0.9556205575154557,0.2472897018320172,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.3064769298930113,0.34120073046799243,0.3533945318498269,1.1132998839002433,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,45,1357,0.530078125,6954880,6950400,0.9993558479801233,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9894365583150602,0.9899492278604181,0.24917912476298337,0.285618289973857,1.1462368296121683,0.9577712461192586,0.24917912476298337,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.3082177834391943,0.34179165879427953,0.3533945318498269,1.1089290662610605,1,1
Qwen3-4B-Base,Qwen3-4B,lm_head,2560,151936,46,1388,0.5421875,7109376,7109120,0.9999639912138562,0.9859308098198453,0.9901264025115812,0.9901264236933547,0.9894624140009544,0.9899582321803768,0.2510168770119146,0.2862582926920968,1.1403946065288249,0.9599173838929436,0.2510168770119146,0.29821138516231127,0.014069190180154734,0.07863214865672695,0.921367851343273,0.30991102928009334,0.34238133672363796,0.3533945318498269,1.104772997330787,1,1
