model_a,model_b,bootstrap,align_mode,n_tokens,n_pairs,hidden_dim_a,hidden_dim_b,vocab_size_a,vocab_size_b,actual_tied_a,actual_tied_b,gcorr_E_cos,gcorr_E_euc,gcorr_E_euc2,gcorr_U_cos,gcorr_U_euc,gcorr_U_euc2
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,19,id,20000,5000000,8192,4096,128256,128256,False,False,0.41180182917851654,0.881881872940848,0.8790038652913137,0.8396958494826534,0.8948225218051185,0.8893061472760064
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,20,id,20000,5000000,8192,4096,128256,128256,False,False,0.4117419368881366,0.8888912100679667,0.8849064145838114,0.8445902858244279,0.8988023435541657,0.8928964057601874
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,21,id,20000,5000000,8192,4096,128256,128256,False,False,0.41170217887907284,0.8849852006240415,0.8813189875549207,0.8434262661075077,0.8960180566045355,0.8904787923044868
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,22,id,20000,5000000,8192,4096,128256,128256,False,False,0.41189614781387235,0.8885327878939906,0.8845725639300517,0.8458064244027073,0.8977799687349323,0.8923603323324458
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,23,id,20000,5000000,8192,4096,128256,128256,False,False,0.40895230229781454,0.8827285156262314,0.8793502848099813,0.8437287782612132,0.8939886571689734,0.8883755986472409
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,24,id,20000,5000000,8192,4096,128256,128256,False,False,0.41000188836459783,0.8832135895877471,0.8803362910757735,0.8440544250601292,0.8953313638169214,0.8899263264098258
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,26,id,20000,5000000,8192,4096,128256,128256,False,False,0.40936896765661723,0.8887225388750415,0.8846227832386352,0.8431157936496775,0.901055613817742,0.8957183945996386
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,27,id,20000,5000000,8192,4096,128256,128256,False,False,0.4117804674319033,0.8852685112309893,0.8813523745306843,0.8437690800489206,0.8968645575544698,0.891361869103312
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,25,id,20000,5000000,8192,4096,128256,128256,False,False,0.40958969288328334,0.8846917069669167,0.8810530973894801,0.8426445545700455,0.898119917988134,0.8928030873915923
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,29,id,20000,5000000,8192,4096,128256,128256,False,False,0.41118591641880936,0.8822425702684447,0.8791337179393877,0.8412242548944424,0.8954429760056499,0.8900112545557755
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,28,id,20000,5000000,8192,4096,128256,128256,False,False,0.40870083521173345,0.887079915383661,0.882830938255854,0.8459010332486437,0.8991684425345566,0.8935607178933489
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,30,id,20000,5000000,8192,4096,128256,128256,False,False,0.4099745541299548,0.8838045863616111,0.8802625987397352,0.8424060186655576,0.8984192009245302,0.8929666390164648
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,32,id,20000,5000000,8192,4096,128256,128256,False,False,0.4107204897054386,0.8878236341692997,0.8835594536226384,0.846348408883031,0.8958652150097614,0.8898023872024272
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,31,id,20000,5000000,8192,4096,128256,128256,False,False,0.4113548465247047,0.8847965196567663,0.8815472599364252,0.8440816281680752,0.8994854987331027,0.8940085978389887
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,33,id,20000,5000000,8192,4096,128256,128256,False,False,0.410493891899651,0.8876661186933688,0.88353778166686,0.8438757644110056,0.8971478410111853,0.8912375545195997
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,34,id,20000,5000000,8192,4096,128256,128256,False,False,0.4106960937015427,0.8862446054236213,0.8825759609955032,0.8428765020470524,0.8960526577932738,0.890045660302184
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,35,id,20000,5000000,8192,4096,128256,128256,False,False,0.40912574997735324,0.8843720817671569,0.8807487483469475,0.8442028580669576,0.897184880814731,0.8918915601818644
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,36,id,20000,5000000,8192,4096,128256,128256,False,False,0.40950999105929464,0.8843608843471433,0.8805776313616005,0.8419549064574726,0.8957196971441865,0.890013385555915
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,37,id,20000,5000000,8192,4096,128256,128256,False,False,0.41059278121305004,0.8844989986550084,0.8809962055076573,0.8431503618542705,0.8963040732146893,0.8913182724886909
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,39,id,20000,5000000,8192,4096,128256,128256,False,False,0.410787393180706,0.8867441309265938,0.8826658190477613,0.8436292717383531,0.8964943133888269,0.8907955061364989
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,38,id,20000,5000000,8192,4096,128256,128256,False,False,0.4093651669162399,0.8844922323519872,0.8808786490851941,0.8419980579255301,0.8962199562814896,0.8906734781229062
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,40,id,20000,5000000,8192,4096,128256,128256,False,False,0.4106179764653306,0.8838678294595983,0.8803379201283147,0.8419041425376863,0.8946999440526126,0.889030981394668
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,41,id,20000,5000000,8192,4096,128256,128256,False,False,0.4089332444673624,0.8852382546018208,0.8812532151164697,0.8438756338209118,0.9004840958367727,0.8950207253694583
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,42,id,20000,5000000,8192,4096,128256,128256,False,False,0.40837719061012295,0.8856797808780813,0.8816564044637959,0.8439596774050014,0.8995254816029908,0.8940767898136613
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,43,id,20000,5000000,8192,4096,128256,128256,False,False,0.40931805927727566,0.8828312173278601,0.879072907720016,0.8408935585397511,0.8930507218202968,0.887593442515432
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,44,id,20000,5000000,8192,4096,128256,128256,False,False,0.40991213507751134,0.8859231390049338,0.8825505012119575,0.844318059255805,0.8956294115890567,0.8903937141018494
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,45,id,20000,5000000,8192,4096,128256,128256,False,False,0.41233849474098094,0.8882435602068633,0.8844203635142294,0.8422773448586988,0.8997380387569908,0.8945366606461569
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,46,id,20000,5000000,8192,4096,128256,128256,False,False,0.40916875900026256,0.887012408135435,0.8830723254896925,0.8456399722603706,0.8983306754983079,0.8927729370133616
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,49,id,20000,5000000,8192,4096,128256,128256,False,False,0.4121480348887846,0.8890385193272703,0.884814920718111,0.8439810517286839,0.8970010059554732,0.8913380983892271
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,47,id,20000,5000000,8192,4096,128256,128256,False,False,0.40964996641764223,0.8827831113480266,0.8793129658547091,0.8423432790924139,0.8975023897214066,0.8917789810284621
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,48,id,20000,5000000,8192,4096,128256,128256,False,False,0.4104623595289911,0.881239804645616,0.8779171904336588,0.8414292688602275,0.8967071558934405,0.8908966617112564
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,52,id,20000,5000000,8192,4096,128256,128256,False,False,0.4105038555620925,0.8824129277353949,0.8786962603974316,0.8437350660814559,0.8951658644061157,0.8898969838494227
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,50,id,20000,5000000,8192,4096,128256,128256,False,False,0.40810637888361384,0.8827707611754279,0.8796857604051564,0.8430035660574272,0.8937384682270365,0.8882764074029924
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,51,id,20000,5000000,8192,4096,128256,128256,False,False,0.40920820532517954,0.8839843414036402,0.88051988802672,0.8424828406695222,0.9007345293784865,0.8953731752742767
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,53,id,20000,5000000,8192,4096,128256,128256,False,False,0.4092069606320345,0.8865307424507151,0.8825149119260779,0.8443217697683626,0.897328147286111,0.8915387593932448
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,54,id,20000,5000000,8192,4096,128256,128256,False,False,0.41031859506731583,0.8844595552188349,0.8812811931221256,0.8428371434656339,0.8983813869573998,0.893339624842612
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,55,id,20000,5000000,8192,4096,128256,128256,False,False,0.41025393557259565,0.8857302510236368,0.882634346070301,0.8457024915336167,0.8943983473095177,0.8885368226270713
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,56,id,20000,5000000,8192,4096,128256,128256,False,False,0.41155097137448915,0.8854901579095468,0.8820056085880056,0.8431320290735843,0.8966055995672682,0.8913652056230095
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,58,id,20000,5000000,8192,4096,128256,128256,False,False,0.4097977789336138,0.8875269569841429,0.8832793282800798,0.8442722641643453,0.8980463687581811,0.8922892799416807
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,57,id,20000,5000000,8192,4096,128256,128256,False,False,0.4096170154905807,0.8824754923220477,0.8790140632547955,0.8412117352371705,0.8970706549930259,0.8914515743303071
Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,59,id,20000,5000000,8192,4096,128256,128256,False,False,0.4127801889919162,0.8851577579200338,0.8814175571173131,0.8447668456723525,0.8984783519340753,0.8929952481645236
