group,n,E_identity_R2_mean,E_identity_R2_median,E_full_affine_R2_mean,E_full_affine_R2_median,E_delta_R2_mean,E_delta_R2_median,E_delta_over_Yc_mean,E_delta_over_Yc_median,E_P_over_D_full_affine_gain_mean,E_P_over_D_full_affine_gain_median,E_R_over_D_mean,E_R_over_D_median,E_mean_shift_over_raw_delta_mean,E_mean_shift_over_raw_delta_median,E_D_rank95_over_h_mean,E_D_rank95_over_h_median,E_P_rank95_over_h_mean,E_P_rank95_over_h_median,E_AminusI_rank95_over_h_mean,E_AminusI_rank95_over_h_median,E_R_rank95_over_h_mean,E_R_rank95_over_h_median,E_D_eff_over_h_mean,E_D_eff_over_h_median,E_P_eff_over_h_mean,E_P_eff_over_h_median,E_AminusI_eff_over_h_mean,E_AminusI_eff_over_h_median,E_R_eff_over_h_mean,E_R_eff_over_h_median,E_D_energy_5pct_h_mean,E_D_energy_5pct_h_median,E_P_energy_5pct_h_mean,E_P_energy_5pct_h_median,E_AminusI_energy_5pct_h_mean,E_AminusI_energy_5pct_h_median,E_R_energy_5pct_h_mean,E_R_energy_5pct_h_median,E_aff_vs_W_ratio_r1_mean,E_aff_vs_W_ratio_r1_median,E_aff_vs_W_ratio_r2_mean,E_aff_vs_W_ratio_r2_median,E_aff_vs_W_ratio_r4_mean,E_aff_vs_W_ratio_r4_median,E_aff_vs_W_ratio_r8_mean,E_aff_vs_W_ratio_r8_median,E_aff_vs_W_ratio_r16_mean,E_aff_vs_W_ratio_r16_median,E_aff_vs_W_ratio_r32_mean,E_aff_vs_W_ratio_r32_median,E_aff_vs_W_ratio_r64_mean,E_aff_vs_W_ratio_r64_median,E_aff_rank_budget_r1_mean,E_aff_rank_budget_r1_median,E_aff_rank_budget_r8_mean,E_aff_rank_budget_r8_median,E_boundary_rank_w_first_3_losses_mean,E_boundary_rank_w_first_3_losses_median,U_identity_R2_mean,U_identity_R2_median,U_full_affine_R2_mean,U_full_affine_R2_median,U_delta_R2_mean,U_delta_R2_median,U_delta_over_Yc_mean,U_delta_over_Yc_median,U_P_over_D_full_affine_gain_mean,U_P_over_D_full_affine_gain_median,U_R_over_D_mean,U_R_over_D_median,U_mean_shift_over_raw_delta_mean,U_mean_shift_over_raw_delta_median,U_D_rank95_over_h_mean,U_D_rank95_over_h_median,U_P_rank95_over_h_mean,U_P_rank95_over_h_median,U_AminusI_rank95_over_h_mean,U_AminusI_rank95_over_h_median,U_R_rank95_over_h_mean,U_R_rank95_over_h_median,U_D_eff_over_h_mean,U_D_eff_over_h_median,U_P_eff_over_h_mean,U_P_eff_over_h_median,U_AminusI_eff_over_h_mean,U_AminusI_eff_over_h_median,U_R_eff_over_h_mean,U_R_eff_over_h_median,U_D_energy_5pct_h_mean,U_D_energy_5pct_h_median,U_P_energy_5pct_h_mean,U_P_energy_5pct_h_median,U_AminusI_energy_5pct_h_mean,U_AminusI_energy_5pct_h_median,U_R_energy_5pct_h_mean,U_R_energy_5pct_h_median,U_aff_vs_W_ratio_r1_mean,U_aff_vs_W_ratio_r1_median,U_aff_vs_W_ratio_r2_mean,U_aff_vs_W_ratio_r2_median,U_aff_vs_W_ratio_r4_mean,U_aff_vs_W_ratio_r4_median,U_aff_vs_W_ratio_r8_mean,U_aff_vs_W_ratio_r8_median,U_aff_vs_W_ratio_r16_mean,U_aff_vs_W_ratio_r16_median,U_aff_vs_W_ratio_r32_mean,U_aff_vs_W_ratio_r32_median,U_aff_vs_W_ratio_r64_mean,U_aff_vs_W_ratio_r64_median,U_aff_rank_budget_r1_mean,U_aff_rank_budget_r1_median,U_aff_rank_budget_r8_mean,U_aff_rank_budget_r8_median,U_boundary_rank_w_first_3_losses_mean,U_boundary_rank_w_first_3_losses_median,U_minus_E_full_affine_gain_mean,U_minus_E_full_affine_gain_median,U_over_E_full_affine_gain_mean,U_over_E_full_affine_gain_median,U_minus_E_aff_vs_W_ratio_r1_mean,U_minus_E_aff_vs_W_ratio_r1_median,E_aff_wins_r1,E_aff_wins_r8,U_aff_wins_r1,U_aff_wins_r8
tied=False,13,0.6911869229237807,0.9983613904442429,0.9982131347961536,0.9987133610282297,0.30702621187237283,0.0001294223306543829,0.30881307707621924,0.00163860955575709,0.05348987359032014,0.049104489454442984,0.9465116536557802,0.950897193251784,0.00026827004454759476,0.00014351091645313038,0.745909168956044,0.8558349609375,0.5473112336881868,0.578369140625,0.5112425416380495,0.5419921875,0.7449884100274725,0.853759765625,0.6268616223787913,0.7712371220882216,0.4782806135308828,0.5183142239367415,0.4448946861331461,0.4634848364608836,0.623888328968156,0.7689054127928462,0.26554562839177936,0.19302469491958618,0.2954116131250675,0.2572421431541443,0.3209075595323856,0.2789239287376404,0.2672164199443964,0.19326600432395935,0.4347918334671315,0.33948935761734844,0.40592118725926984,0.3281176766021699,0.41001801482073,0.32779976686205886,0.4105519368812095,0.3376871058520558,0.3992506756810798,0.3522290901031589,0.3660043655989855,0.33125892484840863,0.31307654449830696,0.3307847845164516,20.307692307692307,15.0,165.46153846153845,122.0,2.1538461538461537,1.0,0.7027324357916437,0.9950256673885755,0.9978806815024028,0.9988217804952013,0.2951482457107592,0.0023796352233143026,0.29726756420835637,0.004974332611424567,0.3401620215635861,0.31877861995417894,0.6598329445571113,0.6812195201632297,0.0830133893378305,0.06884954297182258,0.745285403073489,0.8130859375,0.3177820226648352,0.363037109375,0.30951531378777475,0.37548828125,0.8291020990728022,0.8447265625,0.2177888492978989,0.21538430049119736,0.05198010969324412,0.032861027686881615,0.04173551850864945,0.026050696465760297,0.4898858495420336,0.4255822114443944,0.5297342515908755,0.4348185658454895,0.7863357433905969,0.7384582161903381,0.7965470506594732,0.7803269624710083,0.3444595325451631,0.37300223112106323,2.738753094724049,2.1816592356163937,1.9717552981110948,2.003076393612503,1.5387453247474223,1.7932565882461635,1.2854473498535888,1.5702926330760514,1.1034429080101014,1.3224683846928653,0.9594665642678354,1.0800586839209183,0.8365637195548173,0.8824371554810657,20.307692307692307,15.0,165.46153846153845,122.0,32.81818181818182,11.0,0.28667214797326596,0.27042482787222355,7.185748768352501,7.183108272440884,2.3039612612569176,1.8223512552470575,1,1,12,8
tied=True,17,0.9838819493816114,0.9878627279082711,0.9877496146759426,0.9911235605544993,0.003867665294331135,0.003215626904184088,0.016118050618388603,0.01213727209172885,0.27825231706970205,0.29601885246555293,0.721746475252966,0.7039808711886887,0.09948271151397868,0.11109501052924442,0.81263759410014,0.8291015625,0.3825574630894024,0.452734375,0.40818652982026143,0.4736328125,0.8715961645074697,0.8726128472222222,0.35356781621792166,0.34642478973559,0.07326704202284502,0.05896424374106201,0.10744054828074923,0.11028632324627281,0.6795425893849163,0.7232262213724121,0.427414109601694,0.4067821204662323,0.759361042695887,0.6949618458747864,0.7235982084975523,0.6928040385246277,0.23969014120452545,0.22202596068382263,3.0176702611804482,2.9968820832088054,2.269183614627383,2.449906958584335,1.7715464589131307,1.811480621451709,1.4382526863943488,1.4277549108278016,1.1944425698635175,1.1864086510406338,1.006440681468121,0.9794839099172171,0.8487646977779719,0.8387937693731109,48.470588235294116,37.0,391.2352941176471,300.0,35.5,29.5,0.9838819493816114,0.9878627279082711,0.9877496146759426,0.9911235605544993,0.003867665294331135,0.003215626904184088,0.016118050618388603,0.01213727209172885,0.27825231706970205,0.29601885246555293,0.721746495044758,0.703980815605228,0.09948271048599985,0.11109498783782833,0.81263759410014,0.8291015625,0.3825574630894024,0.452734375,0.40818652982026143,0.4736328125,0.8715961645074697,0.8726128472222222,0.3535689247677646,0.346428093515589,0.07326704323984719,0.05896424374106201,0.10744054835981302,0.11028637583490232,0.679542620252331,0.7232269110950132,0.4274134232717402,0.4067818522453308,0.7593610462020425,0.6949618458747864,0.7235982120037079,0.6928040385246277,0.23969013112432816,0.22202596068382263,3.0176702611804482,2.9968820832088054,2.269183614627383,2.449906958584335,1.7715464589131307,1.811480621451709,1.4382526863943488,1.4277549108278016,1.1944425698635175,1.1864086510406338,1.006440681468121,0.9794839099172171,0.8487646977779719,0.8387937693731109,48.470588235294116,37.0,391.2352941176471,300.0,35.5,29.5,0.0,0.0,1.0,1.0,0.0,0.0,15,14,15,14
