model_a,model_b,matrix_kind,hidden_dim,vocab,rank_w,rank_affine_budgeted,rank_affine_over_h,w_params_with_bias,affine_params_with_bias,affine_over_w_params,identity_R2,full_affine_R2,reported_full_affine_R2,w_rank_R2,rank_affine_R2,w_rank_update_gain,rank_affine_update_gain,w_rank_update_gain_over_raw,rank_affine_update_gain_over_raw,rank_affine_gain_over_w_gain,rank_affine_gain_over_w_gain_raw,rank_affine_fraction_of_full_affine_gain,w_delta_energy_at_rank,full_affine_update_gain,full_affine_update_gain_over_raw,mean_shift_over_raw_delta,centered_delta_over_raw_delta,raw_delta_over_Yc_energy,centered_delta_over_Yc_energy
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,4,244,0.119140625,1003520,1001472,0.9979591836734694,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9986080318832856,0.9987401496402728,0.06298761225156584,0.1519235393406759,0.09738255251917902,0.18305390601260252,2.4119590171780034,1.8797402745892386,0.734378724704349,0.06298761225156584,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,8,489,0.23876953125,2004992,2004992,1.0,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9986531383990118,0.9987719422046446,0.09335135657591055,0.17332491074923748,0.12663173402024408,0.20366969667445564,1.8566940760876336,1.6083622186038755,0.8378301839722911,0.09335135657591055,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,16,978,0.4775390625,4007936,4007936,1.0,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9987095023977871,0.9988020890927283,0.13129314880615,0.19361848446496435,0.16318079580799588,0.22321835360477474,1.47470364010262,1.3679204865958683,0.9359266925826526,0.13129314880615,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,32,1956,0.955078125,8013824,8013824,1.0,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9987823450235503,0.998821575217505,0.18032763593028756,0.20673569604890799,0.21041537262386056,0.23585407133142638,1.1464448861783418,1.1208975294454373,0.9993335955319871,0.18032763593028756,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,64,2048,1.0,16025600,8390656,0.5235782747603834,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9988773557830055,0.9988217800160366,0.24428474637695935,0.20687355751194766,0.2720248076051222,0.2359868723098359,0.8468541756296075,0.867519673618886,1.0,0.24428474637695935,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
Qwen3.5-35B-A3B-Base,Qwen3.5-35B-A3B-Instruct,lm_head,2048,248320,128,2048,1.0,32049152,8390656,0.2618058661895329,0.9985144613508695,0.9988217800160366,0.9988217804952013,0.9990005681166128,0.9988217800160366,0.3272259298186237,0.20687355751194766,0.35192146667602964,0.2359868723098359,0.6322040482140718,0.6705668583925279,1.0,0.3272259298186237,0.20687355751194766,0.2359868723098359,0.0367070283353046,0.9632929716646953,0.0015421462554256222,0.00148553864913053
DeepSeek-V3-Base,DeepSeek-V3,lm_head,7168,129280,1,9,0.0012555803571428572,143616,136192,0.948306595365419,0.9999976813016844,0.9999979631955018,0.9999979631561335,0.9999978996001688,0.9999978445078754,0.09414699746941743,0.0703869882122195,0.12043130135143305,0.09736071444180262,0.7476286031860326,0.8084336326956422,0.5789633576572544,0.09414699746941743,0.12157416748624102,0.14706264238791214,0.02901608076430506,0.9709839192356949,2.387988379266376e-06,2.318698315589361e-06
DeepSeek-V3-Base,DeepSeek-V3,lm_head,7168,129280,2,19,0.002650669642857143,280064,279552,0.9981718464351006,0.9999976813016844,0.9999979631955018,0.9999979631561335,0.9999980357722345,0.9999978545218735,0.15287480379531024,0.0747057898348358,0.1774550569058633,0.10155420136773208,0.4886730054931888,0.5722812476491146,0.61448736503411,0.15287480379531024,0.12157416748624102,0.14706264238791214,0.02901608076430506,0.9709839192356949,2.387988379266376e-06,2.318698315589361e-06
DeepSeek-V3-Base,DeepSeek-V3,lm_head,7168,129280,4,38,0.005301339285714286,552960,551936,0.9981481481481481,0.9999976813016844,0.9999979631955018,0.9999979631561335,0.9999981322880135,0.9999978621199141,0.19449978723943875,0.0779826459241558,0.21787224646856412,0.10473597593611135,0.40093949217618086,0.4807219718608045,0.6414409206872124,0.19449978723943875,0.12157416748624102,0.14706264238791214,0.02901608076430506,0.9709839192356949,2.387988379266376e-06,2.318698315589361e-06
DeepSeek-V3-Base,DeepSeek-V3,lm_head,7168,129280,8,76,0.010602678571428572,1098752,1096704,0.9981360671015843,0.9999976813016844,0.9999979631955018,0.9999979631561335,0.9999982131715572,0.9999978693857959,0.22938295562462838,0.08111624969354025,0.2517432420225742,0.10777865480544002,0.3536280604313173,0.42812928736246014,0.6672161641799478,0.22938295562462838,0.12157416748624102,0.14706264238791214,0.02901608076430506,0.9709839192356949,2.387988379266376e-06,2.318698315589361e-06
