model_a,model_b,hidden_dim,vocab,identity_R2,full_affine_R2,delta_over_Yc_energy,full_affine_gain_over_delta,D_energy_at_1,P_energy_at_1,R_energy_at_1,P_abs_delta_energy_at_1,D_energy_at_2,P_energy_at_2,R_energy_at_2,P_abs_delta_energy_at_2,D_energy_at_4,P_energy_at_4,R_energy_at_4,P_abs_delta_energy_at_4,D_energy_at_8,P_energy_at_8,R_energy_at_8,P_abs_delta_energy_at_8,D_energy_at_16,P_energy_at_16,R_energy_at_16,P_abs_delta_energy_at_16,D_energy_at_32,P_energy_at_32,R_energy_at_32,P_abs_delta_energy_at_32,D_energy_at_64,P_energy_at_64,R_energy_at_64,P_abs_delta_energy_at_64,D_energy_at_128,P_energy_at_128,R_energy_at_128,P_abs_delta_energy_at_128,D_energy_at_256,P_energy_at_256,R_energy_at_256,P_abs_delta_energy_at_256,D_energy_at_512,P_energy_at_512,R_energy_at_512,P_abs_delta_energy_at_512,D_energy_at_1024,P_energy_at_1024,R_energy_at_1024,P_abs_delta_energy_at_1024,D_energy_at_2048,P_energy_at_2048,R_energy_at_2048,P_abs_delta_energy_at_2048,D_energy_at_4096,P_energy_at_4096,R_energy_at_4096,P_abs_delta_energy_at_4096
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,0.9983613905763074,0.9984405299580954,0.0016386094236926546,0.048296671948622666,0.00741000577990145,0.007281639563611575,0.007441514564766385,0.00035167895725186015,0.01115436001947508,0.01138137254155519,0.011198080259686457,0.0005496824159645529,0.01527854038407431,0.01803775931448277,0.015253433013414017,0.0008711637442997872,0.021586781414145193,0.02688697652903033,0.02154989281353586,0.0012985514851128952,0.03111498502012992,0.039216048503270554,0.031072739972091038,0.0018940046296837328,0.046439546655527304,0.058752146700052944,0.04644842579778419,0.0028375331554498107,0.07052403593556911,0.0915419339981385,0.07061564637833054,0.004421170755850563,0.1069003310940967,0.14751014343804925,0.10717267098303122,0.007124249006721739,0.1648522854970695,0.24422899336794057,0.16547710679369268,0.011795447573033767,0.26104828383712597,0.4034388606892052,0.2622283775422805,0.019484754306032623,0.42159281398227594,0.6363702876896178,0.4234151570484521,0.0307345670223961,0.6744996293013077,0.8931839809294395,0.6764808999428712,0.043137813716713984,1.0000000805954326,1.0000001042973425,1.0,0.0482966769858372
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,0.9984301656151496,0.998559587945804,0.0015698343848503684,0.08244330223834276,0.004017640692747562,0.004025963271467154,0.004037618160334485,0.00033191370679003376,0.006610310522942054,0.006771176708353196,0.00663921220252979,0.0005582381678759893,0.009989732417938341,0.010910985441854513,0.010010635291061607,0.0008995376705009694,0.015576402321628886,0.01750985615529373,0.015584481164576055,0.0014435703631607874,0.024526616997817406,0.027855926415073676,0.024536074708645668,0.0022965345605669546,0.0384870653999201,0.044384602487332,0.03851173479591237,0.003659213197591812,0.06017837816639619,0.0711370304918301,0.06022553732388182,0.005864771705176153,0.0928853280999253,0.11370736966600015,0.09298551542726025,0.009374411044101017,0.14279211084051271,0.18200742558417207,0.1430855910316712,0.015005293197058577,0.21915439757499702,0.2914886998409036,0.21988216744452171,0.024031290980045188,0.33571524497179783,0.4592106195247503,0.33715542308828583,0.03785883989653561,0.509154194438112,0.6864788474286025,0.5113902897222032,0.056595583098785464,0.7461506124577081,0.9152106496398,0.748478625733936,0.07545298820000405
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,0.9989458770714498,0.9993343739539696,0.0010541229285502397,0.36854988350754075,0.2320049962982513,0.35330016438406714,0.1661455117725692,0.13020873442694295,0.2752380636666777,0.4395574026740808,0.18988131082472767,0.16199882955040965,0.33935932122423756,0.5515472916989794,0.22572514830341778,0.20327269010455848,0.39636416877254094,0.6418446533087555,0.26312033540933777,0.23655177220687973,0.450157759944784,0.7145641631201952,0.3054173410994426,0.26335253907661127,0.50503688573709,0.7738474808761538,0.35637632510938716,0.28520139892951035,0.5639730601094289,0.8271201422086507,0.41755725221666806,0.30483503205773876,0.629873877044143,0.8766940178844791,0.4922238172963545,0.3231054781630826,0.7014131670053916,0.9183227981846833,0.5805148050347746,0.3384477602932839,0.7811988565804002,0.952671457310017,0.6863362437958298,0.35110695461256586,0.8744401689459409,0.980825702726031,0.8169405084163625,0.3614831984808805,0.9823037711936801,0.999055555587588,0.9737931167237768,0.36820180862936697,1.0,1.0,0.9999999326941386,0.36854988350754075
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,0.987862728728957,0.9911235613751852,0.01213727127104302,0.2686627474503152,0.08386193765564165,0.28630994447439434,0.014886078843466558,0.07692081630483798,0.126892117961096,0.4408539169688083,0.022294623971211205,0.11844102455707319,0.1608917525588469,0.5540690085978865,0.029510019832886366,0.14885770212698052,0.19529303211584198,0.6568722312071924,0.03848089680501086,0.176477098359943,0.2253432762774355,0.736618183062853,0.050109456018071215,0.19790186488352532,0.25481272424754287,0.8017776524412189,0.0654370892726746,0.2154077869491218,0.28468591330378606,0.853850777011161,0.08741635211356936,0.22939789566440494,0.3187105830944932,0.8916066536095167,0.12127679187091121,0.23954149320371426,0.3664719838103273,0.9209545360508715,0.177846769479748,0.24742617593225752,0.44237912836417376,0.948153576043301,0.2729778703043323,0.2547335447446346,0.5660660992654022,0.9744621727721678,0.432161839163437,0.26180168462337433,0.7667709253135789,0.9951659224493884,0.6943719481199577,0.26736401089418,1.0000001352339931,1.0000000629199592,0.9999999075433016,0.2686627643545643
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,0.9964781784501565,0.9976057423328897,0.003521821549843446,0.3201649676950068,0.08144690024304216,0.20104960697232346,0.04589514208556233,0.06436904092138776,0.1298321361911222,0.3164511251155078,0.05569941696321012,0.10131656424965511,0.18742996821497496,0.4704623093587436,0.06998918332867962,0.15062555007756045,0.2418322401146272,0.5968765201636811,0.08634402853006011,0.19109895179611303,0.28725622592605343,0.6938654544124472,0.10767615810277659,0.22215141079664236,0.3326211674788992,0.7766052326155697,0.13474422308883038,0.24864178921213712,0.37541391462803275,0.8368168010707647,0.16872132535142448,0.2679194240814603,0.42006771296552314,0.87851793664467,0.2149492890848115,0.2812706668053248,0.4743006708956474,0.9114158392486249,0.27921130462578897,0.2918034227297535,0.5441304291879472,0.9385956266595177,0.36909653846919527,0.3005054384881191,0.639851901291744,0.9638000363141848,0.4982695285709585,0.3085750074909773,0.7792268554044676,0.9873732644809382,0.6915648324140564,0.316122329325453,0.9691844368029736,0.9998620148590285,0.9574132698736029,0.32012078968680524
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,0.9531678995608374,0.957897193533659,0.04683210043916268,0.10098402438654769,0.018168887969114294,0.14842631582390775,0.0056813007716841266,0.01498868669676693,0.030754968785519567,0.25117442474297286,0.008775334657573408,0.025364604233521458,0.046388811900722485,0.3753634138452599,0.012832710955196398,0.037905708137567516,0.06461799125632822,0.5033367115657402,0.018810269952340034,0.050828966755399434,0.08493389288130801,0.624030231942881,0.028131684700142368,0.06301708416046291,0.10734843491545668,0.7237527289261882,0.04241193925223772,0.07308746322771263,0.1349751784737563,0.7974755464905978,0.06547897176944857,0.08053229003448198,0.17493822387859648,0.8488757580577692,0.10513488315950242,0.08572289025285491,0.24168887050349078,0.8903037097039982,0.1756657095540217,0.08990645153218242,0.3572564654850259,0.9306819013567041,0.30027087417758036,0.09398400382272398,0.5548123352881078,0.9730766053896063,0.5152047618443953,0.09826519164864304,0.8747742418370085,0.9990544084195065,0.8641013953322593,0.10088853474332342,1.0,1.0,0.9999999081377632,0.10098402438654769
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,0.962656724315314,0.9672602152602192,0.037343275684686005,0.12327496344390139,0.03402322551213375,0.26602859347609487,0.007099426232796693,0.032794665135798096,0.0418589734152993,0.31651166360219546,0.009736177271341497,0.03901796376012906,0.05577234127708332,0.38716155977177363,0.013718778445463188,0.047727327127749235,0.06979312709385646,0.4565549676794767,0.019788993825225563,0.056281796950819064,0.08547904221897878,0.5313891033664211,0.02887354708032385,0.0655069722919831,0.10422154389226593,0.596331602370506,0.04184337047948056,0.07351275648266727,0.12770158895976605,0.6506073259245146,0.06126904826619304,0.08020359431967898,0.16143602424277295,0.7003957338367757,0.09318873133626727,0.08634125848499301,0.21480082039392034,0.753324294130892,0.1473769561778603,0.09286602482038853,0.30223836149565125,0.8148110587147818,0.23935028134712075,0.1004458034767513,0.44843089717408885,0.890116487888122,0.39682483019802894,0.10972907750522214,0.6892043873611419,0.9679744908982015,0.6593749933908309,0.11932701998010485,1.0,0.9999996581526936,1.0,0.12327492130268719
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,0.9675574083518943,0.9707730350302084,0.032442591648105645,0.09911744145452374,0.01943701742618237,0.1880360510803362,0.003251875654032376,0.018637652284295057,0.026580652389339838,0.24348123604787733,0.0058411803050178865,0.024133237159250556,0.03576241399806887,0.31485794429061986,0.010429196555500586,0.03120791385971721,0.04690252830416512,0.38612289858142723,0.01786838398685153,0.03827151379439562,0.06253429550488553,0.4664802415009223,0.028336294653030687,0.046236328026659765,0.08272946045971961,0.5297112386053641,0.04202795586157061,0.05250362268027043,0.10648152041789775,0.58719828628019,0.061725145904166875,0.058201591762573404,0.13872751729841318,0.6410319771535868,0.0915736286356101,0.06353744946599824,0.1861816072719949,0.6959521257589487,0.1380371844647349,0.06898099408006395,0.25927866764455965,0.7585458584203161,0.21265564007597565,0.07518512471254714,0.37833389067590023,0.8379799493321208,0.3375106911070392,0.08305842856799125,0.573081646193146,0.9304118466775114,0.5442998547480881,0.09222004174165356,0.8691516904523097,0.9957197744719556,0.8603333684087787,0.09869319645133563
DeepSeek-V3-Base,DeepSeek-V3,7168,129280,0.9999947955812982,0.9999951093241175,5.204418701775048e-06,0.06028393127065296,0.006841441635594504,0.006775705261902672,0.0068559183746722905,0.0004084661503187423,0.0108227774251461,0.010891652262901404,0.010839004154406692,0.0006565916164405999,0.016698079058402395,0.017006024048123423,0.016719370573822764,0.0010251899849041438,0.025236633777766065,0.026055567971480908,0.025265440109789705,0.0015707320688105816,0.037799124902592116,0.03986822008120076,0.03783400273728412,0.0024034130392583727,0.055734975320533085,0.060303233533273534,0.05578536093738929,0.0036353159857179965,0.08060988443104194,0.0904456057240488,0.08068435832317107,0.0054524166792011336,0.11422305062630517,0.13576327505652022,0.11432671760849379,0.008184343942586018,0.16192731209758576,0.20753384745558753,0.16210873432308157,0.012510956196346814,0.2333902302365559,0.3231081133322598,0.23376522008286438,0.019478227297112297,0.34425932371630114,0.49982480041344485,0.34503719946746025,0.03013140391549194,0.5163776660041272,0.7335248441879081,0.5177051191688203,0.04421976129234027,0.7662024404573078,0.9475704155551072,0.7676379923102454,0.057123269805428145
DeepSeek-V3.1-Base,DeepSeek-V3.1,7168,129280,0.9999847219928868,0.9999856466553142,1.5278007113195224e-05,0.060522450379373934,0.0042425279496469065,0.004296796763802754,0.004249908384591306,0.0002600526689275067,0.006790330691484041,0.0070585800486352,0.006795089414094012,0.00042720256074236276,0.010965929554595934,0.011601920365019789,0.010968668325499368,0.0007021766495973581,0.017221719647742377,0.018487614620504016,0.01722766047329538,0.0011189157385024424,0.026903078753969564,0.029599972367036858,0.026909347825533725,0.0017914628588148278,0.04128222249297514,0.04688386059654017,0.041296622063535286,0.0028375261265475875,0.06158573670115961,0.07327861478266744,0.06159682476262702,0.004435001327053247,0.09004426268295188,0.11476674243510598,0.09006422621880304,0.006945964474231091,0.13226068236621305,0.18359235038992303,0.1323590458764159,0.011111458916506748,0.1990170075125009,0.2982760112301626,0.19932558334839048,0.018052395089035098,0.3080037628492609,0.4778126465347,0.308762683008141,0.02891839219053372,0.48406637135896563,0.7195520892218803,0.4854452127131649,0.043549055615306094,0.7476345195180233,0.9443324180284641,0.7491491727892057,0.05715331191176192
